PLAYER_ID,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,SEASON
201985,0.2,0.3,0.2,0.3,0.6,0.7,1.1,2.3,13-14
201166,1.2,0.7,1.0,2.9,8.1,5.9,6.3,20.1,13-14
201189,0.2,0.7,0.1,1.3,3.8,2.2,4.6,9.1,13-14
203519,0.8,0.0,1.0,1.0,2.8,0.8,1.0,5.0,13-14
1733,1.1,0.6,0.6,2.5,5.9,4.4,4.1,13.5,13-14
201143,2.9,2.4,2.1,10.1,10.2,8.8,6.7,29.2,13-14
2744,3.1,3.2,0.4,13.5,9.5,8.7,7.2,28.5,13-14
202329,1.4,1.4,1.4,4.5,8.3,7.1,7.5,24.7,13-14
101187,1.1,0.7,0.8,1.8,7.7,6.6,6.0,19.4,13-14
202692,2.2,1.4,2.3,6.4,10.3,7.2,9.3,26.2,13-14
203458,0.2,0.8,0.1,1.4,3.6,2.3,3.6,8.0,13-14
203144,0.7,0.4,0.9,1.3,3.4,2.9,3.1,9.8,13-14
201582,0.9,1.6,0.1,3.7,6.0,4.7,5.2,14.8,13-14
203459,0.3,0.5,0.1,0.5,3.6,1.6,2.5,4.9,13-14
202087,0.7,0.5,0.9,2.1,6.0,4.3,4.6,13.2,13-14
2405,1.7,1.8,0.3,7.0,7.5,6.2,4.9,17.8,13-14
101161,1.8,2.5,0.8,7.4,9.7,7.7,6.5,25.1,13-14
2760,1.0,1.7,0.5,4.7,9.1,7.1,6.6,21.3,13-14
101154,1.9,2.1,0.7,6.1,8.0,6.0,6.1,20.5,13-14
203083,2.6,5.4,2.1,11.8,12.2,9.1,9.5,29.6,13-14
2738,2.2,0.7,2.4,3.9,10.6,8.8,8.5,26.5,13-14
1889,0.6,0.5,0.5,2.7,5.8,5.4,4.1,13.8,13-14
203460,0.4,0.6,0.5,1.6,3.4,3.0,3.0,9.0,13-14
200745,2.4,1.5,0.5,5.1,9.4,7.3,8.4,25.5,13-14
1905,1.1,1.2,0.6,3.4,7.0,4.7,5.1,17.6,13-14
101106,1.3,1.9,0.5,6.9,10.3,6.4,7.7,21.6,13-14
101115,1.2,2.4,0.2,5.6,6.6,5.5,7.6,18.7,13-14
203094,0.6,0.8,0.2,1.9,5.2,3.8,3.9,12.0,13-14
2740,0.3,0.0,0.0,0.3,2.5,1.3,2.2,6.3,13-14
1712,0.8,0.3,0.5,1.5,2.8,2.5,2.0,9.4,13-14
203461,0.7,0.9,0.3,1.7,5.5,3.4,3.3,10.2,13-14
203076,3.6,4.1,2.9,11.2,11.6,9.7,9.4,32.5,13-14
201627,1.2,1.0,1.0,2.1,5.7,4.6,5.9,15.6,13-14
201576,1.1,0.5,1.0,1.7,5.3,3.2,4.6,10.9,13-14
201229,0.9,0.6,0.6,0.6,5.6,4.8,4.1,16.0,13-14
203462,1.2,0.4,1.0,2.7,3.9,3.8,3.2,10.1,13-14
202620,0.2,0.2,0.0,0.4,2.2,1.2,0.8,4.8,13-14
203102,1.0,0.8,0.5,1.3,7.3,4.8,7.8,17.5,13-14
203382,0.3,0.7,0.1,2.3,3.2,1.9,2.5,8.7,13-14
201167,2.5,1.6,2.4,3.7,12.3,9.5,9.6,29.6,13-14
201948,0.2,0.7,0.2,0.6,3.0,1.8,2.5,6.5,13-14
203085,1.3,0.7,0.9,4.2,6.2,4.8,6.1,16.2,13-14
202340,3.1,1.7,2.4,3.8,10.2,8.6,8.5,28.8,13-14
2732,1.1,0.2,0.5,1.7,3.3,3.8,2.9,11.3,13-14
203463,1.5,0.9,2.2,2.6,9.6,6.6,8.9,23.1,13-14
2757,0.3,0.2,0.2,1.4,5.5,4.6,4.4,13.5,13-14
203108,0.3,0.3,0.2,0.7,1.8,1.4,1.2,4.1,13-14
202687,0.4,0.8,0.1,2.2,4.4,4.2,3.1,10.6,13-14
201933,4.3,3.3,5.0,13.4,11.3,10.0,7.8,33.6,13-14
2564,1.1,0.8,0.6,5.2,8.3,6.9,5.9,22.4,13-14
203078,3.0,1.2,3.1,4.1,11.0,9.6,8.3,30.1,13-14
201148,1.3,1.4,0.7,7.3,6.0,5.5,5.6,17.2,13-14
101138,1.9,1.8,0.7,5.0,9.6,8.0,8.0,26.7,13-14
203561,0.6,0.6,0.6,1.8,4.5,2.8,3.5,8.2,13-14
201943,2.9,0.8,3.2,4.5,11.7,9.9,10.2,31.7,13-14
202688,3.3,1.1,3.4,6.8,11.9,9.3,9.1,30.6,13-14
201575,0.1,0.1,0.2,0.3,4.9,3.2,4.4,10.9,13-14
203148,1.5,0.6,0.8,2.3,8.3,6.1,6.3,21.8,13-14
201572,3.2,2.4,1.1,11.1,10.4,9.5,8.6,23.6,13-14
201957,0.5,0.8,0.8,1.3,3.8,2.5,2.9,9.7,13-14
201228,1.5,0.6,1.4,1.7,6.4,4.9,4.7,13.6,13-14
203468,0.9,0.8,0.6,1.4,4.5,3.9,3.2,10.9,13-14
101139,1.5,1.1,1.6,2.4,6.6,4.7,5.7,16.0,13-14
201171,0.4,0.7,0.1,1.8,5.4,3.4,5.2,10.8,13-14
2430,2.0,2.1,0.5,7.1,9.2,6.7,7.9,22.1,13-14
2546,4.2,4.2,1.7,6.2,11.3,9.7,9.4,31.7,13-14
2406,1.8,1.0,0.8,0.9,9.2,6.9,7.7,21.3,13-14
203467,0.6,0.4,0.9,1.4,3.4,1.3,1.1,2.9,13-14
201858,0.7,0.8,0.5,1.0,5.4,3.6,2.8,12.3,13-14
203810,1.8,0.2,0.3,2.0,5.7,3.4,5.0,11.1,13-14
202718,2.7,1.3,3.5,8.0,14.2,10.7,10.6,34.3,13-14
101112,1.6,1.5,0.8,2.3,9.5,7.9,7.9,26.1,13-14
101111,1.0,0.7,0.4,1.7,3.1,3.1,3.6,8.1,13-14
201978,1.2,1.1,1.4,2.2,5.9,5.6,5.9,16.5,13-14
1497,0.8,0.2,0.0,0.2,6.7,5.1,3.9,15.1,13-14
2365,1.3,1.8,0.2,4.6,6.7,5.6,4.6,16.0,13-14
203569,0.1,0.4,0.0,0.3,2.8,2.9,1.9,8.6,13-14
2547,2.3,1.8,0.3,6.3,11.3,8.4,7.7,26.4,13-14
203142,0.5,0.3,0.2,1.0,2.0,1.6,2.1,5.5,13-14
201604,0.9,0.7,1.7,2.2,6.4,5.8,4.7,17.5,13-14
203187,1.6,1.3,1.4,1.9,6.9,5.1,4.7,18.1,13-14
2549,1.2,1.7,0.2,5.7,7.6,5.9,6.2,17.4,13-14
101108,3.8,1.4,2.0,5.6,11.4,9.8,7.5,31.7,13-14
202698,0.9,0.4,0.4,0.9,3.4,2.8,3.0,9.0,13-14
203147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13-14
202874,0.8,1.0,1.1,5.0,6.4,5.9,3.9,14.0,13-14
101236,0.2,0.8,0.0,1.8,4.4,2.9,3.1,9.7,13-14
203469,1.1,1.6,0.8,3.2,5.4,4.7,4.1,14.9,13-14
202332,0.2,0.6,0.0,1.4,2.5,2.4,1.5,4.9,13-14
201147,3.0,1.1,5.3,7.4,10.8,8.6,11.6,31.2,13-14
202709,0.9,0.5,1.1,2.1,4.9,4.1,3.6,12.9,13-14
201584,1.8,0.7,1.8,2.7,8.1,6.8,6.6,20.7,13-14
201571,2.1,1.2,1.6,3.1,9.1,6.9,6.9,22.5,13-14
203474,0.7,0.0,0.7,2.0,0.7,1.7,1.3,3.3,13-14
201591,0.0,0.0,0.0,0.0,2.5,0.0,1.0,2.0,13-14
203081,3.0,1.7,2.1,5.9,10.9,10.2,10.4,34.3,13-14
202345,0.4,0.4,0.4,0.4,1.8,1.6,2.4,11.6,13-14
202350,0.1,0.3,0.3,1.3,4.1,2.0,3.6,9.2,13-14
101122,1.3,1.1,1.3,2.2,7.3,4.9,5.8,15.4,13-14
201980,1.8,1.0,1.8,1.9,7.7,6.8,6.2,20.5,13-14
201967,1.0,1.0,0.8,2.6,6.0,6.0,5.8,19.2,13-14
203130,0.0,0.0,0.0,0.0,2.3,0.7,2.7,4.0,13-14
203121,0.7,0.4,0.4,0.8,4.9,3.5,4.7,13.0,13-14
202721,0.9,0.8,0.8,1.6,4.6,2.8,3.0,8.1,13-14
201589,1.0,0.8,0.4,1.1,5.5,5.0,3.5,13.4,13-14
201954,2.1,0.9,2.7,4.0,8.2,8.1,5.8,24.2,13-14
101135,2.4,2.8,1.8,13.1,11.8,8.1,9.6,27.2,13-14
2561,1.7,1.6,0.4,6.4,9.6,7.6,6.9,22.6,13-14
201599,1.6,2.9,1.5,8.4,11.4,10.6,7.9,32.5,13-14
202732,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13-14
201971,0.8,1.2,0.6,5.2,5.3,4.4,4.6,13.9,13-14
201942,4.0,1.7,2.1,6.4,12.8,10.5,9.3,34.4,13-14
202326,2.9,4.1,1.3,12.5,11.5,8.2,10.0,27.7,13-14
201960,2.4,1.5,2.4,4.8,11.2,9.2,8.4,28.3,13-14
203471,0.7,0.4,0.6,2.0,5.5,3.6,3.7,11.7,13-14
965,0.9,0.5,0.5,0.5,5.8,4.4,4.1,13.6,13-14
101114,3.0,0.6,1.5,4.1,10.0,9.1,8.1,27.0,13-14
202324,1.4,2.9,0.5,9.2,10.8,7.6,9.7,29.0,13-14
201565,1.9,0.6,2.9,6.8,11.6,10.4,9.5,24.2,13-14
202682,1.6,1.1,1.8,3.7,8.6,6.4,7.0,20.3,13-14
2734,1.6,0.7,1.8,2.6,6.6,6.2,6.2,18.5,13-14
203473,0.5,1.1,0.6,2.0,5.3,3.4,3.3,10.8,13-14
202354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,13-14
203197,0.7,0.2,0.4,1.4,5.6,4.0,4.9,14.2,13-14
203079,2.8,1.3,2.0,5.0,10.2,7.8,6.5,23.2,13-14
202091,0.4,0.5,0.6,0.5,2.4,2.1,1.7,5.4,13-14
1717,3.0,2.0,1.4,3.6,10.7,8.3,10.5,28.7,13-14
202388,0.4,0.3,0.3,1.0,2.5,2.0,2.5,6.1,13-14
202700,0.7,0.8,0.5,3.4,5.6,4.3,4.5,13.2,13-14
2748,0.9,0.7,0.7,0.8,4.8,4.3,4.3,13.9,13-14
203117,0.4,0.5,0.3,0.5,4.5,3.5,3.8,10.4,13-14
203110,0.9,0.9,0.6,2.5,7.4,6.3,5.1,17.8,13-14
2400,1.2,2.3,0.2,3.1,6.0,5.3,4.9,15.1,13-14
202779,0.4,0.1,0.2,1.0,4.2,3.4,2.5,8.9,13-14
2730,2.0,3.9,0.9,13.1,13.0,9.9,9.7,30.5,13-14
2548,3.6,1.6,2.9,10.4,12.0,9.7,8.4,27.3,13-14
202734,1.3,0.6,1.4,2.5,6.6,4.9,5.0,15.2,13-14
201947,0.6,0.5,0.5,1.2,5.4,3.7,4.1,12.7,13-14
2248,0.0,0.0,0.0,0.0,3.0,1.1,1.5,4.3,13-14
202334,0.9,1.5,0.5,4.3,5.6,3.8,4.3,11.3,13-14
202327,0.5,0.5,0.2,2.0,7.0,6.0,4.1,17.0,13-14
203548,0.0,0.0,0.0,0.0,4.0,0.5,6.5,3.0,13-14
202343,1.5,0.7,1.7,2.7,7.6,5.2,6.1,16.4,13-14
1882,0.9,0.8,0.4,3.1,7.6,5.4,5.4,16.8,13-14
202683,1.3,3.3,0.6,8.0,10.3,6.8,9.0,25.6,13-14
202339,3.0,1.7,4.2,7.5,11.5,9.3,9.8,29.8,13-14
201569,2.5,1.3,3.3,5.8,11.9,9.0,8.7,31.5,13-14
201953,0.4,0.3,0.5,0.8,4.2,3.4,3.3,9.5,13-14
203513,0.0,0.2,0.1,0.2,1.6,1.0,0.6,1.9,13-14
101141,2.4,1.7,1.1,4.2,9.2,7.5,7.6,23.7,13-14
203095,1.4,0.8,1.3,3.0,7.0,5.1,4.9,17.6,13-14
202323,2.3,1.3,1.9,5.9,11.4,8.7,9.5,25.6,13-14
101128,0.9,0.6,0.7,1.5,7.6,5.6,6.0,17.6,13-14
203539,0.7,0.3,0.5,1.2,3.2,2.3,2.7,7.2,13-14
202066,0.6,0.2,0.6,0.7,3.3,2.1,2.1,6.9,13-14
202390,1.4,0.8,1.0,2.0,8.2,5.5,5.4,18.8,13-14
201588,1.7,0.9,1.3,3.4,9.9,7.6,7.2,23.6,13-14
101123,2.5,1.4,3.2,3.4,10.7,8.6,8.8,28.0,13-14
201945,2.0,1.3,1.3,4.2,8.7,8.4,6.5,24.8,13-14
2222,1.2,0.8,0.7,3.1,8.6,7.1,6.5,21.5,13-14
203507,1.5,1.1,1.7,3.2,8.6,6.8,6.3,20.8,13-14
203540,0.8,0.4,0.4,0.6,1.9,2.0,1.2,6.8,13-14
201175,1.1,1.5,0.4,4.4,7.2,7.0,6.3,20.9,13-14
203318,0.8,0.5,0.8,1.1,3.3,1.5,2.8,6.7,13-14
201609,3.4,1.6,5.0,8.4,11.3,10.3,9.7,33.5,13-14
202330,2.8,1.3,3.5,4.7,13.4,9.0,11.8,35.0,13-14
203476,0.7,1.5,0.4,3.2,4.5,3.5,4.7,13.1,13-14
202328,2.3,3.5,1.7,11.0,11.3,9.2,10.2,30.7,13-14
201141,0.3,0.9,0.1,2.3,4.5,2.3,3.3,8.1,13-14
202962,0.2,1.6,0.4,3.3,2.9,3.6,2.5,7.3,13-14
201880,0.7,1.0,0.0,2.3,6.4,5.0,5.1,16.1,13-14
202349,1.5,1.2,1.0,2.8,7.6,5.6,5.9,19.3,13-14
202970,1.0,0.7,0.5,3.5,5.7,4.6,3.2,15.7,13-14
202380,0.1,0.0,0.0,0.4,2.3,0.5,1.0,4.3,13-14
203084,1.8,1.0,1.4,4.0,10.1,7.0,7.9,24.0,13-14
201934,0.2,0.2,0.1,0.8,3.9,2.1,3.2,7.1,13-14
2045,0.4,0.3,0.3,0.6,3.5,3.4,3.1,8.8,13-14
203156,1.2,2.3,0.5,3.9,6.9,5.7,6.2,17.2,13-14
200756,0.3,0.3,0.3,0.9,1.7,1.5,2.2,5.5,13-14
203138,0.9,1.0,0.7,2.0,8.7,6.4,7.7,21.0,13-14
203546,0.5,0.5,0.3,1.0,3.1,2.0,1.8,6.9,13-14
101133,0.5,1.0,0.1,2.1,5.2,3.7,4.2,11.7,13-14
202697,1.5,1.0,0.7,1.6,7.2,6.8,6.4,20.9,13-14
203477,0.6,0.5,0.9,0.9,4.3,4.5,3.9,10.5,13-14
202738,3.3,1.6,3.6,7.0,12.7,8.8,10.8,29.6,13-14
202397,1.0,0.3,0.9,2.7,5.1,3.9,4.0,12.9,13-14
200826,0.9,0.6,0.7,3.4,5.7,5.4,5.6,17.2,13-14
201581,1.5,2.5,1.2,8.5,10.4,8.3,8.2,26.6,13-14
200755,2.8,1.1,3.0,2.3,9.6,8.4,6.4,28.0,13-14
2747,2.0,1.5,1.3,2.6,9.8,8.3,7.8,26.8,13-14
201580,2.0,2.2,0.0,6.4,5.8,3.0,8.2,16.0,13-14
203109,1.0,0.7,0.8,1.6,5.1,3.9,4.6,12.7,13-14
203479,0.4,0.2,0.5,0.7,2.9,1.7,1.8,5.7,13-14
2224,0.0,0.3,0.0,0.5,6.5,3.1,5.4,13.0,13-14
