PLAYER_ID,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,SEASON
203932,2.2,1.2,1.0,4.0,4.19,3.81,21-22
1630565,0.2,0.1,0.1,4.39,4.23,3.91,21-22
1628988,1.2,0.6,0.6,4.28,4.48,4.09,21-22
1630174,0.8,0.4,0.4,4.34,4.58,4.12,21-22
1630598,1.9,1.0,0.9,4.59,4.96,4.24,21-22
1627846,0.8,0.4,0.4,4.45,4.63,4.27,21-22
1630278,0.1,0.0,0.0,3.84,0.0,0.0,21-22
1629678,0.9,0.5,0.4,4.32,4.56,4.08,21-22
1629958,0.1,0.0,0.0,5.36,0.0,0.0,21-22
201143,2.0,1.1,0.9,3.95,4.24,3.67,21-22
202692,2.1,1.1,1.0,4.05,4.19,3.9,21-22
1630758,1.1,0.6,0.5,4.29,4.58,4.14,21-22
1630197,1.5,0.9,0.7,4.36,4.91,3.82,21-22
1627936,2.1,1.1,1.0,4.23,4.53,3.94,21-22
203458,1.2,0.6,0.6,4.11,4.47,3.78,21-22
1628035,0.9,0.5,0.4,4.34,4.57,4.12,21-22
1628993,0.6,0.3,0.3,4.29,4.47,4.1,21-22
1630578,1.4,0.7,0.7,3.9,3.94,3.86,21-22
1629599,1.6,0.8,0.8,4.01,4.17,3.85,21-22
203083,1.3,0.7,0.7,3.91,3.98,3.84,21-22
2738,1.4,0.7,0.7,3.99,4.27,3.71,21-22
203952,2.3,1.2,1.1,4.06,4.4,3.74,21-22
1629014,2.2,1.2,1.0,4.21,4.54,3.88,21-22
203076,2.3,1.2,1.1,3.73,3.85,3.61,21-22
1630162,2.4,1.3,1.1,3.95,4.27,3.63,21-22
1630264,0.8,0.4,0.4,4.3,4.64,3.98,21-22
1630237,0.4,0.2,0.2,5.0,5.83,4.2,21-22
1629717,1.2,0.7,0.5,4.36,4.75,3.96,21-22
1629083,0.2,0.1,0.1,4.15,4.13,4.18,21-22
1630559,1.8,0.9,0.8,4.3,4.48,4.12,21-22
203085,1.6,0.8,0.8,4.04,4.16,3.92,21-22
202340,1.7,0.9,0.8,4.26,4.33,4.2,21-22
1630245,2.0,1.0,1.0,4.22,4.38,4.06,21-22
1629168,1.2,0.7,0.6,4.38,4.74,4.0,21-22
1628389,2.4,1.3,1.1,4.05,4.4,3.72,21-22
203463,1.6,0.8,0.7,4.33,4.64,4.02,21-22
202687,1.0,0.5,0.5,4.11,4.31,3.89,21-22
201933,1.2,0.6,0.5,3.83,4.0,3.66,21-22
1626246,0.4,0.2,0.2,3.96,4.05,3.88,21-22
1626171,2.1,1.1,1.0,4.22,4.57,3.91,21-22
203992,2.2,1.2,1.0,4.2,4.65,3.75,21-22
202711,2.3,1.2,1.1,4.1,4.39,3.81,21-22
1629626,0.4,0.2,0.2,4.15,4.46,3.99,21-22
1630538,1.4,0.8,0.6,4.24,4.66,3.82,21-22
202954,1.0,0.6,0.5,4.14,4.55,3.73,21-22
203078,2.6,1.5,1.2,4.13,4.51,3.74,21-22
1630527,1.1,0.6,0.5,4.17,4.39,3.95,21-22
1629634,1.5,0.8,0.7,4.41,4.72,4.11,21-22
1629164,1.1,0.6,0.5,4.34,4.68,3.98,21-22
1627742,2.4,1.3,1.0,3.94,4.41,3.46,21-22
202688,1.0,0.6,0.4,4.3,4.82,3.6,21-22
1630314,2.1,1.1,0.9,4.35,4.75,3.94,21-22
1630296,1.4,0.7,0.7,4.39,4.72,4.06,21-22
1630271,0.4,0.2,0.2,4.33,4.55,4.3,21-22
201572,1.6,0.9,0.8,4.04,4.33,3.76,21-22
1628971,1.8,1.0,0.9,4.27,4.54,4.0,21-22
1628981,0.4,0.2,0.2,4.06,4.33,3.77,21-22
1627854,1.3,0.7,0.6,4.29,4.77,3.81,21-22
1627741,2.4,1.3,1.1,4.36,4.75,3.99,21-22
1629604,1.6,0.8,0.7,4.33,4.6,4.08,21-22
203468,2.6,1.4,1.1,4.19,4.68,3.71,21-22
101139,0.1,0.1,0.1,2.65,4.66,6.16,21-22
1630595,2.5,1.4,1.1,4.28,4.83,3.73,21-22
1628997,1.9,1.0,0.9,4.56,4.81,4.32,21-22
1629629,1.6,0.8,0.8,4.27,4.47,4.08,21-22
1630560,1.3,0.7,0.6,4.17,4.5,3.84,21-22
1629661,1.9,1.1,0.9,4.25,4.75,3.79,21-22
1630787,1.2,0.7,0.6,4.41,4.8,4.04,21-22
1628419,1.6,0.9,0.8,4.26,4.58,3.71,21-22
1626166,1.7,0.9,0.7,4.2,4.7,3.73,21-22
1627747,2.3,1.3,1.0,4.13,4.57,3.68,21-22
1630637,0.4,0.2,0.2,4.26,4.4,4.13,21-22
2546,1.7,0.9,0.8,3.75,3.91,3.58,21-22
1629035,1.4,0.8,0.7,3.99,4.29,3.69,21-22
1630199,1.4,0.7,0.6,4.47,4.67,4.2,21-22
1630216,0.4,0.2,0.2,4.39,5.06,3.73,21-22
1627760,0.3,0.2,0.2,4.26,4.47,4.06,21-22
1626224,1.6,0.9,0.8,4.14,4.34,3.93,21-22
1628990,0.3,0.2,0.1,4.35,4.76,3.93,21-22
1629646,0.5,0.3,0.3,4.17,4.36,3.97,21-22
1629718,0.7,0.4,0.3,4.81,4.92,4.68,21-22
1630602,1.5,0.8,0.8,4.21,4.59,3.87,21-22
1627767,0.8,0.4,0.4,4.53,4.53,4.15,21-22
1629002,1.6,0.9,0.7,4.14,4.54,3.75,21-22
1628449,1.6,0.8,0.7,4.2,4.39,4.01,21-22
1629185,0.8,0.5,0.4,4.22,4.56,3.87,21-22
1630537,2.2,1.2,1.0,4.48,4.8,4.14,21-22
101108,2.1,1.2,1.0,3.65,4.11,3.21,21-22
1629735,0.7,0.4,0.3,4.37,4.47,4.14,21-22
1626174,2.1,1.1,1.0,3.89,4.12,3.66,21-22
1629643,1.9,1.0,0.9,4.29,4.61,3.97,21-22
203991,1.9,1.0,0.9,4.0,4.22,3.79,21-22
1629632,2.0,1.1,0.9,4.07,4.3,3.83,21-22
1628998,2.1,1.1,1.0,4.48,4.86,4.11,21-22
203469,1.0,0.6,0.5,4.41,4.72,4.09,21-22
1630175,2.4,1.4,1.1,4.32,4.85,3.8,21-22
1629012,2.0,1.1,0.9,4.04,4.35,3.74,21-22
1630557,1.8,1.0,0.8,4.44,4.88,3.99,21-22
202709,1.9,1.1,0.9,4.43,4.76,4.1,21-22
1628591,0.4,0.2,0.2,3.88,3.85,3.89,21-22
1626156,2.2,1.2,1.0,3.99,4.42,3.56,21-22
201571,1.2,0.7,0.5,4.1,4.44,3.73,21-22
1628391,1.0,0.5,0.5,4.44,5.0,3.96,21-22
1629610,0.2,0.1,0.1,3.7,3.63,3.86,21-22
1630227,0.8,0.4,0.4,4.21,4.5,3.94,21-22
1629751,0.2,0.1,0.1,3.81,3.77,3.86,21-22
1630625,0.9,0.5,0.4,4.66,5.01,4.32,21-22
1627745,1.3,0.7,0.6,4.06,4.27,3.86,21-22
203081,2.6,1.4,1.1,3.95,4.46,3.46,21-22
1627814,1.6,0.9,0.7,4.44,4.88,3.99,21-22
1628422,0.8,0.5,0.3,4.11,4.47,3.67,21-22
1629655,1.5,0.8,0.7,4.19,4.37,4.01,21-22
1630187,0.7,0.3,0.3,4.07,4.35,3.83,21-22
1628464,1.5,0.8,0.7,3.99,4.15,3.82,21-22
201568,1.7,1.0,0.8,3.88,4.23,3.52,21-22
201980,1.7,0.9,0.8,4.41,4.56,4.25,21-22
1627863,1.3,0.7,0.6,4.29,4.44,4.15,21-22
1629647,2.1,1.1,1.0,4.29,4.65,3.93,21-22
1629636,2.7,1.5,1.1,4.19,4.69,3.66,21-22
201954,1.0,0.5,0.5,4.33,4.17,4.51,21-22
1630561,1.2,0.6,0.6,4.38,4.59,4.2,21-22
1630525,0.1,0.1,0.0,5.18,3.84,7.9,21-22
1628021,1.0,0.6,0.5,4.35,4.7,4.0,21-22
1630558,2.1,1.1,1.0,4.23,4.54,3.92,21-22
202722,1.1,0.6,0.5,4.35,4.89,3.81,21-22
1628432,1.1,0.6,0.5,4.29,4.62,3.96,21-22
1630549,0.9,0.5,0.4,4.22,4.5,3.98,21-22
1628368,2.6,1.4,1.2,4.15,4.58,3.74,21-22
1629631,2.1,1.1,1.0,4.08,4.39,3.78,21-22
1629001,1.7,0.9,0.8,4.2,4.49,3.91,21-22
201599,0.9,0.5,0.4,3.89,4.0,3.78,21-22
1627761,1.4,0.7,0.7,4.17,4.24,4.1,21-22
1630610,0.1,0.0,0.1,5.16,0.0,9.15,21-22
201942,2.5,1.4,1.1,3.93,4.37,3.5,21-22
202326,1.0,0.5,0.5,3.78,3.86,3.67,21-22
1629731,1.5,0.8,0.7,4.28,4.44,4.11,21-22
1629028,2.0,1.1,1.0,3.94,4.27,3.63,21-22
1629686,0.7,0.4,0.4,4.58,4.48,4.68,21-22
1627749,2.7,1.5,1.2,4.45,5.07,3.87,21-22
1626153,1.4,0.8,0.7,4.28,4.51,4.04,21-22
1630166,1.8,1.0,0.8,4.21,4.5,3.91,21-22
