PLAYER_ID,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,SEASON
203932,2.5,2.4,2.1,7.4,9.3,7.5,7.6,31.3,19-20
1628988,1.3,1.0,1.2,3.5,7.2,7.1,7.2,23.9,19-20
1627846,1.2,0.7,1.0,2.5,5.5,3.8,3.6,15.8,19-20
1629690,0.6,0.4,0.7,1.1,2.7,3.0,2.1,8.7,19-20
1629678,0.6,0.3,0.2,0.7,3.4,3.5,2.3,10.7,19-20
201143,1.3,1.3,1.0,4.5,10.0,7.0,8.4,30.7,19-20
202329,0.7,1.3,0.4,1.6,7.8,4.9,5.5,18.7,19-20
202692,2.0,1.2,1.5,4.4,9.7,7.0,8.3,26.7,19-20
1629346,0.3,0.8,0.4,2.3,3.1,3.9,4.2,8.1,19-20
1627936,1.0,0.5,1.2,2.3,6.1,4.4,4.8,16.9,19-20
203458,0.8,2.0,0.3,5.8,7.1,5.0,5.3,17.5,19-20
1628035,0.7,1.1,0.5,2.7,6.1,4.0,3.3,15.8,19-20
1628993,0.5,0.4,0.4,1.1,3.1,1.2,2.3,5.2,19-20
203459,0.9,0.5,0.4,1.0,7.4,5.4,5.4,20.1,19-20
1629019,0.6,0.5,1.2,1.4,4.6,3.2,3.3,11.7,19-20
1628518,0.0,0.3,0.0,0.6,0.7,1.0,0.9,3.8,19-20
1629599,1.0,0.0,0.5,1.6,4.9,2.1,2.1,8.9,19-20
203083,2.6,4.5,1.3,14.3,12.8,8.6,9.6,36.0,19-20
2738,0.9,0.5,0.5,1.8,7.9,6.1,4.4,16.0,19-20
203460,0.3,0.9,0.0,1.4,5.1,2.0,3.6,11.7,19-20
203952,3.1,1.6,1.6,10.4,13.5,9.5,10.0,34.5,19-20
1629014,1.2,0.5,1.1,2.7,6.9,6.6,6.3,20.6,19-20
1627790,0.4,1.2,0.1,3.4,3.0,3.3,2.1,10.7,19-20
203076,4.1,3.4,3.2,12.6,12.8,8.3,12.6,33.0,19-20
201229,0.3,0.3,0.5,0.4,4.5,4.6,4.9,15.8,19-20
1628499,0.3,0.0,0.2,0.7,1.4,0.8,1.1,3.5,19-20
1628394,1.1,1.4,0.2,4.4,4.2,4.4,2.9,17.5,19-20
203382,1.0,1.5,0.5,5.7,8.1,6.0,5.7,21.8,19-20
203085,1.5,0.8,0.8,3.3,8.4,6.5,6.9,25.8,19-20
202340,1.7,0.5,1.7,2.6,9.2,6.2,10.1,24.4,19-20
