PLAYER_ID,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,SEASON
201985,0.9,0.5,0.4,4.29,4.57,3.98,14-15
201166,1.6,0.9,0.7,4.15,4.48,3.81,14-15
203932,1.3,0.7,0.6,4.46,4.95,4.02,14-15
203940,1.6,0.9,0.7,4.2,4.5,3.89,14-15
201143,2.0,1.1,1.0,4.01,4.29,3.74,14-15
2744,1.9,1.0,0.9,3.79,3.95,3.63,14-15
202329,1.4,0.7,0.7,4.56,4.91,4.22,14-15
101187,1.6,0.8,0.8,4.11,4.24,3.97,14-15
202692,2.3,1.3,1.1,4.24,4.49,3.97,14-15
203945,0.2,0.1,0.1,3.86,4.27,4.3,14-15
203458,1.5,0.8,0.7,4.11,4.46,3.78,14-15
203144,1.3,0.7,0.6,4.22,4.5,3.94,14-15
201582,0.9,0.5,0.4,3.97,4.22,3.71,14-15
203459,1.0,0.5,0.4,4.37,4.72,4.04,14-15
202087,0.9,0.5,0.4,4.42,4.63,4.22,14-15
2405,1.4,0.7,0.6,3.9,4.04,3.74,14-15
101161,1.8,0.9,0.9,4.08,4.18,3.98,14-15
2760,1.8,0.9,0.9,4.41,4.61,4.21,14-15
203958,0.4,0.2,0.2,4.15,4.21,3.5,14-15
203083,2.1,1.1,1.0,4.05,4.14,3.96,14-15
2738,1.9,1.0,0.9,4.17,4.6,3.78,14-15
1889,1.0,0.6,0.5,3.96,4.31,3.6,14-15
203460,1.5,0.8,0.7,4.66,4.9,4.43,14-15
200745,1.8,1.0,0.8,3.92,4.1,3.73,14-15
1905,0.4,0.2,0.2,4.58,4.78,4.03,14-15
101106,1.5,0.8,0.7,3.71,4.19,3.32,14-15
203094,0.8,0.5,0.4,4.13,4.52,3.75,14-15
203952,2.5,1.3,1.2,4.13,4.37,3.89,14-15
203461,1.1,0.6,0.5,4.21,4.54,3.88,14-15
