PLAYER_ID,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,SEASON
1630639,9.8,5.9,0.2,1.44,0.75,0.381,0.1,0.0,0.6,22-23
1631260,12.1,7.4,0.5,2.53,1.74,0.364,0.1,0.0,0.3,22-23
1631100,21.1,14.2,0.7,2.09,1.51,0.421,0.4,0.0,0.7,22-23
203932,42.5,23.9,2.1,2.95,2.1,0.384,1.8,2.2,6.7,22-23
1628988,20.5,8.0,1.4,4.21,3.87,0.191,0.1,0.0,0.4,22-23
1630174,36.1,20.8,1.0,1.68,0.81,0.28,0.4,0.0,1.1,22-23
1630598,20.9,13.0,0.7,1.9,1.25,0.327,0.5,0.0,2.1,22-23
1629678,19.3,9.6,0.6,1.83,0.91,0.217,0.6,0.0,1.1,22-23
201143,45.7,25.4,1.2,1.53,0.48,0.214,1.1,0.9,2.7,22-23
202692,34.6,21.2,1.7,3.03,2.34,0.374,0.3,0.3,0.4,22-23
1630197,41.7,22.7,1.1,1.6,0.75,0.195,1.6,0.0,3.1,22-23
1627936,42.1,17.3,1.8,2.6,1.84,0.134,0.7,0.0,1.3,22-23
203458,9.8,5.4,0.2,1.46,0.39,0.169,1.2,0.1,1.9,22-23
1628993,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,22-23
1631214,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,22-23
1630578,56.0,38.5,2.3,2.42,1.25,0.264,5.1,4.3,6.9,22-23
1629599,13.6,10.1,0.6,2.5,1.66,0.253,0.1,0.0,0.2,22-23
203083,17.2,10.5,0.4,1.42,0.48,0.346,1.6,0.4,4.4,22-23
2738,24.4,13.3,0.7,1.76,0.68,0.07,0.7,0.0,1.3,22-23
1629614,49.3,23.7,3.0,3.65,3.32,0.192,0.4,0.1,0.6,22-23
203952,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,22-23
1629014,67.4,32.3,5.4,4.78,4.18,0.312,0.3,0.0,0.6,22-23
203076,68.5,38.2,2.5,2.16,0.91,0.378,5.3,5.2,10.6,22-23
1630162,71.4,37.1,4.7,3.99,3.44,0.344,0.6,0.6,0.9,22-23
