PLAYER_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PIE,SEASON
201166,102.3,102.3,0.0,0.265,2.2,23.7,0.018,0.068,0.043,10.8,0.471,0.494,0.073,15-16
203932,103.2,104.6,-1.4,0.103,1.94,14.9,0.08,0.189,0.133,7.7,0.509,0.541,0.113,15-16
1626151,94.7,98.1,-3.4,0.033,0.5,6.5,0.045,0.112,0.08,12.9,0.342,0.371,0.013,15-16
203940,98.8,110.8,-12.0,0.093,0.81,13.0,0.044,0.198,0.121,16.1,0.397,0.422,0.039,15-16
201143,102.9,98.7,4.2,0.165,2.46,17.8,0.056,0.158,0.109,7.3,0.547,0.565,0.137,15-16
2744,103.2,100.7,2.5,0.114,2.06,10.7,0.05,0.216,0.133,5.2,0.485,0.507,0.124,15-16
202329,108.2,106.7,1.6,0.087,1.15,13.2,0.041,0.168,0.104,11.5,0.503,0.533,0.088,15-16
101187,104.5,96.3,8.2,0.112,7.0,17.5,0.005,0.131,0.068,2.5,0.458,0.495,0.067,15-16
1626210,107.7,108.4,-0.7,0.096,0.83,12.2,0.165,0.348,0.247,14.6,0.417,0.481,0.11,15-16
202692,101.8,101.4,0.5,0.14,1.24,12.4,0.019,0.121,0.069,10.0,0.458,0.52,0.099,15-16
203458,98.2,105.9,-7.7,0.087,0.67,9.9,0.091,0.223,0.156,14.9,0.424,0.482,0.091,15-16
1627293,92.7,94.6,-2.0,0.053,0.0,5.9,0.176,0.108,0.147,0.0,0.333,0.341,0.038,15-16
201582,98.8,101.4,-2.6,0.059,0.57,7.3,0.085,0.227,0.154,12.6,0.476,0.514,0.095,15-16
203459,106.5,105.5,1.0,0.072,1.55,11.2,0.012,0.086,0.049,7.2,0.541,0.572,0.075,15-16
202087,100.3,104.7,-4.4,0.063,1.31,17.5,0.035,0.111,0.073,13.4,0.551,0.572,0.053,15-16
2405,103.6,103.6,0.0,0.054,0.57,8.3,0.092,0.206,0.151,14.5,0.566,0.599,0.109,15-16
101161,106.9,102.3,4.6,0.11,1.47,19.3,0.092,0.173,0.132,13.1,0.596,0.602,0.103,15-16
2760,102.8,100.0,2.8,0.102,1.59,17.2,0.068,0.204,0.134,10.8,0.427,0.473,0.08,15-16
203083,105.9,103.6,2.4,0.042,0.43,4.3,0.135,0.309,0.217,10.0,0.522,0.499,0.14,15-16
2738,112.7,99.6,13.2,0.165,2.77,31.2,0.031,0.11,0.073,11.2,0.552,0.565,0.089,15-16
1889,109.7,107.0,2.8,0.276,2.35,35.8,0.031,0.087,0.061,15.2,0.566,0.6,0.096,15-16
203460,110.9,101.7,9.2,0.039,1.34,12.3,0.053,0.102,0.079,9.2,0.555,0.566,0.058,15-16
200745,95.6,110.2,-14.7,0.051,0.69,5.2,0.042,0.117,0.077,7.5,0.461,0.5,0.073,15-16
101106,112.0,97.9,14.1,0.145,1.95,29.6,0.086,0.229,0.163,15.2,0.629,0.623,0.106,15-16
202726,105.5,97.2,8.3,0.118,0.57,12.1,0.021,0.013,0.016,21.2,0.475,0.506,0.074,15-16
203094,100.6,97.8,2.8,0.05,0.61,6.2,0.041,0.191,0.118,10.2,0.537,0.567,0.119,15-16
203952,106.7,107.9,-1.3,0.098,0.9,8.7,0.039,0.066,0.053,9.6,0.481,0.543,0.094,15-16
203461,94.0,112.9,-19.0,0.0,0.0,0.0,0.059,0.262,0.139,11.4,0.352,0.446,0.063,15-16
1626148,100.3,102.6,-2.3,0.048,1.27,11.2,0.014,0.101,0.055,8.9,0.389,0.427,0.037,15-16
203076,103.7,107.8,-4.1,0.1,0.96,7.5,0.059,0.234,0.145,7.8,0.508,0.559,0.165,15-16
201627,110.9,105.6,5.3,0.037,1.41,6.2,0.011,0.054,0.033,4.4,0.527,0.543,0.057,15-16
201229,102.3,102.4,0.0,0.058,1.86,12.1,0.026,0.143,0.081,6.5,0.533,0.543,0.076,15-16
203462,101.7,110.6,-9.0,0.174,1.18,16.2,0.023,0.104,0.062,13.8,0.444,0.498,0.072,15-16
203382,101.0,104.4,-3.4,0.07,0.76,8.8,0.106,0.202,0.152,11.6,0.505,0.563,0.112,15-16
201167,104.0,107.4,-3.4,0.097,1.76,13.4,0.01,0.098,0.055,7.6,0.5,0.531,0.076,15-16
203085,98.7,102.8,-4.0,0.116,1.62,13.6,0.015,0.07,0.043,8.4,0.498,0.523,0.069,15-16
202340,108.5,103.9,4.6,0.095,1.45,11.8,0.018,0.065,0.041,8.1,0.52,0.538,0.082,15-16
1626253,108.2,110.4,-2.2,0.068,2.5,15.3,0.028,0.076,0.053,6.1,0.45,0.49,0.029,15-16
203463,105.8,104.6,1.2,0.076,0.8,11.7,0.023,0.076,0.05,14.6,0.502,0.531,0.048,15-16
2757,100.0,101.7,-1.7,0.256,2.19,30.9,0.012,0.091,0.052,14.1,0.472,0.496,0.077,15-16
202687,104.4,101.3,3.1,0.025,0.41,5.9,0.1,0.249,0.176,14.5,0.542,0.586,0.105,15-16
201933,108.6,101.3,7.3,0.258,2.05,18.0,0.044,0.196,0.122,8.8,0.504,0.544,0.171,15-16
1626246,106.8,102.3,4.5,0.072,0.72,7.7,0.154,0.246,0.201,10.6,0.603,0.662,0.181,15-16
1626171,100.4,108.0,-7.6,0.076,0.96,9.1,0.101,0.186,0.142,9.4,0.445,0.469,0.093,15-16
202711,100.8,109.9,-9.2,0.073,0.86,9.7,0.017,0.105,0.061,11.3,0.519,0.55,0.072,15-16
2564,106.6,96.4,10.2,0.182,1.81,25.6,0.045,0.124,0.086,14.1,0.56,0.582,0.099,15-16
203078,104.8,105.0,-0.2,0.153,1.45,14.2,0.024,0.088,0.055,9.8,0.515,0.547,0.099,15-16
201148,100.0,111.1,-11.1,0.05,0.6,7.7,0.066,0.134,0.1,12.8,0.673,0.663,0.106,15-16
1626183,91.5,121.1,-29.5,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.4,0.46,0.03,15-16
101138,105.3,106.2,-0.9,0.088,1.76,14.9,0.074,0.136,0.104,8.4,0.549,0.619,0.105,15-16
201943,103.2,102.9,0.3,0.298,2.98,30.1,0.017,0.092,0.053,10.1,0.452,0.491,0.095,15-16
202688,102.0,107.4,-5.5,0.234,1.49,18.6,0.018,0.09,0.053,12.5,0.482,0.522,0.101,15-16
201575,107.8,108.7,-0.9,0.072,1.73,15.7,0.021,0.14,0.084,9.1,0.552,0.56,0.071,15-16
203148,98.8,105.7,-7.0,0.205,2.35,20.8,0.012,0.075,0.042,8.8,0.494,0.552,0.097,15-16
1627362,97.9,119.2,-21.2,0.175,2.33,29.6,0.037,0.115,0.068,12.7,0.359,0.38,0.059,15-16
201572,103.4,105.8,-2.4,0.106,0.83,8.9,0.086,0.153,0.12,10.6,0.512,0.562,0.127,15-16
203998,85.7,98.9,-13.1,0.033,0.25,5.9,0.02,0.021,0.02,23.5,0.125,0.125,-0.056,15-16
203955,98.7,129.1,-30.4,0.136,0.6,16.7,0.0,0.0,0.0,27.8,0.4,0.4,0.007,15-16
1626214,100.0,106.8,-6.8,0.076,1.36,14.3,0.025,0.157,0.084,10.5,0.493,0.505,0.07,15-16
201228,104.3,107.8,-3.5,0.18,3.52,33.1,0.015,0.084,0.05,9.4,0.394,0.461,0.059,15-16
203912,102.0,95.7,6.3,0.09,5.0,12.0,0.006,0.057,0.034,2.4,0.462,0.491,0.072,15-16
203468,107.5,104.9,2.6,0.211,1.74,16.5,0.016,0.075,0.045,9.5,0.517,0.544,0.112,15-16
101139,102.7,102.5,0.2,0.069,0.9,7.7,0.017,0.099,0.058,8.5,0.521,0.547,0.082,15-16
203946,92.3,94.6,-2.3,0.091,1.5,11.1,0.034,0.203,0.12,7.4,0.338,0.391,0.052,15-16
1626166,104.1,105.9,-1.8,0.241,2.45,24.5,0.012,0.108,0.059,10.0,0.475,0.49,0.089,15-16
201171,102.3,111.6,-9.3,0.102,1.45,9.3,0.081,0.178,0.127,6.4,0.568,0.605,0.133,15-16
2546,106.5,107.4,-0.9,0.209,1.7,15.3,0.039,0.173,0.107,9.0,0.474,0.53,0.143,15-16
2406,93.1,106.2,-13.1,0.099,3.33,13.0,0.025,0.098,0.059,3.9,0.449,0.49,0.075,15-16
202718,105.3,105.0,0.3,0.158,1.78,17.4,0.017,0.141,0.08,9.8,0.571,0.589,0.115,15-16
101112,106.8,102.0,4.8,0.086,1.65,14.9,0.03,0.172,0.1,9.0,0.569,0.586,0.088,15-16
101111,97.2,105.2,-8.0,0.063,0.77,6.1,0.032,0.193,0.108,7.9,0.454,0.473,0.084,15-16
201978,101.9,102.1,-0.3,0.098,1.45,17.3,0.043,0.115,0.078,11.9,0.485,0.514,0.074,15-16
2365,101.1,111.3,-10.1,0.045,1.33,10.9,0.088,0.175,0.129,8.2,0.556,0.598,0.095,15-16
