PLAYER_ID,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_AST,DRIVE_TOV,SEASON
201166,6.2,1.3,3.1,0.431,0.2,0.3,2.9,0.475,1.9,0.5,0.4,15-16
203932,2.2,0.5,1.1,0.412,0.3,0.4,1.2,0.578,0.5,0.1,0.2,15-16
1626151,0.5,0.0,0.1,0.5,0.1,0.3,0.2,0.455,0.1,0.0,0.1,15-16
203940,0.8,0.1,0.4,0.35,0.1,0.1,0.3,0.409,0.2,0.0,0.1,15-16
201143,2.1,0.5,0.9,0.535,0.2,0.3,1.2,0.563,0.8,0.2,0.1,15-16
2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-16
202329,3.5,0.5,1.3,0.358,0.5,0.6,1.5,0.412,1.3,0.4,0.2,15-16
101187,1.9,0.3,0.8,0.364,0.3,0.3,0.9,0.48,0.5,0.3,0.1,15-16
1626210,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-16
202692,8.0,1.7,3.8,0.462,1.8,2.5,5.4,0.669,1.9,0.4,0.6,15-16
203458,0.6,0.1,0.3,0.391,0.1,0.1,0.3,0.543,0.1,0.0,0.0,15-16
1627293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-16
201582,0.5,0.1,0.3,0.368,0.0,0.0,0.3,0.63,0.1,0.0,0.1,15-16
203459,1.8,0.4,0.8,0.433,0.1,0.1,0.9,0.497,0.5,0.2,0.1,15-16
202087,1.5,0.3,0.6,0.561,0.2,0.3,0.8,0.547,0.5,0.1,0.2,15-16
2405,0.3,0.0,0.0,1.0,0.0,0.0,0.1,0.267,0.2,0.1,0.0,15-16
101161,0.7,0.2,0.4,0.5,0.1,0.1,0.4,0.654,0.1,0.0,0.1,15-16
2760,0.4,0.1,0.1,0.571,0.1,0.1,0.2,0.478,0.2,0.0,0.1,15-16
203083,0.9,0.2,0.6,0.37,0.1,0.3,0.6,0.592,0.1,0.0,0.1,15-16
2738,1.7,0.3,0.5,0.543,0.1,0.2,0.7,0.416,0.8,0.2,0.1,15-16
1889,2.9,0.6,1.2,0.511,0.2,0.3,1.4,0.487,0.8,0.5,0.2,15-16
203460,0.6,0.1,0.3,0.211,0.0,0.1,0.2,0.244,0.2,0.1,0.1,15-16
200745,1.0,0.3,0.6,0.448,0.2,0.3,0.8,0.864,0.1,0.0,0.0,15-16
101106,0.1,0.0,0.0,0.333,0.0,0.1,0.1,0.5,0.0,0.0,0.0,15-16
202726,1.4,0.6,1.0,0.625,0.0,0.0,1.3,0.909,0.3,0.0,0.1,15-16
203094,1.1,0.3,0.5,0.633,0.2,0.3,0.9,0.852,0.2,0.1,0.2,15-16
203952,7.5,1.7,3.5,0.491,1.6,2.0,5.2,0.69,1.9,0.4,0.6,15-16
203461,0.3,0.1,0.2,0.333,0.0,0.0,0.1,0.4,0.1,0.0,0.0,15-16
1626148,1.1,0.1,0.5,0.286,0.2,0.3,0.6,0.516,0.3,0.0,0.1,15-16
203076,2.6,0.7,1.6,0.44,0.4,0.5,2.0,0.763,0.5,0.0,0.1,15-16
201627,1.0,0.2,0.6,0.349,0.1,0.1,0.5,0.544,0.2,0.0,0.1,15-16
201229,0.5,0.1,0.2,0.571,0.1,0.1,0.3,0.538,0.2,0.0,0.1,15-16
203462,5.9,1.1,2.7,0.416,0.9,1.3,3.2,0.554,1.6,0.4,0.5,15-16
203382,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.833,0.0,0.0,0.0,15-16
201167,3.2,0.6,1.5,0.415,0.2,0.3,1.6,0.496,1.0,0.4,0.1,15-16
203085,5.3,1.2,2.5,0.485,0.5,0.7,3.1,0.575,1.7,0.4,0.2,15-16
202340,1.8,0.5,1.1,0.488,0.2,0.3,1.3,0.713,0.3,0.1,0.1,15-16
1626253,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.167,0.1,0.0,0.0,15-16
203463,2.7,0.4,1.1,0.366,0.3,0.4,1.1,0.404,0.9,0.3,0.3,15-16
2757,4.5,0.7,1.3,0.561,0.1,0.1,1.6,0.35,2.2,0.5,0.2,15-16
202687,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,15-16
201933,3.5,0.9,1.6,0.554,0.6,0.9,2.4,0.697,1.0,0.3,0.1,15-16
1626246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-16
1626171,0.8,0.1,0.5,0.281,0.0,0.0,0.3,0.4,0.2,0.0,0.1,15-16
202711,3.6,0.7,1.8,0.39,0.3,0.4,1.8,0.496,1.0,0.2,0.3,15-16
2564,1.9,0.4,0.7,0.518,0.1,0.2,0.9,0.503,0.5,0.3,0.2,15-16
203078,7.4,1.9,3.6,0.518,0.6,0.8,4.5,0.612,2.2,0.6,0.4,15-16
201148,0.4,0.3,0.3,0.75,0.0,0.0,0.5,1.2,0.0,0.0,0.1,15-16
1626183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-16
101138,0.5,0.1,0.3,0.353,0.1,0.1,0.3,0.567,0.1,0.0,0.0,15-16
201943,4.3,0.5,1.4,0.364,0.5,0.5,1.5,0.353,1.9,0.4,0.2,15-16
202688,9.6,1.8,4.0,0.44,0.9,1.2,4.6,0.478,3.2,0.9,0.7,15-16
201575,0.8,0.2,0.4,0.379,0.1,0.1,0.4,0.475,0.2,0.0,0.1,15-16
203148,2.1,0.3,0.8,0.381,0.3,0.3,1.0,0.476,0.7,0.2,0.2,15-16
1627362,5.3,0.9,2.4,0.353,0.0,0.0,1.7,0.324,1.7,0.4,0.6,15-16
201572,2.1,0.7,1.3,0.495,0.5,0.6,1.9,0.877,0.2,0.1,0.2,15-16
203998,1.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,15-16
203955,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,15-16
1626214,2.1,0.3,0.7,0.4,0.2,0.6,0.9,0.4,0.7,0.2,0.1,15-16
201228,2.4,0.3,0.8,0.44,0.2,0.2,0.9,0.367,1.1,0.2,0.1,15-16
203912,0.9,0.0,0.4,0.111,0.0,0.0,0.1,0.095,0.4,0.1,0.0,15-16
203468,11.3,2.4,5.4,0.444,0.8,0.9,5.7,0.503,3.5,0.9,0.7,15-16
101139,2.2,0.5,1.2,0.421,0.4,0.5,1.4,0.655,0.5,0.1,0.1,15-16
203946,0.5,0.1,0.3,0.4,0.2,0.2,0.4,0.889,0.1,0.0,0.1,15-16
1626166,3.7,0.6,1.4,0.432,0.2,0.2,1.4,0.386,1.5,0.5,0.2,15-16
201171,0.4,0.1,0.2,0.286,0.2,0.2,0.3,0.667,0.1,0.0,0.0,15-16
2546,3.2,0.8,1.7,0.475,0.8,0.9,2.5,0.766,0.6,0.3,0.2,15-16
2406,0.4,0.1,0.3,0.4,0.0,0.0,0.3,0.667,0.1,0.0,0.0,15-16
202718,6.8,1.5,2.9,0.523,0.5,0.8,3.6,0.529,2.4,0.6,0.4,15-16
101112,0.4,0.0,0.2,0.273,0.0,0.1,0.1,0.286,0.2,0.0,0.0,15-16
101111,1.5,0.4,1.0,0.424,0.0,0.0,0.8,0.553,0.3,0.1,0.1,15-16
201978,1.1,0.2,0.5,0.394,0.3,0.3,0.7,0.597,0.3,0.0,0.1,15-16
2365,0.3,0.1,0.1,1.0,0.0,0.0,0.1,0.5,0.2,0.0,0.0,15-16
2547,4.4,1.2,2.2,0.525,1.6,1.8,4.0,0.906,0.6,0.3,0.2,15-16
203142,0.7,0.2,0.3,0.5,0.1,0.2,0.5,0.706,0.1,0.1,0.1,15-16
203187,1.2,0.1,0.5,0.242,0.1,0.1,0.3,0.289,0.3,0.2,0.1,15-16
2549,0.2,0.1,0.1,1.0,0.0,0.0,0.3,1.333,0.1,0.0,0.0,15-16
1626191,0.5,0.1,0.3,0.286,0.1,0.2,0.3,0.545,0.0,0.1,0.0,15-16
101108,11.0,2.2,4.5,0.483,0.7,0.9,5.2,0.469,3.7,1.5,0.6,15-16
1626174,0.1,0.1,0.1,1.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,15-16
101236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-16
203921,0.6,0.1,0.1,0.5,0.1,0.1,0.2,0.4,0.3,0.0,0.1,15-16
1626146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-16
