PLAYER_ID,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,SEASON
203932,2.0,1.1,0.9,4.06,4.4,3.71,20-21
1628988,1.4,0.7,0.7,4.32,4.7,3.98,20-21
1630174,1.1,0.6,0.5,4.34,4.53,4.15,20-21
1627846,1.1,0.6,0.5,4.41,4.75,4.1,20-21
1629690,0.3,0.2,0.1,4.13,4.48,3.99,20-21
201143,1.9,1.1,0.9,3.89,4.2,3.57,20-21
202329,1.4,0.8,0.6,4.34,4.76,3.91,20-21
202692,1.8,1.0,0.9,4.09,4.23,3.95,20-21
1630197,1.8,1.0,0.8,4.36,4.87,3.86,20-21
1629346,0.4,0.2,0.2,4.32,4.38,4.12,20-21
1627936,1.6,0.9,0.8,4.29,4.51,4.08,20-21
203458,1.2,0.6,0.5,4.31,4.71,3.94,20-21
1628035,0.5,0.3,0.2,4.45,4.51,4.39,20-21
1628993,0.9,0.5,0.4,4.57,4.9,4.24,20-21
1628578,0.5,0.2,0.2,4.35,5.09,3.76,20-21
1629599,0.6,0.3,0.3,4.01,4.13,3.88,20-21
2760,0.5,0.3,0.3,4.19,4.44,4.23,20-21
203083,1.9,1.0,0.9,3.89,3.98,3.79,20-21
2738,1.6,0.8,0.7,4.13,4.41,3.85,20-21
203460,1.0,0.5,0.5,4.53,4.89,4.19,20-21
203952,2.4,1.3,1.2,4.17,4.56,3.81,20-21
1629014,1.3,0.7,0.6,4.33,4.57,4.08,20-21
203076,2.1,1.1,1.0,3.67,3.75,3.61,20-21
1630162,2.3,1.3,1.1,4.04,4.37,3.7,20-21
1630264,0.6,0.4,0.3,4.39,4.94,3.88,20-21
1630237,1.3,0.7,0.6,4.39,4.79,3.99,20-21
201229,0.7,0.4,0.3,4.14,4.51,3.77,20-21
1628394,0.5,0.3,0.2,4.44,4.3,4.68,20-21
1629717,1.9,1.1,0.9,4.2,4.64,3.76,20-21
203382,1.3,0.7,0.6,4.05,4.23,3.87,20-21
1630204,0.2,0.1,0.1,5.27,5.36,5.19,20-21
203085,1.7,0.9,0.8,4.04,4.2,3.87,20-21
202340,1.7,0.9,0.8,4.27,4.44,4.11,20-21
1626253,0.6,0.3,0.3,4.55,5.2,4.18,20-21
1628389,2.4,1.2,1.1,4.0,4.23,3.78,20-21
203463,1.3,0.7,0.6,4.47,4.68,4.25,20-21
1627732,2.4,1.3,1.1,4.12,4.47,3.77,20-21
202687,1.5,0.8,0.7,4.11,4.38,3.84,20-21
201933,1.7,0.9,0.7,3.69,3.94,3.42,20-21
1626246,0.6,0.3,0.3,3.98,4.15,3.81,20-21
1626171,1.6,0.8,0.7,4.21,4.55,3.89,20-21
203992,2.2,1.3,1.0,4.27,4.66,3.86,20-21
202711,2.3,1.2,1.0,4.17,4.52,3.82,20-21
1629626,0.4,0.2,0.2,4.29,4.33,4.23,20-21
202954,1.3,0.7,0.6,4.17,4.61,3.75,20-21
203078,2.6,1.4,1.2,4.18,4.59,3.8,20-21
1629634,1.8,1.0,0.9,4.37,4.7,4.05,20-21
1629164,1.0,0.5,0.5,4.28,4.52,4.03,20-21
1627742,2.5,1.4,1.1,4.16,4.65,3.68,20-21
1628968,0.2,0.1,0.1,4.66,5.69,3.85,20-21
1630271,0.9,0.5,0.4,4.23,4.37,4.11,20-21
201572,1.9,1.0,0.9,3.96,4.33,3.62,20-21
1628971,1.7,0.9,0.8,4.3,4.62,4.0,20-21
203998,0.5,0.3,0.2,4.36,4.83,3.66,20-21
1628981,0.5,0.3,0.2,4.15,4.37,3.92,20-21
1627854,1.5,0.8,0.7,4.34,4.82,3.88,20-21
1627741,2.6,1.4,1.2,4.27,4.58,3.97,20-21
1629604,0.5,0.3,0.2,4.38,4.66,4.08,20-21
203468,2.6,1.4,1.1,4.26,4.72,3.8,20-21
1628997,1.3,0.7,0.6,4.57,4.99,4.18,20-21
1629629,2.2,1.2,1.1,4.35,4.59,4.09,20-21
1629244,0.6,0.4,0.3,4.39,4.87,3.88,20-21
1629661,1.8,1.0,0.8,4.39,4.8,3.95,20-21
1628419,1.6,0.8,0.7,4.07,4.5,3.66,20-21
1626166,1.4,0.7,0.6,4.28,4.66,3.89,20-21
1627747,2.4,1.3,1.1,4.19,4.75,3.67,20-21
2546,1.6,0.8,0.7,3.61,3.75,3.46,20-21
1629035,0.7,0.3,0.3,4.2,4.45,3.96,20-21
1630199,0.3,0.2,0.1,4.5,5.09,3.95,20-21
1630216,0.3,0.2,0.1,4.34,4.89,3.81,20-21
1626224,1.9,1.0,0.9,4.2,4.5,3.88,20-21
1628990,1.1,0.6,0.5,4.48,4.86,4.11,20-21
1629718,1.2,0.7,0.6,4.71,5.15,4.29,20-21
1626184,1.6,0.9,0.7,4.34,4.77,3.89,20-21
1629002,1.0,0.5,0.5,4.18,4.48,3.88,20-21
1628449,1.8,1.0,0.9,4.26,4.55,3.96,20-21
1629185,0.8,0.4,0.4,4.16,4.63,3.78,20-21
101108,2.1,1.2,0.9,3.73,4.19,3.27,20-21
1629735,0.5,0.3,0.2,4.52,4.72,4.32,20-21
1626174,2.2,1.2,1.1,3.94,4.16,3.7,20-21
1629643,1.9,1.0,0.9,4.31,4.6,4.01,20-21
203991,2.2,1.2,1.0,4.09,4.33,3.85,20-21
1629632,2.3,1.3,1.1,4.23,4.57,3.89,20-21
1628998,1.3,0.7,0.6,4.55,4.83,4.28,20-21
203469,1.6,0.9,0.7,4.33,4.77,3.9,20-21
1630175,2.2,1.2,0.9,4.5,4.93,4.05,20-21
1629012,2.6,1.5,1.1,4.1,4.51,3.67,20-21
202709,1.8,0.9,0.8,4.42,4.73,4.11,20-21
1626245,0.3,0.2,0.2,4.11,4.35,3.86,20-21
1626156,2.0,1.1,0.9,4.02,4.48,3.58,20-21
201571,1.4,0.8,0.6,4.11,4.55,3.66,20-21
1628391,0.9,0.5,0.4,4.31,4.59,4.04,20-21
1629610,1.2,0.6,0.6,4.28,4.7,3.9,20-21
1629751,1.2,0.7,0.5,4.44,4.88,3.97,20-21
1627745,1.0,0.5,0.5,4.21,4.35,4.06,20-21
203081,2.5,1.4,1.1,3.94,4.34,3.51,20-21
1627814,1.5,0.8,0.7,4.58,5.09,4.1,20-21
1628422,1.4,0.8,0.6,4.17,4.44,3.88,20-21
1629655,1.1,0.6,0.5,4.33,4.68,4.0,20-21
1630187,0.3,0.2,0.2,4.0,4.07,3.92,20-21
1628464,1.8,1.0,0.8,4.13,4.39,3.85,20-21
201568,1.7,0.9,0.7,3.87,4.21,3.52,20-21
201980,2.2,1.2,1.1,4.49,4.67,4.32,20-21
203957,1.3,0.7,0.6,4.44,4.63,4.24,20-21
1627863,2.0,1.1,0.9,4.32,4.62,4.0,20-21
203967,1.3,0.7,0.6,4.11,4.41,3.8,20-21
1629647,2.4,1.3,1.1,4.3,4.69,3.9,20-21
1629636,2.6,1.4,1.2,4.39,4.77,3.99,20-21
203121,0.8,0.4,0.4,3.93,4.24,3.59,20-21
1628021,1.7,0.9,0.8,4.33,4.56,4.1,20-21
202722,1.9,1.0,0.9,4.21,4.82,3.66,20-21
1628368,2.6,1.4,1.2,4.16,4.57,3.75,20-21
1629631,2.2,1.2,1.0,4.16,4.51,3.78,20-21
1629001,1.5,0.8,0.7,4.3,4.65,3.98,20-21
201599,1.4,0.8,0.7,3.69,4.01,3.37,20-21
1627761,1.5,0.8,0.7,4.26,4.59,3.94,20-21
201942,2.4,1.3,1.1,4.05,4.41,3.69,20-21
