PLAYER_ID,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,SEASON
203932,2.3,1.8,2.1,8.2,11.4,7.2,8.1,33.9,21-22
1630565,0.0,0.0,0.0,0.3,1.7,1.5,1.2,3.0,21-22
1628988,1.2,0.5,0.7,3.1,5.0,4.2,3.8,15.1,21-22
1630174,0.6,0.4,0.5,1.3,4.2,3.1,2.8,9.8,21-22
1630598,1.2,1.2,1.3,4.4,7.5,7.2,5.8,23.5,21-22
1627846,0.3,0.4,0.5,1.1,4.0,2.6,2.5,9.9,21-22
1630278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21-22
1629678,0.5,0.2,0.3,1.3,4.6,3.7,3.0,11.9,21-22
1629958,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21-22
201143,1.5,1.5,0.6,4.5,8.1,6.8,6.4,23.8,21-22
202692,1.7,1.2,0.8,2.4,8.6,7.0,6.6,26.0,21-22
1630758,0.4,0.0,0.4,1.6,6.4,7.8,2.0,16.0,21-22
1630197,1.4,1.2,1.3,3.8,6.8,5.3,4.0,18.0,21-22
1627936,1.6,0.8,0.7,2.6,8.0,6.7,5.4,25.6,21-22
203458,0.7,1.3,0.4,4.4,5.1,5.6,4.9,17.2,21-22
1628035,0.8,0.6,0.8,1.5,3.5,3.2,2.8,15.1,21-22
1628993,0.3,0.9,0.4,1.5,2.7,2.5,1.8,8.5,21-22
1630578,1.3,1.9,0.5,6.0,9.4,6.5,7.6,23.4,21-22
1629599,1.5,0.9,1.6,3.0,7.5,7.6,6.9,24.1,21-22
203083,1.2,2.6,0.6,6.7,6.9,5.8,6.0,19.0,21-22
2738,0.7,0.3,0.5,1.7,5.6,5.5,4.5,16.3,21-22
203952,2.4,1.9,1.8,6.9,10.8,8.4,8.3,29.5,21-22
1629014,2.4,1.1,1.5,4.0,9.4,7.6,8.3,28.8,21-22
203076,3.7,3.4,2.2,14.3,13.4,9.0,11.6,36.6,21-22
1630162,4.3,1.7,3.5,8.3,11.4,9.9,10.4,33.4,21-22
1630264,0.6,0.7,0.2,2.2,3.1,2.7,2.5,9.5,21-22
1630237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21-22
1629717,0.8,0.6,0.4,0.8,5.6,4.4,4.5,15.7,21-22
1629083,0.0,0.0,0.0,0.0,1.0,2.5,0.0,5.0,21-22
