PLAYER_ID,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,SEASON
203932,0.647,0.353,0.557,0.078,0.286,0.102,0.157,0.133,0.479,0.494,0.506,0.831,0.169,0.58,0.42,20-21
1628988,0.583,0.417,0.434,0.076,0.423,0.185,0.143,0.16,0.358,0.456,0.544,0.925,0.075,0.641,0.359,20-21
1630174,0.393,0.607,0.349,0.046,0.55,0.083,0.101,0.147,0.303,0.447,0.553,1.0,0.0,0.731,0.269,20-21
1627846,0.629,0.371,0.488,0.0,0.338,0.119,0.174,0.131,0.488,0.718,0.282,1.0,0.0,0.807,0.193,20-21
1629690,0.474,0.526,0.8,0.0,0.2,0.4,0.0,0.333,0.8,0.333,0.667,1.0,0.0,0.429,0.571,20-21
201143,0.578,0.422,0.533,0.121,0.422,0.025,0.045,0.128,0.412,0.566,0.434,0.929,0.071,0.691,0.309,20-21
202329,0.626,0.374,0.588,0.118,0.235,0.108,0.177,0.098,0.471,0.467,0.533,0.875,0.125,0.553,0.447,20-21
202692,0.508,0.492,0.347,0.109,0.491,0.05,0.162,0.135,0.238,0.426,0.574,0.686,0.314,0.552,0.448,20-21
1630197,0.493,0.507,0.441,0.125,0.474,0.074,0.085,0.112,0.316,0.432,0.568,0.914,0.086,0.633,0.367,20-21
1629346,0.63,0.37,0.5,0.0,0.429,0.0,0.071,0.071,0.5,0.429,0.571,1.0,0.0,0.636,0.364,20-21
1627936,0.551,0.449,0.422,0.043,0.446,0.173,0.132,0.162,0.378,0.487,0.513,0.927,0.073,0.669,0.331,20-21
203458,0.91,0.09,0.771,0.009,0.057,0.071,0.172,0.142,0.761,0.755,0.245,1.0,0.0,0.766,0.234,20-21
1628035,0.581,0.419,0.525,0.049,0.393,0.049,0.082,0.238,0.475,0.594,0.406,0.938,0.063,0.708,0.292,20-21
1628993,0.912,0.088,0.83,0.043,0.032,0.16,0.138,0.16,0.787,0.615,0.385,1.0,0.0,0.625,0.375,20-21
1628578,1.0,0.0,0.769,0.0,0.0,0.308,0.231,0.0,0.769,0.8,0.2,0.0,0.0,0.8,0.2,20-21
1629599,0.456,0.544,0.314,0.029,0.493,0.129,0.193,0.157,0.286,0.636,0.364,0.87,0.13,0.756,0.244,20-21
2760,0.938,0.063,0.615,0.308,0.0,0.0,0.385,0.0,0.308,0.75,0.25,0.0,0.0,0.75,0.25,20-21
203083,0.986,0.014,0.821,0.0,0.0,0.074,0.179,0.167,0.821,0.571,0.429,0.0,0.0,0.571,0.429,20-21
2738,0.266,0.734,0.255,0.022,0.655,0.062,0.09,0.153,0.233,0.8,0.2,0.933,0.067,0.884,0.116,20-21
203460,0.429,0.571,0.333,0.0,0.5,0.0,0.167,0.167,0.333,0.0,1.0,1.0,0.0,0.5,0.5,20-21
203952,0.652,0.348,0.553,0.115,0.318,0.123,0.129,0.158,0.438,0.479,0.521,0.829,0.171,0.576,0.424,20-21
1629014,0.297,0.703,0.191,0.068,0.717,0.088,0.092,0.08,0.124,0.125,0.875,0.683,0.317,0.524,0.476,20-21
203076,0.837,0.163,0.7,0.163,0.099,0.084,0.201,0.127,0.537,0.575,0.425,0.962,0.038,0.608,0.392,20-21
1630162,0.571,0.429,0.48,0.045,0.369,0.111,0.151,0.155,0.435,0.392,0.608,0.632,0.368,0.473,0.527,20-21
1630264,0.6,0.4,0.575,0.0,0.263,0.025,0.162,0.15,0.575,0.783,0.217,0.857,0.143,0.8,0.2,20-21
1630237,0.398,0.602,0.346,0.0,0.519,0.053,0.135,0.053,0.346,0.522,0.478,1.0,0.0,0.761,0.239,20-21
201229,0.176,0.824,0.0,0.0,0.706,0.0,0.294,0.294,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20-21
1628394,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-21
1629717,0.182,0.818,0.161,0.009,0.807,0.076,0.032,0.157,0.152,0.722,0.278,0.85,0.15,0.821,0.179,20-21
203382,0.661,0.339,0.66,0.068,0.25,0.028,0.09,0.123,0.593,0.738,0.262,1.0,0.0,0.791,0.209,20-21
1630204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-21
203085,0.392,0.608,0.344,0.035,0.579,0.098,0.077,0.221,0.309,0.286,0.714,0.764,0.236,0.538,0.462,20-21
202340,0.409,0.591,0.358,0.058,0.572,0.104,0.07,0.127,0.301,0.71,0.29,0.939,0.061,0.828,0.172,20-21
1626253,0.818,0.182,0.429,0.0,0.214,0.143,0.357,0.357,0.429,1.0,0.0,0.0,1.0,0.75,0.25,20-21
1628389,0.99,0.01,0.759,0.12,0.005,0.063,0.236,0.15,0.638,0.656,0.344,1.0,0.0,0.658,0.342,20-21
203463,0.233,0.767,0.187,0.044,0.717,0.138,0.096,0.175,0.143,0.816,0.184,0.959,0.041,0.919,0.081,20-21
1627732,0.983,0.017,0.777,0.017,0.011,0.229,0.212,0.191,0.76,0.407,0.593,1.0,0.0,0.412,0.588,20-21
202687,0.996,0.004,0.858,0.0,0.0,0.073,0.142,0.172,0.858,0.873,0.127,0.0,0.0,0.873,0.127,20-21
201933,0.501,0.499,0.412,0.016,0.416,0.03,0.172,0.123,0.396,0.5,0.5,0.757,0.243,0.603,0.397,20-21
