PLAYER_ID,PASSES_MADE,PASSES_RECEIVED,SECONDARY_AST,POTENTIAL_AST,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,SEASON
203932,36.0,32.2,0.4,6.6,4.1,0.102,0.113,18-19
1628988,15.6,20.3,0.3,3.1,2.1,0.112,0.136,18-19
1627846,5.7,6.7,0.1,0.7,0.4,0.058,0.067,18-19
201143,42.9,39.2,0.5,7.5,4.8,0.097,0.112,18-19
202329,25.9,16.2,0.2,2.2,1.5,0.05,0.059,18-19
1626210,9.2,6.0,0.0,1.2,0.6,0.065,0.065,18-19
202692,25.2,25.2,0.3,3.4,2.3,0.079,0.093,18-19
203518,10.1,13.0,0.0,1.3,0.7,0.064,0.067,18-19
1627936,29.0,31.1,0.4,5.2,3.7,0.106,0.128,18-19
203458,25.8,21.7,0.1,2.1,1.2,0.043,0.048,18-19
1627816,21.5,14.2,0.0,1.4,0.9,0.038,0.04,18-19
1628035,13.0,9.4,0.1,0.7,0.5,0.033,0.037,18-19
1628993,4.5,2.2,0.1,0.1,0.1,0.016,0.032,18-19
203459,21.2,23.0,0.2,2.0,1.3,0.05,0.06,18-19
1629019,21.2,27.8,0.2,3.7,2.1,0.087,0.101,18-19
1628518,5.6,3.6,0.0,0.5,0.3,0.045,0.045,18-19
101161,16.1,12.0,0.0,1.6,1.2,0.073,0.076,18-19
203083,35.3,26.5,0.1,2.5,1.6,0.04,0.044,18-19
2738,31.3,26.9,0.3,5.6,3.6,0.101,0.115,18-19
201281,3.3,4.5,0.3,0.0,0.3,0.0,0.077,18-19
101106,17.7,10.2,0.3,1.7,1.4,0.056,0.077,18-19
1626150,18.0,19.9,0.1,3.1,1.6,0.078,0.092,18-19
203952,26.0,35.2,0.4,4.8,2.9,0.097,0.113,18-19
1629014,7.8,10.6,0.1,0.6,0.7,0.083,0.09,18-19
1629116,6.5,5.5,0.0,0.0,0.0,0.0,0.0,18-19
1627790,14.9,13.1,0.0,1.4,1.0,0.06,0.068,18-19
203076,48.6,46.0,0.4,6.0,4.4,0.08,0.09,18-19
201229,17.0,12.3,0.1,1.1,0.8,0.042,0.046,18-19
1628469,7.5,13.5,0.1,1.4,0.8,0.098,0.109,18-19
203382,17.9,14.1,0.1,1.9,1.3,0.062,0.073,18-19
203085,24.3,27.4,0.3,4.2,2.5,0.091,0.104,18-19
202340,22.7,28.8,0.3,3.9,2.9,0.106,0.127,18-19
1629168,3.0,3.4,0.1,0.0,0.1,0.0,0.048,18-19
1628389,25.2,21.8,0.2,4.2,2.5,0.089,0.1,18-19
203463,7.6,6.9,0.1,0.4,0.3,0.028,0.034,18-19
1627732,66.5,68.7,0.7,15.5,8.9,0.116,0.133,18-19
1628656,17.0,23.8,0.5,3.8,2.3,0.103,0.132,18-19
202687,20.5,11.6,0.0,1.2,0.7,0.03,0.036,18-19
201933,61.0,61.6,0.7,11.0,6.1,0.088,0.1,18-19
1626246,15.2,12.5,0.0,1.4,1.0,0.061,0.067,18-19
1626171,34.6,29.0,0.2,2.8,1.7,0.042,0.05,18-19
203992,37.6,40.2,0.6,6.9,4.5,0.101,0.119,18-19
202711,25.1,31.4,0.4,3.5,2.4,0.079,0.097,18-19
1629045,11.3,8.0,0.0,0.8,0.4,0.033,0.033,18-19
202954,15.3,16.8,0.2,2.9,1.8,0.102,0.117,18-19
203078,47.3,56.7,1.0,10.5,6.7,0.116,0.142,18-19
1629164,5.1,6.8,0.1,1.1,1.0,0.171,0.195,18-19
1627742,39.0,44.0,0.6,6.4,3.8,0.076,0.096,18-19
202688,23.1,25.8,0.2,3.5,2.2,0.079,0.093,18-19
1629102,7.5,10.6,0.1,1.0,0.8,0.095,0.105,18-19
201572,24.4,25.0,0.1,1.9,1.4,0.049,0.056,18-19
1628971,17.7,15.8,0.3,2.8,1.5,0.07,0.086,18-19
203998,23.6,18.8,0.1,2.2,1.6,0.062,0.066,18-19
1627854,25.7,30.4,0.3,3.2,2.4,0.083,0.095,18-19
1627741,35.0,39.9,0.5,4.6,3.1,0.071,0.088,18-19
203710,7.3,8.2,0.1,1.5,0.9,0.11,0.119,18-19
203468,30.8,44.4,0.7,6.2,3.9,0.096,0.128,18-19
101139,12.1,13.7,0.1,1.2,0.8,0.056,0.07,18-19
1628403,10.8,7.5,0.0,1.0,0.5,0.049,0.049,18-19
1629244,10.9,9.8,0.2,1.2,1.0,0.063,0.092,18-19
1626166,28.1,29.2,0.2,4.8,2.9,0.094,0.102,18-19
1627747,30.9,40.0,0.6,7.5,4.6,0.126,0.149,18-19
2546,19.0,21.1,0.2,1.6,0.8,0.026,0.042,18-19
1626224,36.4,34.1,0.3,5.0,3.0,0.07,0.082,18-19
1628990,19.9,13.6,0.2,1.5,1.0,0.039,0.049,18-19
202718,23.5,24.5,0.2,3.5,2.1,0.073,0.089,18-19
101112,12.7,11.0,0.0,1.6,0.7,0.044,0.055,18-19
1626184,22.2,25.7,0.2,3.1,2.1,0.089,0.097,18-19
1627767,18.3,10.1,0.0,1.0,0.6,0.028,0.032,18-19
1629002,6.5,5.8,0.0,0.9,0.5,0.069,0.079,18-19
1628449,6.4,4.9,0.0,0.1,0.1,0.011,0.017,18-19
1629185,7.1,7.7,0.1,2.1,0.7,0.08,0.1,18-19
101108,50.8,57.1,0.6,15.6,9.2,0.16,0.18,18-19
1626174,12.5,11.8,0.0,0.9,0.4,0.031,0.034,18-19
203991,44.9,26.8,0.2,2.6,1.6,0.032,0.037,18-19
203469,39.6,23.4,0.2,3.2,2.3,0.053,0.058,18-19
1629012,45.5,58.2,0.5,5.6,3.6,0.065,0.08,18-19
