PLAYER_ID,PASSES_MADE,PASSES_RECEIVED,SECONDARY_AST,POTENTIAL_AST,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,SEASON
201166,25.5,30.7,0.2,5.3,3.1,0.102,0.122,15-16
203932,28.0,18.4,0.1,2.9,1.9,0.059,0.068,15-16
1626151,2.7,2.7,0.0,0.2,0.1,0.036,0.054,15-16
203940,14.2,8.5,0.1,1.2,0.7,0.039,0.051,15-16
201143,47.7,42.2,0.4,6.8,4.0,0.067,0.083,15-16
2744,15.4,21.1,0.2,3.0,1.8,0.097,0.119,15-16
202329,24.6,22.0,0.2,3.2,2.1,0.068,0.084,15-16
101187,10.2,10.5,0.0,1.5,0.8,0.105,0.083,15-16
1626210,7.8,5.0,0.0,0.6,0.5,0.064,0.064,15-16
202692,32.5,40.4,0.1,5.0,2.4,0.063,0.074,15-16
203458,26.2,20.0,0.1,2.8,1.4,0.048,0.052,15-16
1627293,7.5,5.4,0.0,0.4,0.3,0.033,0.033,15-16
201582,18.2,12.6,0.0,1.0,0.6,0.029,0.035,15-16
203459,20.5,22.7,0.2,2.7,1.7,0.059,0.081,15-16
202087,16.1,12.3,0.1,1.7,1.1,0.061,0.069,15-16
2405,11.8,10.9,0.1,1.2,0.7,0.044,0.057,15-16
101161,32.5,22.5,0.3,3.1,2.1,0.053,0.065,15-16
2760,13.8,9.8,0.1,1.5,0.8,0.048,0.057,15-16
203083,20.8,21.4,0.1,2.3,1.0,0.04,0.048,15-16
2738,32.9,31.1,0.5,6.1,4.3,0.102,0.129,15-16
1889,22.2,23.6,0.3,4.5,2.8,0.101,0.126,15-16
203460,11.8,11.4,0.1,1.6,0.8,0.057,0.069,15-16
200745,15.5,12.8,0.0,0.9,0.5,0.025,0.031,15-16
101106,30.4,19.3,0.3,4.3,2.8,0.076,0.092,15-16
202726,9.5,11.3,0.1,1.4,0.8,0.053,0.079,15-16
203094,14.4,12.6,0.1,1.1,0.6,0.032,0.039,15-16
203952,23.8,37.3,0.4,4.6,2.7,0.085,0.115,15-16
203461,7.4,4.6,0.0,0.2,0.0,0.0,0.0,15-16
1626148,15.6,14.6,0.1,1.6,0.8,0.042,0.051,15-16
203076,43.5,43.5,0.1,4.1,2.3,0.044,0.053,15-16
201627,7.0,10.2,0.0,0.9,0.5,0.051,0.065,15-16
201229,24.0,15.2,0.1,2.1,1.0,0.03,0.043,15-16
203462,29.0,34.0,0.3,4.3,2.7,0.071,0.093,15-16
203382,10.4,11.5,0.1,1.6,0.8,0.06,0.077,15-16
201167,38.4,43.6,0.4,5.1,2.7,0.053,0.071,15-16
203085,27.2,31.6,0.3,3.3,1.9,0.054,0.071,15-16
202340,22.3,31.6,0.3,4.0,2.6,0.094,0.116,15-16
1626253,9.8,9.0,0.1,1.2,1.1,0.073,0.112,15-16
203463,15.2,16.2,0.2,2.0,1.5,0.077,0.096,15-16
2757,32.9,34.5,0.3,6.1,3.3,0.08,0.101,15-16
202687,22.0,11.5,0.1,0.9,0.4,0.016,0.019,15-16
201933,59.0,56.9,0.3,9.2,5.4,0.082,0.092,15-16
1626246,8.6,7.6,0.0,0.8,0.5,0.045,0.06,15-16
1626171,23.1,16.7,0.1,1.8,1.1,0.036,0.046,15-16
202711,19.3,24.5,0.2,2.4,1.6,0.065,0.081,15-16
2564,29.3,24.0,0.3,4.3,2.8,0.079,0.094,15-16
203078,32.4,42.6,0.6,6.5,3.9,0.091,0.119,15-16
201148,17.0,13.7,0.1,1.8,0.7,0.029,0.039,15-16
1626183,2.5,2.0,0.0,0.2,0.0,0.0,0.0,15-16
101138,18.8,15.3,0.1,2.5,1.4,0.059,0.075,15-16
201943,35.3,39.7,0.4,7.7,4.3,0.1,0.123,15-16
202688,57.2,71.8,0.8,11.2,6.4,0.088,0.111,15-16
201575,13.9,13.0,0.1,1.4,1.0,0.057,0.075,15-16
203148,14.5,17.4,0.2,2.6,1.4,0.073,0.094,15-16
1627362,48.0,46.9,0.3,6.6,3.6,0.063,0.074,15-16
201572,30.3,35.0,0.3,4.5,2.6,0.066,0.085,15-16
203998,7.2,7.0,0.0,0.8,0.2,0.023,0.023,15-16
203955,6.8,8.3,0.1,0.9,0.6,0.056,0.093,15-16
1626214,13.9,14.3,0.1,1.9,1.4,0.077,0.103,15-16
201228,29.8,30.3,0.1,5.4,3.1,0.089,0.104,15-16
203912,5.8,7.8,0.1,0.8,0.5,0.075,0.09,15-16
203468,45.6,59.7,0.7,9.4,5.6,0.094,0.123,15-16
101139,19.5,23.3,0.1,2.3,1.2,0.05,0.063,15-16
203946,8.3,6.4,0.1,0.8,0.4,0.04,0.054,15-16
1626166,19.4,21.9,0.2,3.8,2.2,0.098,0.111,15-16
201171,19.1,17.5,0.0,1.8,1.0,0.047,0.051,15-16
2546,42.1,50.3,0.6,8.5,5.1,0.099,0.121,15-16
2406,11.6,11.3,0.1,1.2,0.8,0.054,0.065,15-16
202718,35.8,37.9,0.3,5.4,3.3,0.077,0.093,15-16
101112,23.7,17.3,0.1,1.9,1.2,0.042,0.051,15-16
101111,12.4,11.6,0.0,0.8,0.5,0.031,0.038,15-16
201978,12.3,11.8,0.1,2.1,1.3,0.079,0.104,15-16
2365,15.0,8.6,0.0,1.1,0.6,0.03,0.042,15-16
2547,44.2,45.0,0.3,4.9,2.8,0.055,0.064,15-16
203142,4.9,5.0,0.0,0.5,0.4,0.093,0.085,15-16
203187,10.5,10.6,0.1,1.4,0.8,0.061,0.076,15-16
2549,8.0,7.1,0.0,1.3,0.8,0.086,0.094,15-16
1626191,16.9,9.2,0.0,0.6,0.5,0.022,0.032,15-16
101108,62.3,74.1,0.9,19.2,12.1,0.16,0.195,15-16
1626174,10.1,7.6,0.1,0.6,0.3,0.017,0.029,15-16
101236,14.0,7.0,0.0,1.0,1.0,0.071,0.071,15-16
203921,8.5,8.6,0.1,0.7,0.4,0.041,0.041,15-16
1626146,4.9,3.1,0.0,0.3,0.0,0.0,0.0,15-16
203991,20.7,11.4,0.1,1.5,0.8,0.03,0.038,15-16
203469,17.6,16.7,0.2,2.5,1.2,0.055,0.07,15-16
202332,20.9,13.0,0.1,1.9,1.0,0.04,0.048,15-16
201147,14.6,17.4,0.2,2.6,1.8,0.091,0.123,15-16
203928,6.0,4.6,0.0,0.1,0.0,0.0,0.0,15-16
202709,45.5,49.7,0.5,6.9,4.0,0.068,0.087,15-16
1626262,2.3,2.7,0.0,0.0,0.0,0.0,0.0,15-16
201584,26.2,29.3,0.3,3.8,2.2,0.066,0.083,15-16
1626245,16.2,11.2,0.1,1.6,0.9,0.052,0.058,15-16
1626156,45.1,52.5,0.3,7.3,4.2,0.074,0.093,15-16
201571,30.0,35.1,0.4,6.5,3.9,0.107,0.131,15-16
2563,49.0,45.0,0.0,5.0,2.0,0.041,0.041,15-16
203081,60.5,77.5,0.7,13.7,8.1,0.113,0.134,15-16
203996,8.0,5.7,0.1,1.0,0.6,0.063,0.075,15-16
204014,10.3,6.7,0.1,1.2,0.5,0.032,0.044,15-16
201568,33.3,37.2,0.2,5.3,2.9,0.076,0.086,15-16
201980,33.1,29.8,0.4,3.4,2.3,0.054,0.069,15-16
201967,20.6,15.0,0.1,1.5,1.2,0.047,0.056,15-16
201589,24.5,20.1,0.1,2.5,1.6,0.056,0.065,15-16
