PLAYER_ID,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,SEASON
201166,0.551,0.449,0.453,0.213,0.44,0.027,0.107,0.107,0.24,0.118,0.882,0.818,0.182,0.393,0.607,17-18
203932,0.605,0.395,0.509,0.102,0.338,0.143,0.153,0.152,0.407,0.488,0.512,0.835,0.165,0.595,0.405,17-18
1626151,0.377,0.623,0.333,0.1,0.45,0.183,0.217,0.117,0.233,0.3,0.7,1.0,0.0,0.632,0.368,17-18
1628935,0.556,0.444,0.5,0.0,0.375,0.0,0.125,0.0,0.5,0.5,0.5,0.0,1.0,0.333,0.667,17-18
1627846,0.564,0.436,0.37,0.027,0.473,0.116,0.157,0.205,0.342,0.333,0.667,0.957,0.043,0.62,0.38,17-18
203940,0.7,0.3,0.476,0.19,0.286,0.0,0.238,0.238,0.286,0.8,0.2,1.0,0.0,0.857,0.143,17-18
201143,0.7,0.3,0.585,0.14,0.314,0.042,0.101,0.139,0.444,0.572,0.428,0.948,0.052,0.671,0.329,17-18
2744,0.986,0.014,0.881,0.262,0.0,0.016,0.119,0.135,0.619,0.595,0.405,0.0,0.0,0.595,0.405,17-18
202329,0.418,0.582,0.326,0.019,0.582,0.087,0.092,0.166,0.307,0.486,0.514,0.96,0.04,0.743,0.257,17-18
1626210,1.0,0.0,0.7,0.0,0.0,0.0,0.3,0.1,0.7,0.857,0.143,0.0,0.0,0.857,0.143,17-18
202692,0.657,0.343,0.498,0.113,0.285,0.111,0.217,0.198,0.385,0.431,0.569,0.66,0.34,0.494,0.506,17-18
1628409,0.216,0.784,0.244,0.049,0.659,0.134,0.097,0.073,0.195,0.8,0.2,1.0,0.0,0.929,0.071,17-18
203518,0.241,0.759,0.176,0.011,0.714,0.156,0.11,0.164,0.164,0.548,0.452,1.0,0.0,0.878,0.122,17-18
1627936,0.629,0.371,0.552,0.06,0.291,0.201,0.157,0.164,0.493,0.514,0.486,0.615,0.385,0.54,0.46,17-18
203458,0.992,0.008,0.726,0.031,0.005,0.029,0.269,0.126,0.695,0.676,0.324,1.0,0.0,0.678,0.322,17-18
1627816,0.577,0.423,0.538,0.0,0.462,0.077,0.0,0.077,0.538,0.714,0.286,1.0,0.0,0.818,0.182,17-18
1628035,0.4,0.6,0.476,0.095,0.429,0.0,0.095,0.0,0.381,0.6,0.4,1.0,0.0,0.75,0.25,17-18
203459,0.357,0.643,0.275,0.087,0.609,0.087,0.116,0.148,0.188,0.743,0.257,0.94,0.06,0.861,0.139,17-18
101161,0.877,0.123,0.76,0.018,0.088,0.053,0.152,0.14,0.743,0.654,0.346,1.0,0.0,0.679,0.321,17-18
203083,0.988,0.012,0.796,0.014,0.0,0.08,0.204,0.148,0.782,0.545,0.455,0.0,0.0,0.545,0.455,17-18
2738,0.634,0.366,0.599,0.115,0.258,0.242,0.143,0.193,0.484,0.591,0.409,0.848,0.152,0.649,0.351,17-18
201281,0.471,0.529,0.25,0.083,0.625,0.125,0.125,0.0,0.167,1.0,0.0,1.0,0.0,1.0,0.0,17-18
203460,0.778,0.222,0.814,0.0,0.124,0.222,0.062,0.232,0.814,0.759,0.241,1.0,0.0,0.782,0.218,17-18
101106,1.0,0.0,0.944,0.056,0.0,0.056,0.056,0.111,0.889,0.353,0.647,0.0,0.0,0.353,0.647,17-18
1626150,0.669,0.331,0.503,0.135,0.265,0.128,0.232,0.15,0.368,0.134,0.866,0.745,0.255,0.293,0.707,17-18
1628510,0.329,0.671,0.203,0.029,0.783,0.203,0.014,0.159,0.174,1.0,0.0,1.0,0.0,1.0,0.0,17-18
203952,0.74,0.26,0.629,0.167,0.231,0.101,0.14,0.158,0.463,0.47,0.53,0.848,0.152,0.545,0.455,17-18
1627790,1.0,0.0,0.824,0.017,0.0,0.0,0.176,0.118,0.807,0.633,0.367,0.0,0.0,0.633,0.367,17-18
1626148,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17-18
203076,0.889,0.111,0.687,0.139,0.078,0.127,0.235,0.15,0.548,0.701,0.299,0.909,0.091,0.715,0.285,17-18
201229,0.227,0.773,0.171,0.014,0.679,0.112,0.15,0.152,0.156,0.733,0.267,1.0,0.0,0.927,0.073,17-18
1628469,0.636,0.364,0.503,0.225,0.298,0.285,0.199,0.152,0.278,0.5,0.5,0.667,0.333,0.547,0.453,17-18
1628499,0.81,0.19,0.435,0.261,0.391,0.0,0.174,0.0,0.174,0.4,0.6,0.667,0.333,0.5,0.5,17-18
203382,0.953,0.047,0.859,0.257,0.019,0.008,0.122,0.083,0.602,0.744,0.256,1.0,0.0,0.748,0.252,17-18
201167,0.568,0.432,0.425,0.201,0.453,0.078,0.122,0.184,0.223,0.632,0.368,0.926,0.074,0.754,0.246,17-18
203085,0.553,0.447,0.446,0.02,0.443,0.063,0.111,0.13,0.426,0.215,0.785,0.515,0.485,0.334,0.666,17-18
202340,0.675,0.325,0.561,0.201,0.343,0.128,0.096,0.195,0.36,0.685,0.315,0.92,0.08,0.753,0.247,17-18
1628389,0.979,0.021,0.73,0.046,0.0,0.078,0.27,0.122,0.683,0.701,0.299,0.0,0.0,0.701,0.299,17-18
203463,0.574,0.426,0.483,0.123,0.391,0.178,0.126,0.211,0.36,0.706,0.294,0.964,0.036,0.796,0.204,17-18
1628500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17-18
1627732,0.989,0.011,0.851,0.047,0.0,0.13,0.149,0.181,0.804,0.344,0.656,0.0,0.0,0.344,0.656,17-18
202687,0.997,0.003,0.782,0.056,0.0,0.043,0.218,0.12,0.726,0.803,0.197,0.0,0.0,0.803,0.197,17-18
201933,0.677,0.323,0.523,0.079,0.268,0.058,0.209,0.149,0.444,0.378,0.622,0.694,0.306,0.459,0.541,17-18
1626246,1.0,0.0,0.672,0.026,0.0,0.034,0.328,0.089,0.647,0.62,0.38,0.0,0.0,0.62,0.38,17-18
201628,0.31,0.69,0.32,0.16,0.66,0.0,0.02,0.24,0.16,0.0,1.0,0.273,0.727,0.158,0.842,17-18
1626171,0.725,0.275,0.627,0.168,0.249,0.073,0.124,0.16,0.459,0.54,0.46,1.0,0.0,0.636,0.364,17-18
203992,0.574,0.426,0.469,0.192,0.422,0.091,0.109,0.158,0.277,0.358,0.642,0.76,0.24,0.509,0.491,17-18
202711,0.547,0.453,0.436,0.096,0.408,0.23,0.156,0.175,0.34,0.53,0.47,0.942,0.058,0.688,0.312,17-18
203078,0.643,0.357,0.521,0.2,0.321,0.109,0.158,0.169,0.321,0.355,0.645,0.784,0.216,0.48,0.52,17-18
201148,1.0,0.0,0.849,0.043,0.0,0.158,0.151,0.144,0.806,0.814,0.186,0.0,0.0,0.814,0.186,17-18
1627742,0.862,0.138,0.668,0.192,0.13,0.153,0.202,0.15,0.476,0.363,0.637,0.951,0.049,0.43,0.57,17-18
201943,0.542,0.458,0.493,0.219,0.37,0.096,0.137,0.027,0.274,0.222,0.778,0.667,0.333,0.37,0.63,17-18
