PLAYER_ID,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,SEASON
203932,53.0,29.4,2.5,2.88,1.91,0.272,1.8,3.2,4.3,19-20
1628988,41.4,18.0,3.0,4.35,4.17,0.23,0.1,0.0,0.3,19-20
1627846,15.6,11.1,0.5,2.05,1.41,0.402,0.2,0.0,0.4,19-20
1629690,10.2,7.1,0.2,1.47,0.83,0.286,0.2,0.0,0.8,19-20
1629678,15.7,8.3,0.4,1.4,0.51,0.191,0.2,0.2,0.6,19-20
201143,55.1,35.9,1.7,1.81,0.63,0.216,5.2,4.3,3.7,19-20
202329,36.3,16.3,1.2,1.91,0.88,0.119,0.7,1.0,1.9,19-20
202692,51.8,28.4,3.1,3.55,2.92,0.29,0.7,0.4,1.0,19-20
1629346,13.8,8.6,0.5,2.27,1.02,0.306,0.4,1.3,1.4,19-20
1627936,31.2,13.5,1.8,3.45,2.85,0.175,0.4,0.0,0.8,19-20
203458,31.2,17.0,0.8,1.52,0.52,0.251,2.3,0.8,5.4,19-20
1628035,17.2,9.3,0.5,1.77,0.91,0.265,0.3,0.1,1.5,19-20
1628993,9.5,4.6,0.3,1.84,0.71,0.21,0.3,0.1,1.2,19-20
203459,19.1,13.5,0.5,1.43,0.57,0.244,0.2,0.0,0.4,19-20
1629019,19.3,11.3,1.3,3.98,3.3,0.335,0.2,0.0,0.2,19-20
1628518,6.2,2.7,0.2,1.89,0.62,0.134,0.2,0.2,0.8,19-20
1629599,11.1,6.4,0.7,3.6,2.88,0.29,0.1,0.0,0.3,19-20
203083,63.9,36.5,2.5,2.33,1.32,0.276,5.5,4.7,11.7,19-20
2738,30.8,16.0,1.4,2.76,1.71,0.153,0.9,0.7,1.7,19-20
203460,15.9,9.9,0.5,1.76,0.87,0.18,0.1,0.1,1.4,19-20
203952,65.7,41.0,4.1,3.7,2.94,0.331,0.8,1.0,2.3,19-20
1629014,30.5,13.4,2.0,3.88,3.36,0.271,0.2,0.0,0.5,19-20
1627790,13.8,7.7,0.4,1.63,0.48,0.317,1.7,1.2,3.7,19-20
203076,64.1,42.0,2.5,2.34,1.11,0.407,3.3,8.8,7.4,19-20
201229,19.0,10.5,0.4,1.39,0.31,0.192,0.5,0.1,0.9,19-20
1628499,4.3,2.4,0.2,2.4,1.74,0.234,0.1,0.0,0.4,19-20
1628394,28.4,16.2,0.7,1.45,0.4,0.203,1.7,0.4,4.0,19-20
203382,35.9,23.4,0.9,1.44,0.33,0.318,2.7,1.2,5.2,19-20
203085,31.8,17.1,1.8,3.33,2.74,0.276,0.2,0.0,0.4,19-20
202340,28.5,19.1,1.0,2.13,1.62,0.303,0.4,0.0,1.2,19-20
1629168,8.4,5.5,0.4,3.12,2.13,0.357,0.2,0.0,0.5,19-20
1628389,65.6,39.7,3.0,2.73,1.46,0.243,7.8,3.2,7.9,19-20
203463,26.3,15.8,0.6,1.37,0.55,0.384,0.5,0.0,0.7,19-20
1627732,90.5,30.0,7.0,4.66,3.75,0.182,2.9,3.6,5.7,19-20
202687,33.3,18.7,0.8,1.44,0.31,0.227,2.6,0.6,7.1,19-20
201933,62.3,40.8,2.8,2.74,1.93,0.254,0.9,4.1,2.3,19-20
1626246,17.3,10.6,0.5,1.6,0.45,0.38,1.3,2.2,4.3,19-20
1626171,40.6,23.5,1.2,1.74,0.73,0.249,1.3,3.0,2.6,19-20
203992,48.4,30.8,2.6,3.27,2.37,0.315,0.3,0.3,0.8,19-20
202711,44.4,35.8,1.9,2.54,1.89,0.456,0.4,1.0,0.9,19-20
1629626,14.1,9.0,0.5,1.93,1.03,0.404,0.1,0.4,2.0,19-20
202954,38.7,14.0,2.7,4.21,3.93,0.177,0.3,0.0,0.5,19-20
203078,79.0,54.4,4.5,3.43,2.91,0.387,0.9,0.5,1.4,19-20
1629634,39.1,22.7,0.9,1.43,0.62,0.309,3.1,0.5,5.6,19-20
1629164,28.2,10.6,2.2,4.77,4.36,0.215,0.2,0.0,0.4,19-20
1627742,65.3,37.3,3.7,3.44,2.52,0.364,0.7,1.2,1.7,19-20
202688,35.6,14.2,2.8,4.72,4.73,0.206,0.0,0.0,0.2,19-20
1628968,4.8,3.2,0.2,2.17,1.24,0.207,0.0,0.2,0.5,19-20
201572,33.6,22.0,0.8,1.48,0.44,0.356,1.6,2.8,3.0,19-20
1628971,55.9,22.5,4.2,4.53,4.12,0.16,0.6,0.1,2.2,19-20
203998,12.7,7.4,0.3,1.55,0.63,0.236,0.9,0.2,1.6,19-20
1628981,22.2,12.5,0.6,1.52,0.53,0.193,1.3,0.5,3.5,19-20
1627854,28.0,21.8,1.0,2.16,1.33,0.408,0.1,0.0,0.2,19-20
1627741,54.9,31.4,3.0,3.27,2.69,0.352,0.4,0.0,1.2,19-20
203468,65.5,27.3,5.1,4.64,4.08,0.342,0.3,0.0,0.9,19-20
101139,16.8,12.9,0.4,1.57,1.02,0.381,0.4,0.0,0.5,19-20
1628997,21.7,16.6,0.8,2.22,1.31,0.285,0.3,0.2,1.0,19-20
1628403,14.9,8.2,0.5,1.87,0.68,0.168,1.2,0.6,2.0,19-20
1629629,30.9,18.5,1.5,2.82,2.12,0.34,0.3,0.0,0.8,19-20
1629661,25.5,16.7,0.6,1.51,0.7,0.347,0.6,0.0,1.2,19-20
1626166,51.9,17.0,3.6,4.18,3.35,0.21,0.5,0.0,0.8,19-20
1627747,55.1,28.5,4.4,4.78,4.5,0.34,1.0,0.6,1.7,19-20
2546,40.6,25.5,1.6,2.42,1.15,0.38,1.2,5.6,1.8,19-20
1629035,13.5,6.9,0.6,2.84,2.38,0.242,0.0,0.0,0.1,19-20
1626224,40.2,28.6,1.8,2.66,1.67,0.275,0.5,0.2,1.1,19-20
