PLAYER_ID,SEASON
201166,17-18
203932,17-18
1626151,17-18
1628935,17-18
1627846,17-18
203940,17-18
201143,17-18
2744,17-18
202329,17-18
1626210,17-18
202692,17-18
1628409,17-18
203518,17-18
1627936,17-18
203458,17-18
1627816,17-18
1628035,17-18
203459,17-18
101161,17-18
203083,17-18
2738,17-18
201281,17-18
203460,17-18
101106,17-18
1626150,17-18
1628510,17-18
203952,17-18
1627790,17-18
1626148,17-18
203076,17-18
201229,17-18
1628469,17-18
1628499,17-18
203382,17-18
201167,17-18
203085,17-18
202340,17-18
1628389,17-18
203463,17-18
1628500,17-18
1627732,17-18
202687,17-18
201933,17-18
1626246,17-18
201628,17-18
1626171,17-18
203992,17-18
202711,17-18
203078,17-18
201148,17-18
1627742,17-18
201943,17-18
203464,17-18
1627362,17-18
1627744,17-18
201572,17-18
203998,17-18
1627854,17-18
1627741,17-18
203710,17-18
203468,17-18
101139,17-18
1628403,17-18
1626166,17-18
1627747,17-18
2546,17-18
1626224,17-18
202718,17-18
101112,17-18
1628429,17-18
1627767,17-18
1627778,17-18
1628449,17-18
1626191,17-18
101108,17-18
203991,17-18
203469,17-18
202332,17-18
201147,17-18
202709,17-18
201584,17-18
1626245,17-18
1626156,17-18
201571,17-18
1628391,17-18
1626177,17-18
1627745,17-18
203081,17-18
2863,17-18
1627814,17-18
1628422,17-18
1627772,17-18
1628464,17-18
201568,17-18
201980,17-18
201967,17-18
203957,17-18
1627863,17-18
203967,17-18
203121,17-18
201589,17-18
201954,17-18
1626199,17-18
1628021,17-18
204065,17-18
2561,17-18
202722,17-18
1628432,17-18
1628368,17-18
201599,17-18
202732,17-18
1627761,17-18
201942,17-18
202326,17-18
201960,17-18
1627749,17-18
1626153,17-18
1627743,17-18
203471,17-18
1628372,17-18
1627756,17-18
202324,17-18
1627884,17-18
201565,17-18
1628476,17-18
1628401,17-18
202682,17-18
1626164,17-18
2734,17-18
1628421,17-18
203473,17-18
1627738,17-18
1628415,17-18
203079,17-18
1717,17-18
1627734,17-18
1628378,17-18
1627827,17-18
203926,17-18
1627733,17-18
203110,17-18
1628407,17-18
202779,17-18
2730,17-18
203939,17-18
2548,17-18
202734,17-18
202334,17-18
1628410,17-18
202327,17-18
203901,17-18
2731,17-18
1626144,17-18
202683,17-18
202339,17-18
201569,17-18
203961,17-18
1628571,17-18
101141,17-18
203095,17-18
202323,17-18
1626163,17-18
1628412,17-18
1628373,17-18
1627832,17-18
1627788,17-18
202066,17-18
203914,17-18
1627780,17-18
201588,17-18
1627777,17-18
1627834,17-18
101123,17-18
1628492,17-18
203507,17-18
203922,17-18
201609,17-18
202330,17-18
203476,17-18
202328,17-18
1627824,17-18
203084,17-18
202355,17-18
1627740,17-18
203546,17-18
101133,17-18
1628387,17-18
202697,17-18
203477,17-18
1628439,17-18
1627819,17-18
202738,17-18
1627785,17-18
202397,17-18
1628397,17-18
1627826,17-18
200826,17-18
200755,17-18
2747,17-18
203960,17-18
203210,17-18
201580,17-18
1628444,17-18
203953,17-18
204022,17-18
1626643,17-18
1628451,17-18
203109,17-18
1626143,17-18
1627774,17-18
1627751,17-18
1627883,17-18
2037,17-18
1627750,17-18
1627866,17-18
2749,17-18
1628503,17-18
203516,17-18
201935,17-18
201949,17-18
203949,17-18
1627821,17-18
203923,17-18
203966,17-18
201162,17-18
204067,17-18
1626185,17-18
1628386,17-18
101127,17-18
201160,17-18
1891,17-18
1628393,17-18
1627759,17-18
1628537,17-18
1628369,17-18
201145,17-18
201952,17-18
203481,17-18
203924,17-18
202379,17-18
203087,17-18
202391,17-18
1626170,17-18
201573,17-18
202710,17-18
201149,17-18
201975,17-18
203925,17-18
204060,17-18
2207,17-18
1626202,17-18
1627762,17-18
203954,17-18
203530,17-18
1628381,17-18
203089,17-18
204066,17-18
202322,17-18
1628405,17-18
203948,17-18
202720,17-18
201973,17-18
202685,17-18
1626780,17-18
1628371,17-18
203613,17-18
1628395,17-18
203903,17-18
202348,17-18
1626175,17-18
101181,17-18
1627982,17-18
1628404,17-18
203962,17-18
1628367,17-18
203705,17-18
201177,17-18
1626196,17-18
2746,17-18
201950,17-18
1627823,17-18
203944,17-18
202933,17-18
1626147,17-18
203200,17-18
1628382,17-18
1628383,17-18
1626159,17-18
203994,17-18
1628443,17-18
1626157,17-18
202695,17-18
1627770,17-18
203482,17-18
1626162,17-18
202689,17-18
2570,17-18
202702,17-18
203145,17-18
203484,17-18
201142,17-18
201567,17-18
1626172,17-18
203920,17-18
203114,17-18
202691,17-18
1628424,17-18
201585,17-18
1627739,17-18
204001,17-18
203937,17-18
1627858,17-18
2594,17-18
1628398,17-18
200768,17-18
203124,17-18
202713,17-18
202681,17-18
200746,17-18
202362,17-18
202498,17-18
204038,17-18
203580,17-18
1626204,17-18
1628374,17-18
2544,17-18
1628506,17-18
1628366,17-18
203485,17-18
101150,17-18
201601,17-18
203512,17-18
1626242,17-18
202337,17-18
1628379,17-18
1628436,17-18
