PLAYER_ID,SEASON
203932,18-19
1628988,18-19
1627846,18-19
201143,18-19
202329,18-19
1626210,18-19
202692,18-19
203518,18-19
1627936,18-19
203458,18-19
1627816,18-19
1628035,18-19
1628993,18-19
203459,18-19
1629019,18-19
1628518,18-19
101161,18-19
203083,18-19
2738,18-19
201281,18-19
101106,18-19
1626150,18-19
203952,18-19
1629014,18-19
1629116,18-19
1627790,18-19
203076,18-19
201229,18-19
1628469,18-19
203382,18-19
203085,18-19
202340,18-19
1629168,18-19
1628389,18-19
203463,18-19
1627732,18-19
1628656,18-19
202687,18-19
201933,18-19
1626246,18-19
1626171,18-19
203992,18-19
202711,18-19
1629045,18-19
202954,18-19
203078,18-19
1629164,18-19
1627742,18-19
202688,18-19
1629102,18-19
201572,18-19
1628971,18-19
203998,18-19
1627854,18-19
1627741,18-19
203710,18-19
203468,18-19
101139,18-19
1628403,18-19
1629244,18-19
1626166,18-19
1627747,18-19
2546,18-19
1626224,18-19
1628990,18-19
202718,18-19
101112,18-19
1626184,18-19
1627767,18-19
1629002,18-19
1628449,18-19
1629185,18-19
101108,18-19
1626174,18-19
203991,18-19
203469,18-19
1629012,18-19
201147,18-19
202709,18-19
201584,18-19
1626245,18-19
1626156,18-19
201571,18-19
1628391,18-19
203474,18-19
1629541,18-19
1627745,18-19
203081,18-19
1627814,18-19
1628422,18-19
1627772,18-19
1628464,18-19
201568,18-19
201980,18-19
201967,18-19
203957,18-19
1627863,18-19
203967,18-19
203121,18-19
201954,18-19
1629133,18-19
1628021,18-19
202722,18-19
1628432,18-19
1628368,18-19
1629001,18-19
201599,18-19
1627761,18-19
201942,18-19
202326,18-19
201960,18-19
1629152,18-19
1629028,18-19
1626153,18-19
1627743,18-19
1629061,18-19
203471,18-19
1628372,18-19
1629126,18-19
202324,18-19
1627884,18-19
201565,18-19
1628401,18-19
1626164,18-19
2734,18-19
1628421,18-19
1628984,18-19
203473,18-19
1627738,18-19
1628415,18-19
203079,18-19
1717,18-19
1627734,18-19
202700,18-19
1628378,18-19
1628978,18-19
1629055,18-19
1627827,18-19
203926,18-19
1627733,18-19
203110,18-19
1629234,18-19
1629130,18-19
1628605,18-19
1628407,18-19
2730,18-19
203939,18-19
2548,18-19
1629058,18-19
202734,18-19
202334,18-19
1628410,18-19
202327,18-19
203901,18-19
1629059,18-19
1629150,18-19
1626144,18-19
202683,18-19
202339,18-19
201569,18-19
203961,18-19
101141,18-19
203095,18-19
202323,18-19
1628402,18-19
1626163,18-19
1628412,18-19
1628373,18-19
1627832,18-19
1627788,18-19
202066,18-19
1629109,18-19
203914,18-19
1627780,18-19
1629018,18-19
201588,18-19
1628994,18-19
1627777,18-19
101123,18-19
203507,18-19
203922,18-19
201609,18-19
202330,18-19
203476,18-19
1628960,18-19
202328,18-19
1627824,18-19
1628977,18-19
203084,18-19
1628385,18-19
202355,18-19
1629312,18-19
1627740,18-19
203546,18-19
101133,18-19
1628387,18-19
202697,18-19
1629067,18-19
1629353,18-19
1628515,18-19
203477,18-19
1628392,18-19
1628439,18-19
202738,18-19
202397,18-19
1628397,18-19
1627826,18-19
200826,18-19
1629122,18-19
200755,18-19
2747,18-19
203960,18-19
203210,18-19
201580,18-19
203953,18-19
1628980,18-19
203109,18-19
1626143,18-19
1627774,18-19
1627751,18-19
1628973,18-19
1627883,18-19
2037,18-19
1627750,18-19
203516,18-19
201935,18-19
201949,18-19
203263,18-19
201162,18-19
1629123,18-19
1626185,18-19
1628991,18-19
1628417,18-19
1629020,18-19
1628386,18-19
201160,18-19
1628393,18-19
1629121,18-19
1627759,18-19
1628537,18-19
1628369,18-19
201145,18-19
201952,18-19
1629203,18-19
203924,18-19
203087,18-19
202391,18-19
1626170,18-19
1629010,18-19
201573,18-19
1628975,18-19
202690,18-19
202710,18-19
201149,18-19
201975,18-19
1629147,18-19
203925,18-19
204060,18-19
203954,18-19
1628381,18-19
203089,18-19
204066,18-19
203098,18-19
202322,18-19
1628405,18-19
1629140,18-19
202720,18-19
1628413,18-19
201973,18-19
202685,18-19
1628371,18-19
203613,18-19
1628395,18-19
203903,18-19
1628070,18-19
203895,18-19
1626296,18-19
101181,18-19
1628404,18-19
1628367,18-19
1629006,18-19
1626196,18-19
201950,18-19
1627823,18-19
1627395,18-19
203944,18-19
1626147,18-19
203200,18-19
1628382,18-19
1628383,18-19
1626159,18-19
203994,18-19
1628443,18-19
203564,18-19
1626157,18-19
202695,18-19
1628966,18-19
203482,18-19
1626162,18-19
202689,18-19
202702,18-19
1629026,18-19
203145,18-19
203484,18-19
201142,18-19
1628989,18-19
1628995,18-19
201567,18-19
1626172,18-19
203920,18-19
203114,18-19
1629017,18-19
202691,18-19
1628424,18-19
201585,18-19
1628961,18-19
1627739,18-19
203937,18-19
2594,18-19
1628398,18-19
200768,18-19
203124,18-19
202681,18-19
200746,18-19
202362,18-19
202498,18-19
1629013,18-19
204038,18-19
1626204,18-19
1628374,18-19
2544,18-19
1629022,18-19
1628366,18-19
203485,18-19
101150,18-19
201601,18-19
1629029,18-19
1628379,18-19
1628436,18-19
2736,18-19
1627781,18-19
1627763,18-19
1626259,18-19
1627736,18-19
1628370,18-19
202705,18-19
201188,18-19
101162,18-19
201158,18-19
1629094,18-19
202694,18-19
203935,18-19
1626209,18-19
1628365,18-19
202693,18-19
1627737,18-19
1628963,18-19
101107,18-19
203486,18-19
203521,18-19
203090,18-19
1628467,18-19
1628982,18-19
203086,18-19
201563,18-19
203487,18-19
203077,18-19
1628969,18-19
201144,18-19
203488,18-19
203118,18-19
1628970,18-19
203101,18-19
1628462,18-19
1628249,18-19
1629011,18-19
1628964,18-19
1628420,18-19
1626149,18-19
1629021,18-19
1626167,18-19
1628513,18-19
202357,18-19
2403,18-19
203457,18-19
201156,18-19
201587,18-19
203917,18-19
203999,18-19
202703,18-19
202696,18-19
203943,18-19
1626181,18-19
1628384,18-19
1627855,18-19
1629016,18-19
201956,18-19
203490,18-19
200782,18-19
1628408,18-19
1627783,18-19
1626192,18-19
201976,18-19
1627775,18-19
202335,18-19
201988,18-19
2200,18-19
202331,18-19
200794,18-19
203112,18-19
202347,18-19
1626188,18-19
1626154,18-19
200765,18-19
203526,18-19
1628959,18-19
1629034,18-19
101109,18-19
203493,18-19
202704,18-19
1626158,18-19
201937,18-19
203496,18-19
1629057,18-19
201577,18-19
1629066,18-19
203918,18-19
203585,18-19
1627758,18-19
1626178,18-19
1626220,18-19
200752,18-19
203497,18-19
201566,18-19
201583,18-19
1627853,18-19
1629151,18-19
1626257,18-19
1626155,18-19
203159,18-19
1628400,18-19
201586,18-19
203552,18-19
203894,18-19
1628983,18-19
1629003,18-19
1627885,18-19
2733,18-19
202714,18-19
1628414,18-19
1627746,18-19
203524,18-19
203915,18-19
1626169,18-19
201939,18-19
1628425,18-19
203500,18-19
1629004,18-19
1628388,18-19
204456,18-19
203933,18-19
1628769,18-19
201959,18-19
1627752,18-19
1628390,18-19
203093,18-19
203082,18-19
1626179,18-19
200757,18-19
201152,18-19
1629033,18-19
1628418,18-19
1629118,18-19
1627748,18-19
204025,18-19
203501,18-19
1627789,18-19
202699,18-19
203107,18-19
1628396,18-19
2225,18-19
203503,18-19
1628470,18-19
1629027,18-19
1626203,18-19
1628979,18-19
2772,18-19
203504,18-19
1626168,18-19
202684,18-19
1628972,18-19
1628505,18-19
203584,18-19
1627786,18-19
1628463,18-19
1629093,18-19
1628416,18-19
204020,18-19
1628399,18-19
1627755,18-19
203092,18-19
201936,18-19
1627820,18-19
2199,18-19
1626145,18-19
2617,18-19
203506,18-19
1713,18-19
1629053,18-19
1627735,18-19
1627215,18-19
201961,18-19
1627782,18-19
1628976,18-19
1628411,18-19
202325,18-19
202083,18-19
203115,18-19
1626161,18-19
1626195,18-19
201163,18-19
1628999,18-19
1627812,18-19
1629139,18-19
1628380,18-19
203897,18-19
1629155,18-19
2585,18-19
1629015,18-19
1627753,18-19
