PLAYER_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PIE,SEASON
203932,108.6,109.7,-1.2,0.165,2.28,19.1,0.05,0.181,0.114,8.4,0.484,0.516,0.104,19-20
1628988,109.1,106.9,2.2,0.188,2.56,24.6,0.013,0.077,0.046,9.6,0.491,0.521,0.078,19-20
1627846,100.9,105.2,-4.2,0.068,0.88,10.3,0.016,0.095,0.056,11.6,0.559,0.591,0.072,19-20
1629690,121.4,104.4,17.1,0.043,2.0,11.4,0.057,0.029,0.044,5.7,0.536,0.538,0.023,19-20
1629678,102.9,110.0,-7.1,0.057,2.14,12.4,0.017,0.106,0.059,5.8,0.484,0.502,0.035,19-20
201143,110.1,106.8,3.3,0.187,3.38,24.7,0.051,0.171,0.111,7.3,0.52,0.536,0.112,19-20
202329,94.7,100.1,-5.4,0.088,1.24,15.2,0.053,0.158,0.102,12.3,0.343,0.395,0.063,19-20
202692,103.5,109.8,-6.3,0.179,2.08,16.3,0.025,0.131,0.077,7.8,0.493,0.561,0.119,19-20
1629346,106.3,109.2,-3.0,0.133,1.18,18.1,0.077,0.11,0.095,15.3,0.538,0.61,0.089,19-20
1627936,110.8,101.0,9.8,0.138,2.34,24.3,0.014,0.085,0.051,10.4,0.481,0.525,0.072,19-20
203458,102.3,107.8,-5.4,0.083,0.91,10.6,0.094,0.202,0.149,11.7,0.58,0.6,0.118,19-20
1628035,105.6,113.0,-7.4,0.032,0.54,6.2,0.061,0.131,0.095,11.6,0.468,0.493,0.047,19-20
1628993,107.3,98.4,8.9,0.075,1.0,14.9,0.122,0.241,0.182,14.9,0.466,0.509,0.098,19-20
203459,97.5,112.5,-15.0,0.073,1.94,14.2,0.014,0.098,0.053,7.3,0.458,0.47,0.043,19-20
1629019,100.0,111.1,-11.1,0.164,1.27,15.9,0.018,0.078,0.046,12.5,0.571,0.62,0.092,19-20
1628518,96.9,88.4,8.5,0.078,1.33,14.3,0.112,0.163,0.136,10.7,0.357,0.372,0.051,19-20
1629599,104.1,104.6,-0.5,0.139,1.75,17.3,0.025,0.066,0.047,9.9,0.481,0.493,0.047,19-20
203083,107.0,112.0,-5.0,0.133,0.75,12.0,0.129,0.336,0.229,16.0,0.536,0.553,0.153,19-20
2738,106.9,108.8,-1.9,0.181,1.96,29.8,0.04,0.132,0.088,15.2,0.511,0.507,0.074,19-20
203460,89.9,91.1,-1.1,0.074,2.0,11.1,0.065,0.204,0.131,5.6,0.328,0.335,0.053,19-20
203952,107.7,112.8,-5.1,0.18,1.5,13.9,0.033,0.11,0.07,9.3,0.504,0.536,0.104,19-20
1629014,105.9,113.4,-7.6,0.098,1.59,13.2,0.015,0.08,0.047,8.3,0.469,0.502,0.055,19-20
1627790,114.2,112.9,1.3,0.038,0.6,6.3,0.084,0.211,0.149,10.5,0.569,0.597,0.101,19-20
203076,111.3,106.4,5.0,0.153,1.3,12.0,0.065,0.197,0.131,9.3,0.536,0.61,0.179,19-20
201229,105.5,111.6,-6.0,0.064,1.24,15.5,0.035,0.13,0.082,12.5,0.492,0.513,0.049,19-20
1628499,107.4,115.2,-7.8,0.034,0.5,5.3,0.037,0.122,0.074,10.5,0.286,0.34,-0.008,19-20
1628394,109.6,109.4,0.2,0.058,0.75,9.9,0.086,0.153,0.117,13.2,0.526,0.551,0.057,19-20
203382,110.2,111.7,-1.5,0.108,1.34,12.7,0.075,0.178,0.126,9.5,0.558,0.581,0.094,19-20
203085,112.9,110.4,2.6,0.098,2.26,15.9,0.016,0.089,0.051,7.0,0.517,0.542,0.063,19-20
202340,111.3,104.0,7.4,0.07,1.34,12.5,0.015,0.077,0.047,9.3,0.526,0.537,0.055,19-20
1629168,96.8,104.9,-8.1,0.059,0.5,6.5,0.033,0.136,0.083,13.0,0.328,0.412,0.057,19-20
1628389,112.6,107.7,5.0,0.238,1.8,24.0,0.077,0.224,0.153,13.3,0.558,0.598,0.147,19-20
203463,114.2,109.2,5.0,0.05,1.16,8.5,0.012,0.079,0.045,7.3,0.61,0.622,0.066,19-20
1627732,109.1,107.3,1.7,0.335,2.28,31.6,0.054,0.159,0.107,13.9,0.581,0.602,0.142,19-20
202687,104.1,110.8,-6.6,0.079,1.04,11.2,0.112,0.178,0.145,10.8,0.543,0.57,0.097,19-20
201933,109.3,111.9,-2.6,0.184,1.48,15.1,0.032,0.128,0.079,10.3,0.406,0.476,0.084,19-20
1626246,116.0,110.5,5.5,0.073,0.67,7.0,0.158,0.298,0.229,10.5,0.583,0.612,0.159,19-20
1626171,102.3,110.2,-7.9,0.112,1.34,12.3,0.053,0.18,0.114,9.1,0.507,0.53,0.108,19-20
203992,109.1,110.8,-1.7,0.184,2.03,18.5,0.014,0.105,0.058,9.1,0.547,0.565,0.102,19-20
202711,113.5,108.0,5.5,0.099,0.82,9.8,0.02,0.1,0.062,11.9,0.548,0.603,0.105,19-20
1629626,113.6,123.3,-9.8,0.103,0.6,12.5,0.057,0.171,0.112,20.8,0.571,0.617,0.082,19-20
202954,110.3,105.2,5.0,0.181,2.36,26.3,0.016,0.082,0.05,11.2,0.499,0.577,0.086,19-20
203078,113.1,117.6,-4.5,0.285,1.79,17.1,0.024,0.095,0.058,9.5,0.52,0.579,0.143,19-20
1629634,107.7,107.8,-0.1,0.092,1.47,12.3,0.067,0.177,0.124,8.3,0.642,0.663,0.139,19-20
1629164,94.5,108.2,-13.8,0.208,1.76,18.0,0.023,0.132,0.076,10.2,0.468,0.507,0.094,19-20
1627742,110.0,111.3,-1.3,0.192,1.37,15.3,0.023,0.144,0.084,11.2,0.531,0.587,0.13,19-20
202688,108.8,116.4,-7.6,0.216,1.82,23.8,0.009,0.093,0.047,13.1,0.488,0.503,0.052,19-20
1628968,109.2,93.5,15.7,0.0,0.0,0.0,0.032,0.162,0.103,9.1,0.3,0.3,0.018,19-20
201572,112.2,100.1,12.0,0.073,1.41,10.9,0.031,0.118,0.077,7.7,0.511,0.551,0.088,19-20
1628971,106.0,110.4,-4.3,0.208,2.3,27.7,0.038,0.131,0.084,12.0,0.48,0.518,0.083,19-20
203998,99.3,104.3,-5.1,0.076,0.92,10.2,0.081,0.145,0.111,11.0,0.461,0.484,0.081,19-20
1628981,102.0,107.6,-5.6,0.101,1.17,15.8,0.085,0.179,0.131,13.5,0.53,0.542,0.079,19-20
1627854,108.0,114.8,-6.8,0.097,1.89,13.9,0.007,0.071,0.039,7.3,0.544,0.57,0.064,19-20
1627741,108.9,111.9,-3.1,0.153,1.27,13.4,0.025,0.124,0.074,10.6,0.545,0.566,0.104,19-20
203468,114.1,113.6,0.5,0.185,2.44,16.6,0.017,0.09,0.054,6.8,0.522,0.541,0.103,19-20
101139,112.3,113.6,-1.3,0.091,3.0,14.6,0.021,0.05,0.034,4.9,0.415,0.472,0.048,19-20
1628997,103.2,102.4,0.8,0.122,1.53,17.4,0.03,0.086,0.058,11.4,0.56,0.595,0.077,19-20
1628403,108.0,114.5,-6.5,0.138,0.84,25.4,0.099,0.248,0.176,30.3,0.596,0.597,0.054,19-20
1629629,106.9,113.2,-6.3,0.079,0.91,11.0,0.021,0.11,0.065,12.1,0.459,0.5,0.059,19-20
1629661,109.3,108.3,1.0,0.078,2.16,13.0,0.037,0.109,0.072,6.0,0.565,0.586,0.082,19-20
1626166,119.6,96.5,23.1,0.182,2.18,22.9,0.023,0.131,0.081,10.5,0.596,0.612,0.109,19-20
