PLAYER_ID,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,SEASON
1627773,0.5,0.3,0.2,3.94,4.16,3.72,16-17
201166,0.9,0.5,0.4,4.14,4.35,3.92,16-17
203932,2.1,1.1,1.0,4.45,4.85,4.06,16-17
1626151,0.2,0.1,0.1,3.98,4.19,3.75,16-17
203940,0.5,0.3,0.2,4.32,4.65,3.9,16-17
201143,2.1,1.1,1.0,3.99,4.2,3.77,16-17
2744,0.9,0.5,0.4,3.93,3.97,3.89,16-17
202329,2.0,1.1,0.9,4.21,4.53,3.88,16-17
101187,0.7,0.4,0.4,4.12,3.99,4.25,16-17
1626210,1.0,0.5,0.5,4.21,4.55,3.89,16-17
202692,1.1,0.6,0.5,4.22,4.33,4.07,16-17
203518,1.1,0.6,0.5,4.38,4.7,4.07,16-17
203458,1.4,0.7,0.7,4.17,4.54,3.83,16-17
1627816,2.0,1.1,0.9,4.59,5.11,4.16,16-17
201582,1.0,0.6,0.5,4.2,4.62,3.8,16-17
203459,2.1,1.1,0.9,4.35,4.76,3.94,16-17
202087,0.5,0.3,0.2,4.36,4.35,4.37,16-17
101161,1.3,0.7,0.7,4.02,4.2,3.84,16-17
2760,0.5,0.3,0.2,4.64,4.89,4.39,16-17
203083,2.0,1.0,1.0,4.07,4.15,3.99,16-17
2738,1.8,1.0,0.9,4.21,4.63,3.84,16-17
203460,2.2,1.1,1.1,4.46,4.73,4.22,16-17
101106,1.4,0.8,0.6,3.84,3.92,3.75,16-17
1626150,1.3,0.7,0.6,3.95,4.14,3.75,16-17
203094,0.6,0.3,0.3,4.08,4.37,3.79,16-17
203952,2.5,1.3,1.1,3.98,4.23,3.73,16-17
203461,0.8,0.4,0.4,4.33,4.89,3.82,16-17
1626148,1.1,0.5,0.5,4.38,4.7,4.09,16-17
203076,2.4,1.2,1.1,3.96,4.33,3.64,16-17
201627,1.0,0.5,0.5,4.01,4.24,3.78,16-17
201229,1.6,0.9,0.7,4.3,4.62,3.98,16-17
203462,1.1,0.5,0.5,4.52,4.61,4.44,16-17
202620,0.2,0.1,0.1,3.6,4.05,3.61,16-17
203382,1.0,0.5,0.5,4.05,4.13,3.96,16-17
201167,1.8,1.0,0.8,4.09,4.29,3.88,16-17
203085,1.9,1.0,0.9,4.18,4.37,3.98,16-17
202340,2.4,1.2,1.2,4.3,4.47,4.14,16-17
1626253,0.9,0.5,0.5,4.68,4.89,4.27,16-17
1627791,0.2,0.1,0.1,4.26,4.49,3.98,16-17
203463,1.4,0.8,0.7,4.5,4.75,4.24,16-17
2757,1.1,0.6,0.4,4.44,5.08,3.8,16-17
202687,1.5,0.8,0.7,4.15,4.34,3.96,16-17
201933,2.2,1.1,1.0,3.81,4.0,3.62,16-17
1626246,0.6,0.3,0.3,3.96,4.1,3.83,16-17
201628,0.3,0.2,0.1,3.96,4.22,3.69,16-17
1626171,1.2,0.6,0.5,4.43,4.74,4.12,16-17
202711,1.9,1.0,0.9,4.33,4.72,3.96,16-17
2564,1.2,0.7,0.5,4.09,4.38,3.78,16-17
203078,2.4,1.3,1.2,4.19,4.54,3.86,16-17
201148,1.0,0.6,0.5,3.96,4.0,3.9,16-17
101138,0.8,0.4,0.4,4.26,4.43,4.08,16-17
1627742,2.1,1.1,1.0,4.36,4.73,3.99,16-17
201943,1.6,0.9,0.7,4.42,4.81,4.04,16-17
202688,1.6,0.8,0.7,4.41,4.75,4.09,16-17
201575,1.6,0.8,0.8,4.37,4.42,4.32,16-17
203148,0.7,0.4,0.3,4.44,4.77,4.1,16-17
1627362,0.8,0.4,0.4,4.66,4.8,4.51,16-17
1627744,0.2,0.1,0.1,3.9,4.03,3.78,16-17
201572,2.0,1.1,0.9,4.05,4.35,3.76,16-17
203998,0.4,0.2,0.2,4.56,4.89,4.21,16-17
1627854,0.6,0.3,0.3,4.32,4.72,3.9,16-17
1627741,1.8,1.0,0.8,4.66,5.12,4.23,16-17
201228,1.2,0.6,0.5,4.34,4.74,3.96,16-17
203912,0.3,0.2,0.2,4.12,4.44,3.93,16-17
203468,2.6,1.5,1.1,4.49,5.02,3.94,16-17
101139,1.6,0.8,0.7,4.06,4.32,3.8,16-17
1626166,1.1,0.6,0.5,4.32,4.75,3.91,16-17
1627747,1.6,0.8,0.7,4.34,4.75,3.96,16-17
2546,2.2,1.2,1.0,3.86,4.09,3.63,16-17
202718,1.4,0.8,0.6,4.17,4.51,3.81,16-17
101112,1.2,0.7,0.6,3.93,4.22,3.64,16-17
1626184,0.9,0.5,0.4,4.69,5.22,4.2,16-17
1627767,0.9,0.4,0.4,4.41,4.79,4.07,16-17
1627778,0.7,0.4,0.3,3.96,4.33,3.81,16-17
2365,0.6,0.3,0.3,4.01,4.38,3.69,16-17
1626191,0.4,0.2,0.2,4.47,5.44,3.8,16-17
101108,2.1,1.1,0.9,3.95,4.3,3.6,16-17
1626174,0.6,0.3,0.3,4.38,4.66,4.09,16-17
203991,1.7,0.9,0.8,4.23,4.62,3.88,16-17
203469,2.0,1.1,0.9,4.31,4.7,3.93,16-17
202332,0.6,0.3,0.3,4.2,4.5,3.91,16-17
201147,1.1,0.6,0.6,4.32,4.52,4.13,16-17
202709,1.9,1.0,0.9,4.6,4.89,4.3,16-17
201584,2.3,1.2,1.1,4.25,4.42,4.08,16-17
1626245,1.1,0.6,0.5,4.3,4.52,4.08,16-17
