PLAYER_ID,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_FG3A,PULL_UP_PTS,PULL_UP_EFG_PCT,SEASON
203932,0.8,2.1,0.369,0.7,1.7,0.417,21-22
1630565,0.0,0.3,0.0,0.2,0.0,0.0,21-22
1628988,0.7,1.6,0.398,0.5,1.5,0.461,21-22
1630174,0.2,0.6,0.333,0.3,0.5,0.379,21-22
1630598,0.1,0.4,0.263,0.2,0.2,0.316,21-22
1627846,0.0,0.2,0.0,0.2,0.0,0.0,21-22
1630278,0.0,0.0,,,0.0,,21-22
1629678,0.1,0.2,0.333,0.2,0.2,0.444,21-22
1629958,0.0,0.0,,,0.0,,21-22
201143,0.2,0.3,0.524,0.1,0.4,0.619,21-22
202692,1.3,3.5,0.363,1.8,3.2,0.461,21-22
1630758,0.0,0.0,,0.0,0.0,,21-22
1630197,0.4,1.4,0.277,0.4,0.8,0.307,21-22
1627936,0.4,1.3,0.321,0.6,1.0,0.368,21-22
203458,0.0,0.1,0.2,0.0,0.1,0.2,21-22
1628035,0.1,0.6,0.2,0.1,0.2,0.2,21-22
1628993,0.0,0.0,0.0,0.0,0.0,0.0,21-22
1630578,0.1,0.5,0.211,0.2,0.3,0.237,21-22
1629599,0.5,1.3,0.382,0.5,1.1,0.438,21-22
203083,0.0,0.1,0.375,0.0,0.1,0.375,21-22
2738,0.1,0.5,0.118,0.4,0.2,0.147,21-22
203952,1.4,3.9,0.362,1.0,3.1,0.404,21-22
1629014,2.8,7.0,0.406,3.6,6.9,0.494,21-22
203076,1.2,3.9,0.312,0.1,2.5,0.318,21-22
1630162,2.2,6.8,0.325,5.1,6.1,0.446,21-22
1630264,0.0,0.0,,0.0,0.0,,21-22
1630237,0.0,0.0,,0.0,0.0,,21-22
1629717,0.6,1.9,0.288,1.8,1.6,0.423,21-22
1629083,0.0,0.0,,0.0,0.0,,21-22
1630559,0.4,1.1,0.324,0.6,0.8,0.36,21-22
203085,0.2,1.0,0.212,0.8,0.6,0.303,21-22
202340,0.5,1.3,0.372,0.5,1.1,0.455,21-22
1630245,0.7,1.4,0.505,0.1,1.4,0.514,21-22
1629168,0.8,1.5,0.5,0.3,1.5,0.5,21-22
1628389,0.9,2.5,0.353,0.1,1.8,0.353,21-22
203463,0.6,1.7,0.342,1.2,1.5,0.441,21-22
202687,0.0,0.1,0.0,,0.0,0.0,21-22
201933,0.2,0.6,0.355,0.4,0.5,0.452,21-22
1626246,0.3,0.6,0.571,0.0,0.7,0.571,21-22
1626171,0.8,1.9,0.449,0.2,1.8,0.471,21-22
203992,2.0,4.7,0.42,2.5,4.8,0.515,21-22
202711,1.1,3.0,0.362,1.4,2.7,0.45,21-22
1629626,0.1,0.6,0.25,0.0,0.3,0.25,21-22
1630538,1.1,3.1,0.37,2.0,3.0,0.493,21-22
202954,0.5,1.4,0.333,0.4,1.0,0.333,21-22
203078,3.3,8.1,0.41,2.5,7.4,0.458,21-22
1630527,0.9,2.8,0.34,1.1,2.2,0.401,21-22
1629634,0.1,0.4,0.36,0.0,0.3,0.36,21-22
1629164,0.6,1.5,0.364,0.7,1.3,0.436,21-22
1627742,3.5,8.1,0.436,0.9,7.2,0.447,21-22
202688,0.2,1.8,0.111,1.6,0.6,0.167,21-22
1630314,1.3,4.0,0.313,1.9,2.9,0.365,21-22
1630296,0.2,1.0,0.182,0.4,0.5,0.227,21-22
1630271,0.1,0.3,0.333,0.3,0.3,0.5,21-22
201572,0.2,1.2,0.2,0.5,0.6,0.267,21-22
1628971,0.1,0.4,0.25,0.0,0.2,0.266,21-22
1628981,0.0,0.0,1.0,0.0,0.1,1.0,21-22
1627854,1.0,2.4,0.404,0.7,2.2,0.456,21-22
1627741,1.6,4.7,0.346,3.0,4.2,0.445,21-22
1629604,0.2,0.6,0.257,0.1,0.3,0.257,21-22
203468,4.2,9.8,0.429,4.1,9.9,0.502,21-22
101139,0.0,0.0,,,0.0,,21-22
1630595,1.8,5.1,0.354,2.0,4.2,0.412,21-22
1628997,0.4,1.0,0.407,0.5,1.0,0.508,21-22
1629629,0.8,2.8,0.304,1.0,2.0,0.356,21-22
1630560,1.9,4.2,0.443,1.2,4.0,0.479,21-22
1629661,0.2,1.1,0.222,0.4,0.6,0.271,21-22
1630787,0.7,1.3,0.5,0.7,2.0,0.75,21-22
1628419,0.5,0.5,1.0,0.0,1.0,1.0,21-22
1626166,1.2,3.4,0.364,1.7,3.0,0.437,21-22
1627747,2.4,6.6,0.36,2.6,5.4,0.411,21-22
1630637,0.0,0.8,0.0,0.0,0.0,0.0,21-22
2546,1.5,3.3,0.471,0.7,3.3,0.511,21-22
1629035,1.5,3.5,0.429,2.3,3.8,0.536,21-22
1630199,0.1,0.7,0.167,0.2,0.2,0.167,21-22
1630216,0.3,0.7,0.4,0.3,0.6,0.4,21-22
1627760,0.0,0.7,0.0,,0.0,0.0,21-22
1626224,0.6,1.6,0.374,1.1,1.7,0.514,21-22
1628990,0.0,0.0,,,0.0,,21-22
1629646,0.0,0.1,0.5,0.0,0.1,0.5,21-22
1629718,0.0,0.1,0.0,0.0,0.0,0.0,21-22
1630602,0.4,1.4,0.286,0.4,1.0,0.357,21-22
1627767,0.0,0.0,,,0.0,,21-22
1629002,0.4,1.1,0.358,0.3,0.9,0.388,21-22
1628449,0.1,0.5,0.167,0.1,0.2,0.194,21-22
1629185,0.2,0.7,0.261,0.4,0.4,0.326,21-22
1630537,1.7,4.7,0.365,2.0,4.1,0.431,21-22
101108,4.1,8.5,0.481,2.1,8.9,0.519,21-22
1629735,0.0,0.0,,,0.0,,21-22
1626174,0.7,2.0,0.343,1.2,1.8,0.455,21-22
1629643,0.4,1.6,0.264,0.9,1.1,0.336,21-22
203991,0.0,0.0,0.333,0.0,0.0,0.333,21-22
1629632,1.0,2.9,0.362,1.2,2.5,0.427,21-22
1628998,0.2,0.8,0.315,0.2,0.6,0.389,21-22
203469,0.0,0.0,0.0,0.0,0.0,0.0,21-22
1630175,1.9,5.5,0.343,2.4,4.5,0.405,21-22
