PLAYER_ID,PASSES_MADE,PASSES_RECEIVED,SECONDARY_AST,POTENTIAL_AST,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,SEASON
203932,35.9,30.1,0.2,6.8,4.2,0.103,0.117,19-20
1628988,29.1,36.0,0.5,6.6,4.3,0.117,0.148,19-20
1627846,9.2,11.8,0.1,1.2,0.8,0.075,0.089,19-20
1629690,7.1,7.2,0.1,0.7,0.5,0.051,0.064,19-20
1629678,12.2,8.7,0.1,0.8,0.6,0.037,0.047,19-20
201143,41.9,36.7,0.3,6.2,4.6,0.096,0.109,19-20
202329,28.8,15.3,0.1,2.6,1.5,0.041,0.052,19-20
202692,35.4,40.2,0.4,5.3,3.5,0.081,0.099,19-20
1629346,9.3,8.4,0.0,1.2,0.9,0.1,0.1,19-20
1627936,24.2,23.3,0.2,3.5,2.3,0.08,0.096,19-20
203458,23.1,15.7,0.1,1.8,1.0,0.039,0.045,19-20
1628035,11.5,8.3,0.0,0.9,0.5,0.03,0.043,19-20
1628993,7.2,3.5,0.0,0.7,0.5,0.057,0.066,19-20
203459,13.3,13.0,0.1,1.9,1.1,0.067,0.081,19-20
1629019,12.1,16.1,0.1,2.5,1.3,0.097,0.107,19-20
1628518,4.9,2.1,0.0,0.2,0.1,0.045,0.022,19-20
1629599,7.2,8.8,0.0,1.4,0.9,0.109,0.132,19-20
203083,43.0,35.2,0.2,4.6,3.1,0.063,0.071,19-20
2738,24.4,19.5,0.3,5.3,3.2,0.099,0.131,19-20
203460,11.0,8.3,0.0,1.1,0.6,0.052,0.052,19-20
203952,40.5,51.2,0.5,7.4,4.4,0.09,0.109,19-20
1629014,20.3,22.1,0.1,2.6,1.6,0.068,0.08,19-20
1627790,9.6,7.0,0.0,0.5,0.3,0.028,0.033,19-20
203076,38.9,43.4,0.4,5.8,3.9,0.083,0.099,19-20
201229,14.6,10.2,0.1,1.5,0.9,0.052,0.06,19-20
1628499,2.6,3.1,0.0,0.3,0.1,0.034,0.034,19-20
1628394,22.9,15.4,0.0,1.3,0.8,0.029,0.034,19-20
203382,25.0,22.6,0.2,2.7,1.9,0.065,0.075,19-20
203085,22.0,22.8,0.3,3.6,2.2,0.075,0.099,19-20
202340,18.9,22.4,0.2,2.1,1.6,0.068,0.084,19-20
1629168,4.2,5.5,0.0,0.7,0.4,0.071,0.095,19-20
1628389,47.1,45.1,0.4,9.0,5.8,0.108,0.124,19-20
203463,17.0,15.5,0.1,1.5,0.9,0.048,0.056,19-20
1627732,70.6,71.1,1.1,16.0,9.5,0.113,0.135,19-20
202687,25.7,17.2,0.1,1.6,1.1,0.037,0.043,19-20
201933,41.6,46.4,0.2,7.5,3.7,0.076,0.089,19-20
1626246,11.0,9.6,0.0,0.6,0.5,0.041,0.046,19-20
1626171,29.3,23.2,0.2,3.0,1.7,0.051,0.058,19-20
203992,31.7,37.2,0.2,6.0,3.9,0.108,0.124,19-20
202711,23.9,35.9,0.3,3.7,2.7,0.087,0.111,19-20
1629626,7.7,8.3,0.1,1.3,1.1,0.111,0.148,19-20
202954,30.5,30.5,0.3,4.4,2.9,0.083,0.094,19-20
203078,46.2,63.9,0.8,11.3,7.6,0.132,0.164,19-20
1629634,28.6,23.3,0.3,2.8,1.8,0.049,0.065,19-20
1629164,20.4,23.6,0.1,3.6,1.7,0.073,0.085,19-20
1627742,39.9,48.8,0.9,7.9,5.5,0.105,0.138,19-20
202688,25.4,30.6,0.2,4.9,3.2,0.109,0.125,19-20
1628968,3.0,2.3,0.0,0.2,0.0,0.0,0.0,19-20
201572,21.1,22.4,0.1,2.3,1.6,0.069,0.074,19-20
1628971,43.3,43.7,0.5,7.2,4.9,0.092,0.113,19-20
203998,9.2,6.9,0.1,1.0,0.5,0.043,0.054,19-20
1628981,17.1,11.8,0.0,1.4,1.0,0.051,0.058,19-20
1627854,16.7,23.2,0.2,2.7,2.0,0.102,0.121,19-20
1627741,33.9,43.0,0.6,5.4,3.8,0.088,0.111,19-20
203468,40.9,52.2,0.6,8.2,5.3,0.109,0.131,19-20
101139,9.3,13.3,0.1,1.4,1.2,0.129,0.129,19-20
1628997,15.3,16.4,0.3,2.8,1.7,0.083,0.112,19-20
1628403,11.4,7.3,0.1,1.6,1.3,0.101,0.114,19-20
1629629,17.7,22.4,0.1,2.9,1.7,0.085,0.099,19-20
1629661,17.1,14.8,0.2,2.4,1.4,0.07,0.083,19-20
1626166,40.1,39.9,0.4,6.1,3.6,0.075,0.09,19-20
1627747,32.5,44.7,0.6,8.7,5.3,0.136,0.163,19-20
2546,23.3,26.5,0.2,2.8,1.6,0.063,0.071,19-20
1629035,9.1,10.2,0.1,1.1,0.8,0.072,0.084,19-20
1626224,27.5,25.7,0.3,4.7,2.9,0.086,0.105,19-20
1628990,15.8,13.8,0.1,2.2,1.2,0.059,0.077,19-20
202718,12.2,12.0,0.2,1.4,0.8,0.049,0.066,19-20
1629718,3.0,4.0,0.0,0.2,0.2,0.067,0.067,19-20
1626184,14.3,13.0,0.0,2.0,2.0,0.116,0.14,19-20
1627767,14.2,9.4,0.0,1.0,0.6,0.033,0.042,19-20
1629002,7.2,5.6,0.1,0.8,0.7,0.078,0.101,19-20
1628449,13.5,10.1,0.1,0.8,0.5,0.031,0.04,19-20
1629185,26.6,29.0,0.2,6.4,3.6,0.112,0.136,19-20
1629598,8.7,11.5,0.2,1.5,1.0,0.094,0.119,19-20
101108,52.0,59.2,0.8,12.5,8.1,0.13,0.155,19-20
1629735,10.4,6.0,0.0,1.1,0.5,0.047,0.049,19-20
1626174,25.7,21.2,0.1,1.8,1.3,0.038,0.049,19-20
203991,40.9,21.5,0.4,2.6,1.8,0.03,0.043,19-20
1629632,30.7,38.3,0.3,5.2,3.3,0.088,0.106,19-20
1628998,20.5,17.8,0.3,3.9,2.6,0.096,0.129,19-20
203469,35.9,24.4,0.2,2.8,1.8,0.043,0.051,19-20
1629012,38.7,51.8,0.7,6.2,4.1,0.076,0.105,19-20
201147,6.8,4.6,0.0,1.2,0.4,0.059,0.059,19-20
202709,38.2,39.9,0.4,6.6,4.2,0.09,0.109,19-20
201584,9.5,10.0,0.2,1.1,0.7,0.055,0.073,19-20
1626245,18.8,11.5,0.3,1.7,1.0,0.039,0.053,19-20
1626156,56.4,69.1,0.7,11.4,7.8,0.112,0.138,19-20
201571,41.3,49.6,0.6,9.7,5.7,0.111,0.138,19-20
1628391,13.1,9.9,0.0,1.5,0.8,0.052,0.058,19-20
1629610,9.2,8.3,0.0,1.8,0.5,0.059,0.059,19-20
1627745,15.1,9.9,0.1,1.2,0.8,0.042,0.053,19-20
203081,54.6,71.1,1.0,14.3,9.7,0.147,0.177,19-20
1627814,34.1,35.1,0.4,4.5,3.3,0.08,0.096,19-20
1628422,14.2,17.9,0.2,2.2,1.5,0.084,0.107,19-20
1629655,10.0,8.1,0.0,0.6,0.5,0.049,0.053,19-20
1628464,27.6,24.1,0.2,3.0,2.1,0.062,0.075,19-20
201568,34.5,34.7,0.4,2.9,2.4,0.056,0.07,19-20
201980,28.6,21.8,0.3,2.3,1.7,0.047,0.058,19-20
203957,14.1,13.6,0.1,2.1,1.4,0.081,0.098,19-20
1627863,21.7,19.5,0.2,2.9,1.7,0.062,0.079,19-20
203967,34.8,25.4,0.2,3.1,2.2,0.053,0.063,19-20
1629647,16.0,12.1,0.2,1.3,0.9,0.042,0.054,19-20
1629636,43.2,52.2,0.7,7.7,4.9,0.09,0.113,19-20
1629133,3.8,4.8,0.3,0.3,0.5,0.067,0.133,19-20
1628021,6.2,6.2,0.1,0.9,0.6,0.065,0.089,19-20
202722,25.4,24.0,0.1,2.6,2.0,0.067,0.079,19-20
1628368,55.1,69.3,0.7,13.6,8.1,0.125,0.147,19-20
1629631,23.3,25.0,0.3,3.7,2.2,0.076,0.093,19-20
