PLAYER_ID,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,SEASON
1627773,0.3,0.3,0.1,0.5,2.7,2.0,2.1,6.6,16-17
201166,0.6,0.5,0.4,1.4,4.3,3.2,3.2,10.4,16-17
203932,2.2,2.0,2.2,6.2,9.5,7.9,8.0,29.0,16-17
1626151,0.0,0.0,0.0,0.0,1.2,0.8,0.8,3.6,16-17
203940,0.6,0.5,0.2,1.3,2.6,2.4,1.7,6.4,16-17
201143,1.5,1.0,0.6,5.9,10.1,9.4,8.3,29.1,16-17
2744,1.1,1.2,0.1,5.7,4.0,3.0,3.8,11.1,16-17
202329,1.0,1.4,0.8,3.3,9.0,7.4,7.3,25.2,16-17
101187,0.6,0.1,0.0,0.9,2.8,3.0,3.5,9.9,16-17
1626210,0.8,1.7,1.0,5.6,5.1,4.7,4.3,13.3,16-17
202692,1.1,0.6,1.0,2.3,4.9,3.3,3.9,14.5,16-17
203518,1.0,0.5,1.1,0.9,5.4,4.1,3.4,15.7,16-17
203458,0.9,2.2,0.5,5.2,8.2,5.6,6.8,18.6,16-17
1627816,1.8,1.7,0.3,5.7,12.8,8.3,8.2,28.7,16-17
201582,0.4,0.8,0.1,3.3,5.0,4.7,3.8,13.8,16-17
203459,1.8,0.6,1.6,2.4,9.7,7.2,8.0,26.2,16-17
202087,0.0,0.1,0.0,0.5,2.6,1.9,2.0,6.2,16-17
101161,0.7,1.4,0.4,4.6,5.7,5.8,5.3,17.7,16-17
2760,0.1,0.6,0.3,0.6,3.4,2.1,2.2,6.3,16-17
203083,1.9,4.4,1.2,10.9,8.1,6.6,6.5,26.8,16-17
2738,1.3,0.6,1.9,3.2,8.7,7.9,7.4,24.5,16-17
203460,1.6,1.0,1.5,4.3,10.8,7.4,6.6,28.5,16-17
101106,0.6,1.1,0.0,2.7,6.9,4.3,5.6,14.5,16-17
1626150,1.1,0.3,0.6,1.6,6.5,4.9,6.2,15.4,16-17
203094,0.4,0.5,0.1,1.5,3.9,3.1,2.8,8.0,16-17
203952,3.3,2.5,2.7,9.3,13.5,10.0,10.9,35.5,16-17
203461,0.3,1.3,0.2,2.2,5.3,4.5,4.3,12.3,16-17
1626148,0.6,1.5,0.7,1.1,3.5,3.3,3.6,12.5,16-17
203076,3.5,3.8,2.2,12.9,12.0,8.8,9.6,31.9,16-17
201627,0.6,0.9,0.4,1.4,4.9,3.6,4.0,14.3,16-17
201229,1.1,0.6,0.4,1.7,8.3,5.7,6.6,19.5,16-17
203462,0.9,0.8,1.5,3.7,6.1,4.1,3.8,13.2,16-17
202620,0.0,0.0,0.0,0.5,1.5,1.1,0.8,3.3,16-17
203382,0.7,1.4,0.3,3.1,4.0,3.3,3.6,12.2,16-17
201167,1.0,0.6,0.4,2.1,9.7,6.6,9.0,23.1,16-17
203085,1.6,0.5,1.3,5.2,8.6,7.4,8.5,25.8,16-17
202340,3.3,2.0,1.7,5.8,10.6,10.3,8.9,31.4,16-17
1626253,0.0,0.0,0.0,0.5,4.3,4.0,4.0,13.5,16-17
1627791,0.0,0.0,0.0,0.0,2.7,2.3,2.0,5.3,16-17
203463,1.2,0.7,1.4,2.4,7.1,4.6,5.6,15.4,16-17
2757,0.6,0.4,0.7,2.2,3.7,2.7,3.0,11.2,16-17
202687,0.7,1.2,0.5,4.2,7.6,6.1,5.7,20.1,16-17
