PLAYER_ID,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,SEASON
201166,0.3,0.3,0.1,0.6,2.4,1.7,1.1,5.1,17-18
203932,2.7,2.1,2.5,7.2,11.5,8.4,9.0,35.3,17-18
1626151,0.8,1.0,1.2,1.6,7.2,6.7,7.2,25.3,17-18
1628935,0.0,0.0,0.0,4.0,11.0,6.0,7.0,36.0,17-18
1627846,0.6,0.7,0.4,1.0,4.8,2.3,3.0,9.8,17-18
203940,1.0,1.2,0.0,1.2,3.0,3.2,2.6,8.4,17-18
201143,1.8,1.1,0.5,5.7,10.0,7.2,6.8,28.0,17-18
2744,0.9,0.8,0.1,4.3,3.6,3.8,3.3,12.6,17-18
202329,1.6,1.2,0.8,2.9,9.0,7.6,7.5,26.9,17-18
1626210,0.4,0.4,0.0,2.8,4.6,2.8,2.2,10.8,17-18
202692,1.5,0.6,0.9,3.0,5.8,3.6,3.1,14.8,17-18
1628409,0.3,0.3,0.6,0.8,2.8,2.8,2.8,9.8,17-18
203518,0.8,0.6,0.7,0.8,4.3,4.3,3.2,13.5,17-18
1627936,0.6,0.4,0.7,1.8,5.6,3.8,4.3,15.7,17-18
203458,1.1,2.4,0.2,5.9,7.7,5.6,5.6,19.2,17-18
1627816,0.1,0.0,0.1,0.6,0.8,1.3,1.1,4.8,17-18
1628035,0.0,0.1,0.0,0.6,1.1,1.6,0.4,3.7,17-18
203459,2.0,1.2,1.1,2.5,9.7,8.4,6.9,29.6,17-18
101161,0.6,1.1,0.2,3.4,6.6,3.7,3.7,14.2,17-18
203083,2.2,5.3,1.2,11.7,11.2,8.2,7.6,31.4,17-18
2738,1.2,0.5,1.5,2.9,10.0,7.1,6.5,24.4,17-18
201281,0.0,1.5,1.5,2.0,7.5,4.0,1.0,35.0,17-18
203460,1.2,1.1,1.1,4.1,7.9,5.1,5.2,21.3,17-18
101106,0.2,0.9,0.1,1.3,3.5,2.7,2.3,7.8,17-18
1626150,1.4,0.6,1.2,3.5,7.6,5.2,7.4,19.3,17-18
1628510,0.7,0.4,0.9,0.8,6.3,3.9,4.1,12.3,17-18
203952,2.8,1.9,1.8,8.2,11.1,9.7,9.9,33.8,17-18
1627790,0.4,1.0,0.0,3.0,2.6,1.7,1.4,6.9,17-18
1626148,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,17-18
203076,4.2,4.5,3.6,15.4,12.2,10.6,10.9,34.8,17-18
201229,1.4,0.8,1.0,1.4,6.3,4.7,4.3,19.0,17-18
