PLAYER_ID,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_FG3A,PULL_UP_PTS,PULL_UP_EFG_PCT,SEASON
201985,1.3,3.2,0.41,1.1,2.8,0.44,14-15
201166,1.4,3.6,0.391,1.8,3.5,0.481,14-15
203932,0.1,0.4,0.3,0.0,0.3,0.325,14-15
203940,0.3,0.7,0.435,0.0,0.6,0.435,14-15
201143,0.2,0.5,0.405,0.0,0.4,0.405,14-15
2744,0.5,1.5,0.34,0.0,1.1,0.345,14-15
202329,0.1,0.3,0.381,0.0,0.2,0.381,14-15
101187,0.5,1.4,0.34,0.6,1.1,0.403,14-15
202692,1.6,4.3,0.365,0.9,3.4,0.4,14-15
203945,0.0,0.0,,,0.0,,14-15
203458,0.1,0.2,0.308,0.0,0.1,0.308,14-15
203144,0.9,2.7,0.319,1.6,2.2,0.416,14-15
201582,0.2,0.3,0.565,,0.4,0.565,14-15
203459,0.0,0.5,0.083,0.1,0.1,0.083,14-15
202087,0.1,0.4,0.182,0.1,0.1,0.182,14-15
2405,0.1,0.4,0.333,0.0,0.2,0.333,14-15
101161,0.0,0.0,0.667,0.0,0.1,0.667,14-15
2760,0.2,0.2,0.667,0.0,0.3,0.667,14-15
203958,0.0,0.3,0.0,0.3,0.0,0.0,14-15
203083,0.1,0.3,0.273,0.0,0.1,0.273,14-15
2738,0.5,1.4,0.381,0.3,1.2,0.429,14-15
1889,0.5,1.1,0.451,0.1,1.0,0.456,14-15
203460,0.0,0.1,0.2,0.1,0.0,0.3,14-15
200745,0.8,1.8,0.442,0.0,1.6,0.442,14-15
1905,0.0,0.0,,,0.0,,14-15
101106,0.1,0.3,0.278,,0.1,0.278,14-15
203094,0.2,0.4,0.529,0.1,0.5,0.559,14-15
203952,1.3,4.1,0.315,0.3,2.6,0.323,14-15
203461,0.2,0.6,0.273,0.0,0.3,0.273,14-15
203076,1.3,3.0,0.423,0.0,2.5,0.423,14-15
201627,0.8,1.9,0.435,0.3,1.7,0.446,14-15
201229,0.0,0.1,0.3,0.1,0.1,0.3,14-15
203462,0.2,0.8,0.281,0.2,0.5,0.297,14-15
202620,0.0,0.0,,,0.0,,14-15
203382,0.0,0.0,0.333,0.0,0.0,0.333,14-15
201167,1.6,3.5,0.442,0.5,3.2,0.46,14-15
201948,0.3,0.9,0.367,0.1,0.7,0.4,14-15
203085,0.5,1.7,0.305,0.3,1.1,0.328,14-15
202340,1.9,4.6,0.399,0.9,4.0,0.429,14-15
2732,1.2,2.7,0.43,0.7,2.5,0.467,14-15
203463,0.8,1.9,0.413,0.6,1.8,0.468,14-15
2757,1.5,3.1,0.492,0.3,3.1,0.5,14-15
203108,0.0,0.0,,,0.0,,14-15
202687,0.0,0.0,,,0.0,,14-15
201933,1.0,2.6,0.366,0.1,2.0,0.374,14-15
202711,0.4,1.1,0.36,0.3,0.9,0.382,14-15
2564,0.4,1.0,0.378,0.1,0.8,0.396,14-15
203078,1.8,4.9,0.36,0.7,3.8,0.386,14-15
201148,0.0,0.2,0.25,0.0,0.1,0.25,14-15
101138,0.5,1.2,0.432,0.0,1.0,0.432,14-15
203561,0.2,0.4,0.545,0.1,0.4,0.545,14-15
201943,2.3,6.4,0.359,3.2,5.7,0.447,14-15
202688,2.2,6.0,0.372,2.0,5.2,0.436,14-15
201575,0.1,0.5,0.235,0.1,0.2,0.235,14-15
2217,0.0,0.0,0.0,,0.0,0.0,14-15
203148,1.2,3.1,0.395,1.0,2.8,0.451,14-15
201572,0.5,1.3,0.378,0.0,0.9,0.378,14-15
203998,0.1,0.4,0.333,0.1,0.4,0.5,14-15
203955,0.9,2.2,0.424,0.5,2.1,0.47,14-15
201228,1.2,2.9,0.398,0.9,2.6,0.446,14-15
203912,0.2,0.3,0.667,0.1,0.5,0.833,14-15
203468,0.8,2.0,0.402,0.4,1.8,0.441,14-15
101139,0.9,2.3,0.379,0.8,1.9,0.419,14-15
203946,0.0,0.1,0.0,,0.0,0.0,14-15
201171,0.3,0.4,0.6,,0.5,0.6,14-15
2430,0.9,2.0,0.434,,1.8,0.434,14-15
2546,2.5,6.9,0.369,1.2,5.4,0.394,14-15
2406,0.8,1.7,0.441,0.4,1.7,0.474,14-15
201858,0.2,0.5,0.417,0.2,0.5,0.458,14-15
202718,0.8,1.9,0.448,0.7,2.0,0.532,14-15
101112,0.1,0.5,0.282,0.1,0.3,0.295,14-15
101111,0.2,0.4,0.44,0.1,0.4,0.5,14-15
201978,0.2,0.6,0.357,0.1,0.4,0.357,14-15
2365,0.0,0.1,0.0,0.0,0.0,0.0,14-15
2547,1.8,4.0,0.441,0.2,3.6,0.446,14-15
203142,0.2,1.0,0.231,0.5,0.6,0.269,14-15
201604,0.0,0.1,0.0,0.0,0.0,0.0,14-15
203187,0.2,0.5,0.333,0.2,0.4,0.4,14-15
2549,0.2,0.4,0.448,,0.4,0.448,14-15
101108,4.6,9.6,0.476,2.6,10.1,0.528,14-15
101236,0.0,0.0,,,0.0,,14-15
203921,0.3,0.7,0.448,0.2,0.7,0.483,14-15
203991,0.0,0.0,,,0.0,,14-15
203469,0.1,0.3,0.368,0.0,0.2,0.368,14-15
202332,0.0,0.1,0.222,,0.1,0.222,14-15
201147,0.5,1.6,0.325,0.3,1.1,0.349,14-15
203928,0.1,0.4,0.389,0.0,0.3,0.389,14-15
202709,0.7,1.5,0.45,0.1,1.4,0.458,14-15
201584,1.2,2.6,0.453,0.1,2.4,0.46,14-15
201571,1.0,2.7,0.355,1.4,2.4,0.443,14-15
2563,0.0,0.2,0.167,0.0,0.1,0.167,14-15
203081,2.6,7.0,0.373,3.9,6.5,0.466,14-15
204014,0.3,0.7,0.404,0.2,0.6,0.447,14-15
201568,0.7,2.0,0.342,0.7,1.6,0.396,14-15
101122,0.3,0.7,0.429,0.1,0.6,0.452,14-15
201980,0.7,2.1,0.326,1.0,1.7,0.392,14-15
201967,0.1,0.3,0.25,0.0,0.2,0.25,14-15
203957,0.2,0.9,0.189,0.3,0.4,0.236,14-15
203121,0.2,0.8,0.25,0.0,0.4,0.25,14-15
202721,0.2,1.1,0.195,0.3,0.4,0.207,14-15
201589,0.2,0.6,0.394,0.1,0.4,0.394,14-15
201954,2.7,6.0,0.454,1.6,6.1,0.506,14-15
101135,0.1,0.4,0.333,0.0,0.2,0.333,14-15
204065,0.3,1.0,0.333,0.3,0.7,0.333,14-15
204033,0.0,0.0,,0.0,0.0,,14-15
2561,0.4,1.3,0.322,0.0,0.8,0.322,14-15
201599,0.0,0.0,0.333,0.0,0.0,0.5,14-15
201971,0.0,0.2,0.2,,0.1,0.2,14-15
201942,2.8,7.7,0.368,0.3,5.7,0.371,14-15
202326,0.9,2.5,0.372,0.0,1.8,0.372,14-15
201960,0.3,1.0,0.353,0.3,0.7,0.382,14-15
203471,1.0,2.5,0.419,0.7,2.4,0.476,14-15
101114,1.4,4.1,0.338,1.1,3.1,0.374,14-15
202324,0.2,0.8,0.288,0.0,0.5,0.288,14-15
201565,2.4,6.8,0.352,2.6,5.5,0.405,14-15
202682,0.3,1.1,0.298,0.3,0.8,0.333,14-15
2734,0.6,1.8,0.348,0.9,1.6,0.428,14-15
203906,0.2,0.4,0.5,0.1,0.4,0.5,14-15
203473,0.0,0.0,0.0,0.0,0.0,0.0,14-15
203079,1.5,4.0,0.363,0.7,3.1,0.384,14-15
1717,1.5,3.3,0.464,0.2,3.1,0.478,14-15
202388,0.7,2.1,0.321,1.0,1.6,0.388,14-15
202700,0.1,0.2,0.5,0.0,0.2,0.536,14-15
2748,0.1,0.7,0.188,0.2,0.3,0.234,14-15
203926,0.1,0.4,0.385,0.1,0.3,0.423,14-15
203110,0.2,0.6,0.298,0.1,0.4,0.309,14-15
2400,0.3,0.7,0.368,0.1,0.6,0.382,14-15
204079,0.0,0.2,0.0,0.0,0.0,0.0,14-15
202779,1.7,3.3,0.5,1.2,4.0,0.6,14-15
2730,0.0,0.0,,0.0,0.0,,14-15
203939,0.0,0.1,0.0,0.0,0.0,0.0,14-15
2548,3.2,8.3,0.393,1.0,6.8,0.411,14-15
202734,0.3,0.8,0.442,0.1,0.7,0.465,14-15
2853,0.0,0.2,0.0,0.0,0.0,0.0,14-15
201947,0.2,0.6,0.333,0.1,0.4,0.333,14-15
202334,0.0,0.1,0.5,,0.1,0.5,14-15
202327,0.0,0.1,0.0,,0.0,0.0,14-15
203901,0.5,1.5,0.333,0.1,1.0,0.337,14-15
202407,0.2,0.8,0.263,0.2,0.4,0.276,14-15
202343,0.2,0.8,0.3,0.2,0.5,0.35,14-15
1882,0.1,0.2,0.25,0.0,0.1,0.25,14-15
202683,0.1,0.3,0.421,0.0,0.2,0.447,14-15
202339,1.9,4.8,0.397,1.5,4.3,0.45,14-15
201569,0.9,2.8,0.337,0.9,2.1,0.385,14-15
203961,0.0,0.0,,,0.0,,14-15
203475,0.6,1.6,0.348,0.1,1.1,0.355,14-15
101141,0.3,0.8,0.37,0.2,0.7,0.435,14-15
203095,0.8,2.3,0.331,1.1,1.9,0.414,14-15
202323,1.8,4.2,0.436,0.3,3.7,0.446,14-15
203105,0.0,0.0,0.0,,0.0,0.0,14-15
101128,0.1,0.8,0.091,0.4,0.2,0.136,14-15
203128,0.0,0.0,0.0,0.0,0.0,0.0,14-15
203539,0.0,2.3,0.0,0.0,0.0,0.0,14-15
