PLAYER_ID,OREB_CHANCE_PCT,DREB_CHANCE_PCT,REB_CHANCE_PCT_ADJ,SEASON
201985,0.375,0.634,0.593,14-15
201166,0.227,0.493,0.428,14-15
203932,0.43,0.597,0.577,14-15
203940,0.414,0.61,0.574,14-15
201143,0.494,0.584,0.599,14-15
2744,0.418,0.641,0.624,14-15
202329,0.465,0.592,0.604,14-15
101187,0.261,0.575,0.538,14-15
202692,0.229,0.583,0.507,14-15
203945,0.5,0.0,0.5,14-15
203458,0.433,0.536,0.544,14-15
203144,0.295,0.623,0.527,14-15
201582,0.471,0.637,0.598,14-15
203459,0.219,0.559,0.51,14-15
202087,0.346,0.594,0.5,14-15
2405,0.385,0.545,0.509,14-15
101161,0.417,0.471,0.489,14-15
2760,0.399,0.514,0.499,14-15
203958,0.0,0.667,1.0,14-15
203083,0.557,0.67,0.649,14-15
2738,0.299,0.595,0.529,14-15
1889,0.289,0.655,0.529,14-15
203460,0.294,0.619,0.523,14-15
200745,0.368,0.572,0.536,14-15
1905,0.333,0.667,0.667,14-15
101106,0.522,0.57,0.594,14-15
203094,0.395,0.508,0.529,14-15
203952,0.312,0.526,0.444,14-15
203461,0.405,0.631,0.587,14-15
203076,0.481,0.716,0.667,14-15
201627,0.408,0.692,0.646,14-15
201229,0.386,0.476,0.494,14-15
203462,0.318,0.56,0.463,14-15
202620,0.467,0.778,0.636,14-15
203382,0.351,0.565,0.502,14-15
201167,0.235,0.62,0.561,14-15
201948,0.417,0.631,0.641,14-15
203085,0.248,0.49,0.458,14-15
202340,0.254,0.515,0.473,14-15
2732,0.188,0.613,0.543,14-15
203463,0.208,0.488,0.456,14-15
2757,0.29,0.515,0.5,14-15
203108,0.486,0.538,0.557,14-15
202687,0.414,0.554,0.524,14-15
201933,0.4,0.562,0.547,14-15
202711,0.305,0.639,0.525,14-15
2564,0.345,0.525,0.514,14-15
203078,0.31,0.603,0.527,14-15
201148,0.52,0.489,0.542,14-15
101138,0.451,0.583,0.569,14-15
203561,0.487,0.464,0.506,14-15
201943,0.228,0.522,0.443,14-15
202688,0.214,0.53,0.49,14-15
201575,0.333,0.638,0.621,14-15
2217,0.353,0.676,0.63,14-15
203148,0.26,0.565,0.551,14-15
201572,0.54,0.557,0.583,14-15
203998,0.25,0.5,0.4,14-15
203955,0.5,0.652,0.621,14-15
201228,0.25,0.541,0.517,14-15
203912,0.333,0.5,0.467,14-15
203468,0.292,0.546,0.514,14-15
101139,0.188,0.598,0.536,14-15
203946,0.5,0.286,0.421,14-15
201171,0.413,0.585,0.544,14-15
2430,0.357,0.649,0.578,14-15
2546,0.447,0.645,0.61,14-15
2406,0.179,0.538,0.48,14-15
201858,0.0,0.864,0.731,14-15
202718,0.272,0.564,0.493,14-15
101112,0.466,0.575,0.603,14-15
101111,0.5,0.672,0.654,14-15
201978,0.32,0.607,0.56,14-15
2365,0.349,0.532,0.508,14-15
2547,0.362,0.588,0.578,14-15
203142,0.311,0.657,0.569,14-15
201604,0.167,0.846,0.632,14-15
203187,0.258,0.54,0.505,14-15
2549,0.449,0.593,0.566,14-15
101108,0.252,0.55,0.503,14-15
101236,0.4,0.493,0.505,14-15
203921,0.314,0.5,0.495,14-15
203991,0.556,0.634,0.667,14-15
203469,0.34,0.55,0.504,14-15
202332,0.431,0.624,0.58,14-15
201147,0.35,0.553,0.51,14-15
203928,0.452,0.573,0.549,14-15
202709,0.289,0.58,0.508,14-15
201584,0.241,0.54,0.494,14-15
201571,0.183,0.603,0.495,14-15
2563,0.2,1.111,0.786,14-15
203081,0.216,0.54,0.487,14-15
204014,0.286,0.684,0.566,14-15
201568,0.248,0.56,0.508,14-15
101122,0.345,0.434,0.451,14-15
201980,0.34,0.518,0.518,14-15
201967,0.338,0.555,0.502,14-15
203957,0.38,0.488,0.482,14-15
203121,0.0,1.0,1.0,14-15
202721,0.389,0.606,0.563,14-15
201589,0.505,0.459,0.51,14-15
201954,0.2,0.541,0.477,14-15
101135,0.42,0.633,0.572,14-15
204065,0.0,1.0,0.667,14-15
204033,0.5,0.0,0.4,14-15
2561,0.462,0.612,0.601,14-15
201599,0.534,0.713,0.674,14-15
201971,0.308,0.656,0.538,14-15
201942,0.263,0.636,0.56,14-15
202326,0.412,0.671,0.606,14-15
201960,0.375,0.619,0.571,14-15
203471,0.232,0.508,0.454,14-15
101114,0.225,0.524,0.482,14-15
202324,0.452,0.572,0.561,14-15
201565,0.217,0.486,0.408,14-15
202682,0.345,0.696,0.615,14-15
2734,0.206,0.528,0.496,14-15
203906,0.385,0.703,0.633,14-15
203473,0.603,0.625,0.673,14-15
203079,0.268,0.568,0.483,14-15
1717,0.282,0.613,0.593,14-15
202388,0.25,0.618,0.593,14-15
202700,0.361,0.445,0.441,14-15
2748,0.368,0.667,0.663,14-15
203926,0.286,0.712,0.652,14-15
203110,0.485,0.624,0.63,14-15
2400,0.436,0.621,0.569,14-15
204079,0.438,0.478,0.5,14-15
202779,0.182,0.556,0.429,14-15
2730,0.414,0.658,0.61,14-15
203939,0.419,0.727,0.602,14-15
2548,0.322,0.516,0.471,14-15
202734,0.293,0.576,0.489,14-15
2853,0.378,0.467,0.475,14-15
201947,0.2,0.629,0.639,14-15
202334,0.46,0.6,0.575,14-15
202327,0.5,0.613,0.619,14-15
203901,0.294,0.575,0.475,14-15
202407,0.406,0.526,0.556,14-15
202343,0.0,0.615,0.5,14-15
1882,0.444,0.503,0.538,14-15
202683,0.418,0.589,0.535,14-15
202339,0.289,0.531,0.499,14-15
201569,0.283,0.582,0.523,14-15
203961,0.0,0.0,0.0,14-15
203475,0.583,0.667,0.674,14-15
101141,0.392,0.564,0.533,14-15
203095,0.23,0.563,0.478,14-15
202323,0.217,0.629,0.57,14-15
203105,0.405,0.516,0.495,14-15
101128,0.231,0.636,0.531,14-15
203128,0.453,0.616,0.57,14-15
203539,0.0,1.0,0.5,14-15
202066,0.471,0.52,0.545,14-15
203914,0.362,0.558,0.504,14-15
202390,0.194,0.567,0.506,14-15
201588,0.281,0.602,0.563,14-15
101123,0.327,0.575,0.539,14-15
201945,0.248,0.594,0.53,14-15
2222,0.405,0.635,0.576,14-15
203507,0.329,0.631,0.58,14-15
203540,0.15,0.565,0.475,14-15
