PLAYER_ID,SEASON
201166,15-16
203932,15-16
1626151,15-16
203940,15-16
201143,15-16
2744,15-16
202329,15-16
101187,15-16
1626210,15-16
202692,15-16
203458,15-16
1627293,15-16
201582,15-16
203459,15-16
202087,15-16
2405,15-16
101161,15-16
2760,15-16
203083,15-16
2738,15-16
1889,15-16
203460,15-16
200745,15-16
101106,15-16
202726,15-16
203094,15-16
203952,15-16
203461,15-16
1626148,15-16
203076,15-16
201627,15-16
201229,15-16
203462,15-16
203382,15-16
201167,15-16
203085,15-16
202340,15-16
1626253,15-16
203463,15-16
2757,15-16
202687,15-16
201933,15-16
1626246,15-16
1626171,15-16
202711,15-16
2564,15-16
203078,15-16
201148,15-16
1626183,15-16
101138,15-16
201943,15-16
202688,15-16
201575,15-16
203148,15-16
1627362,15-16
201572,15-16
203998,15-16
203955,15-16
1626214,15-16
201228,15-16
203912,15-16
203468,15-16
101139,15-16
203946,15-16
1626166,15-16
201171,15-16
2546,15-16
2406,15-16
202718,15-16
101112,15-16
101111,15-16
201978,15-16
2365,15-16
2547,15-16
203142,15-16
203187,15-16
2549,15-16
1626191,15-16
101108,15-16
1626174,15-16
101236,15-16
203921,15-16
1626146,15-16
203991,15-16
203469,15-16
202332,15-16
201147,15-16
203928,15-16
202709,15-16
1626262,15-16
201584,15-16
1626245,15-16
1626156,15-16
201571,15-16
2563,15-16
203081,15-16
203996,15-16
204014,15-16
201568,15-16
201980,15-16
201967,15-16
201589,15-16
201954,15-16
1626199,15-16
101135,15-16
2561,15-16
201599,15-16
201971,15-16
201942,15-16
202326,15-16
201960,15-16
1626153,15-16
203471,15-16
101114,15-16
202324,15-16
201565,15-16
202682,15-16
1626164,15-16
2734,15-16
203906,15-16
203473,15-16
203079,15-16
1717,15-16
202388,15-16
202700,15-16
203926,15-16
203110,15-16
2400,15-16
1626251,15-16
2730,15-16
203939,15-16
2548,15-16
202734,15-16
202334,15-16
204002,15-16
203901,15-16
202407,15-16
202343,15-16
1882,15-16
1626144,15-16
202683,15-16
202339,15-16
201569,15-16
203961,15-16
203475,15-16
101141,15-16
203095,15-16
202323,15-16
203105,15-16
1626163,15-16
202066,15-16
203914,15-16
202390,15-16
201588,15-16
101123,15-16
201945,15-16
203507,15-16
203922,15-16
201609,15-16
202330,15-16
203476,15-16
202328,15-16
202962,15-16
202349,15-16
203084,15-16
202355,15-16
203156,15-16
203138,15-16
203546,15-16
101133,15-16
202697,15-16
203477,15-16
202738,15-16
202397,15-16
200826,15-16
201581,15-16
1626266,15-16
200755,15-16
2747,15-16
203960,15-16
203210,15-16
201580,15-16
203953,15-16
203109,15-16
1626143,15-16
2037,15-16
2749,15-16
202341,15-16
203516,15-16
201935,15-16
201949,15-16
2592,15-16
203949,15-16
203923,15-16
203099,15-16
201162,15-16
203096,15-16
204067,15-16
1626185,15-16
203950,15-16
101127,15-16
201160,15-16
1891,15-16
201574,15-16
201965,15-16
201145,15-16
201952,15-16
203481,15-16
203924,15-16
202379,15-16
203087,15-16
202391,15-16
1626170,15-16
201573,15-16
202690,15-16
202710,15-16
201149,15-16
201975,15-16
203925,15-16
204060,15-16
2207,15-16
1626202,15-16
201202,15-16
203530,15-16
203089,15-16
203098,15-16
202322,15-16
203948,15-16
202720,15-16
201973,15-16
202685,15-16
203613,15-16
203919,15-16
203903,15-16
200770,15-16
202706,15-16
201941,15-16
203895,15-16
1626175,15-16
203268,15-16
101181,15-16
203962,15-16
201177,15-16
1626196,15-16
2746,15-16
201950,15-16
203944,15-16
1626147,15-16
202712,15-16
203200,15-16
1626159,15-16
203994,15-16
203909,15-16
1626157,15-16
202695,15-16
203951,15-16
203482,15-16
1626162,15-16
