PLAYER_ID,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,SEASON
201166,12.6,4.1,1.1,5.25,5.14,0.186,0.0,0.0,0.1,17-18
203932,59.9,31.8,2.4,2.44,1.65,0.294,1.8,2.3,3.9,17-18
1626151,29.2,17.7,1.1,2.35,1.63,0.228,1.0,0.0,0.3,17-18
1628935,62.0,24.0,4.8,4.65,4.06,0.129,1.0,0.0,4.0,17-18
1627846,13.3,9.9,0.5,2.31,1.46,0.233,0.1,0.1,0.5,17-18
203940,12.4,6.8,0.4,1.77,0.68,0.339,1.0,0.6,1.0,17-18
201143,63.5,40.0,2.3,2.2,1.06,0.201,3.1,5.2,3.8,17-18
2744,26.7,15.9,0.8,1.76,0.42,0.262,2.4,3.8,2.0,17-18
202329,36.0,19.2,1.2,1.97,1.0,0.259,0.9,0.2,2.1,17-18
1626210,23.4,15.6,0.6,1.66,0.54,0.171,5.0,2.2,2.8,17-18
202692,25.9,17.1,1.3,3.0,2.5,0.298,0.4,0.0,0.5,17-18
1628409,16.5,10.3,0.4,1.38,0.34,0.249,0.6,0.2,1.1,17-18
203518,15.0,9.5,0.5,1.92,1.14,0.318,0.2,0.0,0.4,17-18
1627936,29.5,10.5,2.1,4.26,3.7,0.123,0.3,0.0,0.6,17-18
203458,32.1,19.0,0.8,1.47,0.35,0.265,4.0,1.8,6.3,17-18
1627816,5.1,2.9,0.1,1.56,0.63,0.203,0.1,0.0,0.7,17-18
1628035,4.6,2.9,0.1,1.84,0.95,0.328,0.0,0.0,0.1,17-18
203459,43.2,32.3,1.2,1.67,0.79,0.305,0.5,0.0,0.7,17-18
101161,26.9,18.8,0.6,1.38,0.46,0.172,4.0,0.5,4.4,17-18
203083,52.3,39.1,1.8,2.07,0.82,0.287,5.4,3.4,11.7,17-18
2738,44.3,23.4,2.3,3.05,2.01,0.135,1.2,1.0,1.8,17-18
201281,34.0,25.0,0.9,1.57,1.13,0.353,0.0,0.5,0.5,17-18
203460,24.5,14.3,0.5,1.28,0.41,0.2,0.9,0.0,3.9,17-18
101106,15.1,8.2,0.4,1.69,0.53,0.099,1.3,0.3,2.0,17-18
1626150,54.4,25.1,4.3,4.77,4.36,0.175,0.5,0.0,0.4,17-18
1628510,15.3,11.3,0.5,1.81,1.02,0.3,0.3,0.0,0.4,17-18
203952,42.5,31.7,2.1,2.9,1.95,0.416,0.5,2.5,2.3,17-18
1627790,8.7,4.8,0.2,1.7,0.48,0.427,1.0,0.9,2.3,17-18
1626148,5.0,2.0,0.2,2.32,1.8,0.6,0.0,0.0,0.0,17-18
203076,71.7,43.9,2.3,1.93,0.85,0.392,4.4,6.4,10.1,17-18
201229,46.1,20.4,1.0,1.34,0.28,0.193,0.7,0.1,1.0,17-18
1628469,18.4,14.8,0.8,2.73,2.2,0.431,0.2,0.0,0.4,17-18
1628499,5.9,4.3,0.2,1.91,1.19,0.23,0.1,0.0,0.5,17-18
203382,28.2,19.1,0.7,1.54,0.38,0.21,3.0,1.4,4.6,17-18
201167,14.1,10.9,0.5,2.03,1.01,0.24,0.3,1.1,0.2,17-18
203085,68.9,33.0,5.2,4.52,4.03,0.219,0.6,0.0,1.0,17-18
202340,40.3,34.8,1.4,2.08,1.33,0.354,1.2,0.0,1.4,17-18
1628389,27.3,20.1,1.0,2.16,0.77,0.256,5.0,2.7,4.8,17-18
203463,27.9,19.0,0.9,1.91,1.13,0.27,0.9,0.0,1.4,17-18
1628500,4.0,1.5,0.1,1.12,0.37,0.0,0.0,0.0,0.5,17-18
1627732,95.0,34.0,7.0,4.45,3.54,0.166,1.3,3.2,4.6,17-18
202687,30.3,15.1,0.8,1.52,0.28,0.189,2.9,0.5,5.3,17-18
201933,86.3,51.0,4.0,2.81,1.95,0.248,3.9,6.4,3.2,17-18
1626246,13.3,8.8,0.4,1.65,0.36,0.453,1.1,3.2,4.5,17-18
201628,12.0,6.5,0.9,4.41,3.91,0.209,0.1,0.0,0.0,17-18
1626171,43.0,27.3,1.3,1.76,0.85,0.307,2.2,2.6,4.3,17-18
203992,48.8,33.4,2.5,3.13,2.31,0.241,0.7,0.3,1.0,17-18
202711,36.1,29.3,1.3,2.09,1.18,0.395,0.9,0.3,0.9,17-18
203078,70.2,43.0,4.6,3.94,3.27,0.323,0.8,0.4,1.4,17-18
201148,19.7,11.3,0.5,1.61,0.59,0.252,1.8,0.5,3.7,17-18
1627742,56.7,34.4,3.7,3.94,2.94,0.284,1.0,0.9,2.3,17-18
201943,36.7,11.9,2.9,4.69,4.6,0.142,0.1,0.1,0.1,17-18
203464,11.3,8.0,0.4,1.98,1.1,0.204,0.2,0.0,0.3,17-18
1627362,27.2,9.0,1.9,4.15,3.77,0.102,0.2,0.1,0.5,17-18
1627744,9.9,4.8,0.2,1.44,0.42,0.242,0.7,0.3,0.9,17-18
201572,37.2,26.1,1.1,1.74,0.54,0.349,3.0,5.5,3.1,17-18
203998,13.5,6.4,0.3,1.27,0.27,0.16,0.3,0.7,0.8,17-18
1627854,21.5,16.4,0.8,2.33,1.74,0.322,0.3,0.0,0.2,17-18
1627741,38.6,27.2,1.8,2.73,2.09,0.35,0.5,0.0,0.8,17-18
203710,20.6,14.7,0.7,2.03,1.21,0.267,0.1,0.0,0.7,17-18
203468,59.0,31.1,4.5,4.53,4.14,0.362,0.5,0.0,0.8,17-18
101139,22.8,17.1,0.6,1.63,0.83,0.439,0.2,0.0,0.2,17-18
