PLAYER_ID,PASSES_MADE,PASSES_RECEIVED,SECONDARY_AST,POTENTIAL_AST,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,SEASON
203932,26.9,30.4,0.5,4.4,3.2,0.093,0.118,21-22
1630565,1.2,1.8,0.0,0.2,0.2,0.0,0.143,21-22
1628988,23.5,25.8,0.4,4.8,3.0,0.103,0.13,21-22
1630174,10.9,8.3,0.1,0.9,0.5,0.039,0.046,21-22
1630598,16.1,17.7,0.1,2.6,1.5,0.084,0.096,21-22
1627846,5.9,6.0,0.0,0.9,0.5,0.084,0.084,21-22
1630278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-22
1629678,14.7,9.7,0.0,1.3,0.8,0.045,0.052,21-22
1629958,1.0,2.0,0.0,1.0,1.0,0.0,1.0,21-22
201143,39.2,31.0,0.4,5.6,4.1,0.087,0.104,21-22
202692,42.2,39.7,0.3,5.4,3.4,0.069,0.081,21-22
1630758,13.4,9.4,0.0,0.8,0.4,0.03,0.03,21-22
1630197,28.1,24.3,0.2,4.0,2.6,0.076,0.093,21-22
1627936,40.7,34.2,0.3,6.8,4.9,0.099,0.12,21-22
203458,17.8,14.5,0.2,1.9,1.3,0.065,0.073,21-22
1628035,9.0,7.3,0.0,0.5,0.3,0.033,0.033,21-22
1628993,8.3,4.7,0.2,0.7,0.7,0.047,0.079,21-22
1630578,26.1,25.6,0.2,4.9,3.1,0.099,0.117,21-22
1629599,20.2,20.4,0.3,3.2,2.2,0.09,0.109,21-22
203083,20.5,16.8,0.2,2.9,2.1,0.088,0.102,21-22
2738,30.9,25.5,0.2,6.4,4.1,0.116,0.134,21-22
203952,28.5,34.4,0.5,4.7,3.0,0.078,0.104,21-22
1629014,42.2,52.8,0.6,8.4,5.0,0.092,0.119,21-22
203076,44.6,44.9,0.4,6.0,3.7,0.068,0.083,21-22
1630162,38.3,47.8,0.7,7.9,4.6,0.1,0.119,21-22
1630264,8.3,8.0,0.1,1.0,0.7,0.074,0.079,21-22
1630237,7.0,5.5,0.0,1.0,1.0,0.143,0.143,21-22
1629717,16.8,16.3,0.2,2.3,1.5,0.069,0.088,21-22
1629083,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21-22
1630559,24.3,20.2,0.3,3.6,2.3,0.074,0.094,21-22
203085,18.5,19.2,0.2,2.7,1.5,0.073,0.083,21-22
202340,15.9,15.3,0.1,1.8,0.9,0.048,0.059,21-22
1630245,31.8,31.1,0.4,6.0,4.1,0.104,0.129,21-22
1629168,11.5,10.8,0.0,1.5,0.0,0.0,0.0,21-22
1628389,44.9,43.4,0.4,7.1,3.9,0.076,0.088,21-22
203463,16.8,20.6,0.3,1.6,1.2,0.055,0.073,21-22
202687,15.2,10.1,0.1,1.0,0.8,0.043,0.051,21-22
201933,22.9,18.5,0.2,3.1,2.1,0.082,0.091,21-22
1626246,4.7,5.6,0.1,0.3,0.2,0.028,0.046,21-22
1626171,29.6,20.6,0.2,2.1,1.5,0.04,0.05,21-22
203992,27.4,30.4,0.4,5.0,3.7,0.112,0.135,21-22
202711,22.8,29.1,0.3,3.0,2.2,0.076,0.096,21-22
1629626,5.2,5.0,0.0,0.9,0.4,0.068,0.068,21-22
1630538,31.9,33.3,0.4,5.0,3.3,0.087,0.105,21-22
202954,25.0,24.9,0.3,4.7,3.0,0.096,0.118,21-22
203078,47.5,62.1,0.9,12.0,8.1,0.139,0.169,21-22
1630527,13.5,14.1,0.2,1.8,1.3,0.074,0.098,21-22
1629634,17.2,16.0,0.2,2.2,1.5,0.077,0.089,21-22
1629164,27.8,31.0,0.4,5.3,3.3,0.091,0.119,21-22
1627742,39.1,52.2,1.1,10.7,7.1,0.142,0.18,21-22
202688,21.0,25.4,0.4,4.0,2.0,0.076,0.095,21-22
1630314,42.1,49.3,0.4,8.6,4.6,0.093,0.109,21-22
1630296,23.5,17.2,0.6,2.5,1.7,0.042,0.073,21-22
1630271,5.4,5.9,0.1,1.3,0.9,0.169,0.169,21-22
201572,12.2,16.9,0.1,1.0,0.5,0.038,0.044,21-22
1628971,27.9,21.9,0.3,3.5,2.4,0.074,0.085,21-22
1628981,6.5,4.5,0.0,0.4,0.3,0.036,0.041,21-22
1627854,13.5,19.3,0.1,2.3,1.3,0.074,0.094,21-22
1627741,36.8,39.2,0.5,5.2,3.7,0.076,0.1,21-22
1629604,17.0,14.3,0.1,2.8,1.8,0.088,0.103,21-22
203468,42.3,57.5,0.7,10.0,6.5,0.12,0.152,21-22
101139,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21-22
1630595,53.3,61.6,0.9,10.5,7.2,0.104,0.134,21-22
1628997,17.3,16.8,0.1,2.2,1.3,0.062,0.072,21-22
1629629,12.0,17.5,0.2,1.8,1.3,0.081,0.105,21-22
1630560,15.2,16.8,0.1,2.1,1.4,0.077,0.089,21-22
1629661,22.0,21.3,0.2,3.2,1.7,0.069,0.079,21-22
1630787,12.7,7.7,0.0,2.0,1.3,0.079,0.105,21-22
1628419,22.5,13.5,0.0,1.5,1.5,0.067,0.067,21-22
1626166,37.9,41.8,0.6,8.9,5.9,0.129,0.156,21-22
1627747,43.1,52.5,0.7,9.2,5.5,0.099,0.128,21-22
1630637,5.8,7.0,0.0,1.4,1.2,0.172,0.207,21-22
2546,21.1,23.2,0.2,1.6,1.2,0.047,0.059,21-22
1629035,29.0,33.8,0.3,4.3,3.8,0.121,0.129,21-22
1630199,12.2,12.8,0.1,1.2,0.8,0.036,0.064,21-22
1630216,10.9,11.4,0.3,2.6,1.6,0.092,0.145,21-22
1627760,7.0,8.0,0.3,1.7,1.3,0.143,0.19,21-22
1626224,24.2,28.4,0.4,3.7,2.6,0.085,0.108,21-22
1628990,2.8,2.3,0.0,0.7,0.2,0.118,0.059,21-22
1629646,8.1,5.4,0.1,0.7,0.4,0.038,0.048,21-22
1629718,5.0,3.5,0.0,0.5,0.3,0.055,0.055,21-22
1630602,15.6,12.6,0.2,1.4,1.0,0.051,0.064,21-22
1627767,14.3,8.0,0.0,0.7,0.0,0.0,0.0,21-22
1629002,23.5,18.1,0.1,1.8,1.3,0.043,0.055,21-22
1628449,16.9,13.8,0.1,0.8,0.4,0.018,0.024,21-22
1629185,21.6,21.5,0.1,3.8,2.2,0.088,0.099,21-22
1630537,33.8,35.0,0.3,3.9,2.7,0.061,0.08,21-22
101108,56.9,61.9,1.0,19.6,13.1,0.19,0.23,21-22
1629735,11.8,5.2,0.0,1.2,0.7,0.059,0.059,21-22
1626174,38.4,32.6,0.4,4.5,3.0,0.059,0.078,21-22
1629643,27.0,20.4,0.2,3.4,2.0,0.063,0.074,21-22
203991,28.7,16.5,0.2,2.1,1.5,0.043,0.053,21-22
1629632,31.4,35.7,0.6,4.7,3.7,0.092,0.119,21-22
1628998,26.8,21.6,0.3,4.2,3.0,0.095,0.112,21-22
203469,14.1,8.8,0.1,1.9,0.9,0.058,0.065,21-22
1630175,55.0,63.9,0.7,11.1,6.7,0.103,0.122,21-22
1629012,28.1,41.2,0.5,5.9,2.8,0.074,0.1,21-22
1630557,18.6,17.0,0.1,1.8,1.4,0.059,0.073,21-22
202709,42.1,43.5,0.5,8.0,4.5,0.087,0.106,21-22
1628591,4.7,5.3,0.0,1.3,0.3,0.071,0.071,21-22
1626156,55.0,63.3,0.7,12.6,8.4,0.129,0.152,21-22
201571,24.6,27.0,0.1,4.1,2.3,0.079,0.094,21-22
1628391,18.8,11.3,0.0,2.0,1.3,0.067,0.067,21-22
1629610,3.5,2.0,0.0,1.0,0.5,0.143,0.143,21-22
1630227,16.7,16.1,0.1,3.1,1.8,0.1,0.11,21-22
1629751,2.4,2.4,0.0,0.6,0.2,0.083,0.083,21-22
1630625,19.4,18.1,0.1,3.3,1.9,0.08,0.097,21-22
1627745,19.5,16.4,0.1,2.1,1.4,0.064,0.072,21-22
203081,53.8,71.6,1.3,13.3,9.6,0.136,0.179,21-22
1627814,20.8,19.7,0.2,2.2,1.2,0.046,0.057,21-22
1628422,8.5,8.5,0.0,0.5,0.5,0.059,0.059,21-22
1629655,23.4,15.9,0.1,1.7,1.1,0.04,0.048,21-22
1630187,6.3,5.3,0.0,0.3,0.0,0.0,0.0,21-22
1628464,20.7,17.5,0.1,2.1,1.1,0.042,0.052,21-22
201568,27.4,23.4,0.2,2.9,1.8,0.056,0.067,21-22
201980,21.4,15.4,0.2,1.7,1.3,0.048,0.062,21-22
1627863,15.6,12.5,0.1,1.9,1.2,0.067,0.079,21-22
1629647,31.3,25.3,0.2,3.1,1.8,0.045,0.056,21-22
1629636,59.9,77.6,1.1,15.6,10.9,0.143,0.183,21-22
201954,12.3,12.3,0.0,2.7,0.7,0.054,0.054,21-22
1630561,13.0,11.6,0.2,1.6,1.0,0.059,0.077,21-22
1630525,0.5,1.0,0.0,0.0,0.0,0.0,0.0,21-22
1628021,11.5,8.2,0.1,1.4,0.9,0.066,0.081,21-22
1630558,34.9,42.7,0.5,7.8,5.0,0.12,0.144,21-22
202722,11.2,11.1,0.2,0.9,0.9,0.049,0.077,21-22
1628432,18.1,14.5,0.1,2.1,1.3,0.061,0.069,21-22
1630549,12.9,9.6,0.2,1.3,0.7,0.041,0.056,21-22
1628368,55.7,69.0,0.7,10.9,6.8,0.099,0.121,21-22
1629631,18.1,22.5,0.1,2.2,1.5,0.071,0.081,21-22
1629001,30.2,28.2,0.5,4.8,3.2,0.087,0.106,21-22
201599,12.3,6.7,0.1,0.7,0.6,0.036,0.046,21-22
1627761,15.5,11.7,0.1,1.9,1.3,0.076,0.087,21-22
1630610,2.0,1.0,0.0,1.0,0.0,0.0,0.0,21-22
201942,33.4,53.4,1.0,9.8,6.1,0.147,0.183,21-22
202326,21.5,19.3,0.3,3.1,2.0,0.069,0.092,21-22
