PLAYER_ID,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_FG3A,PULL_UP_PTS,PULL_UP_EFG_PCT,SEASON
203932,1.0,3.2,0.323,1.3,2.4,0.38,20-21
1628988,0.6,1.6,0.374,0.7,1.4,0.439,20-21
1630174,0.2,0.7,0.355,0.3,0.5,0.403,20-21
1627846,0.1,0.3,0.333,0.1,0.2,0.333,20-21
1629690,0.0,0.1,0.0,0.1,0.0,0.0,20-21
201143,0.5,1.2,0.412,0.2,1.0,0.426,20-21
202329,0.2,0.4,0.444,0.1,0.3,0.444,20-21
202692,1.9,4.4,0.428,2.0,4.7,0.535,20-21
1630197,0.8,2.8,0.304,0.8,1.8,0.324,20-21
1629346,0.1,0.1,0.5,0.0,0.1,0.5,20-21
1627936,0.3,1.0,0.31,0.3,0.7,0.345,20-21
203458,0.0,0.0,0.5,0.0,0.0,0.5,20-21
1628035,0.1,0.3,0.385,0.1,0.3,0.385,20-21
1628993,0.2,0.3,0.5,0.0,0.3,0.5,20-21
1628578,0.0,0.0,,,0.0,,20-21
1629599,0.2,0.3,0.5,0.1,0.4,0.607,20-21
2760,0.0,0.4,0.0,0.0,0.0,0.0,20-21
203083,0.2,0.2,0.636,0.0,0.3,0.636,20-21
2738,0.2,0.7,0.268,0.5,0.5,0.378,20-21
203460,0.0,0.0,,0.0,0.0,,20-21
203952,1.8,4.7,0.387,1.3,4.1,0.441,20-21
1629014,1.1,2.9,0.364,2.1,2.8,0.487,20-21
203076,2.0,5.1,0.391,0.3,4.1,0.397,20-21
1630162,1.7,5.5,0.31,3.5,4.5,0.414,20-21
1630264,0.1,0.2,0.5,0.1,0.2,0.75,20-21
1630237,0.1,0.4,0.333,0.3,0.4,0.5,20-21
201229,0.0,0.2,0.0,0.1,0.0,0.0,20-21
1628394,0.0,0.0,,0.0,0.0,,20-21
1629717,0.8,2.3,0.326,2.0,2.2,0.467,20-21
203382,0.0,0.1,0.0,0.0,0.0,0.0,20-21
1630204,0.0,0.0,,,0.0,,20-21
203085,0.4,1.6,0.254,1.2,1.2,0.356,20-21
