PLAYER_ID,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,SEASON
1630639,0.432,0.568,0.429,0.0,0.536,0.196,0.035,0.036,0.429,0.5,0.5,1.0,0.0,0.727,0.273,22-23
1631260,0.16,0.84,0.117,0.052,0.857,0.078,0.026,0.071,0.065,0.778,0.222,0.909,0.091,0.887,0.113,22-23
1631100,0.514,0.486,0.46,0.097,0.474,0.105,0.066,0.11,0.363,0.558,0.442,0.891,0.109,0.694,0.306,22-23
203932,0.773,0.227,0.665,0.025,0.162,0.143,0.173,0.126,0.64,0.631,0.369,0.733,0.267,0.646,0.354,22-23
1628988,0.6,0.4,0.453,0.073,0.437,0.069,0.11,0.138,0.381,0.214,0.786,0.861,0.139,0.467,0.533,22-23
1630174,0.468,0.532,0.371,0.049,0.467,0.179,0.162,0.161,0.322,0.701,0.299,0.965,0.035,0.821,0.179,22-23
1630598,0.664,0.336,0.576,0.0,0.301,0.213,0.123,0.219,0.576,0.696,0.304,0.958,0.042,0.763,0.237,22-23
1629678,0.393,0.607,0.4,0.0,0.465,0.058,0.135,0.219,0.4,0.645,0.355,0.958,0.042,0.782,0.218,22-23
201143,0.322,0.678,0.269,0.01,0.706,0.08,0.025,0.104,0.26,0.675,0.325,0.993,0.007,0.877,0.123,22-23
202692,0.479,0.521,0.31,0.113,0.456,0.057,0.234,0.129,0.196,0.307,0.693,0.687,0.313,0.495,0.505,22-23
1630197,0.582,0.418,0.507,0.022,0.413,0.134,0.08,0.17,0.486,0.6,0.4,0.974,0.026,0.731,0.269,22-23
1627936,0.472,0.528,0.401,0.027,0.441,0.176,0.158,0.225,0.374,0.533,0.467,0.945,0.055,0.708,0.292,22-23
203458,0.933,0.067,0.744,0.047,0.0,0.047,0.256,0.163,0.698,0.563,0.438,0.0,0.0,0.563,0.438,22-23
1628993,0.667,0.333,0.857,0.0,0.0,0.429,0.143,0.0,0.857,0.333,0.667,0.0,0.0,0.333,0.667,22-23
1631214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22-23
1630578,0.929,0.071,0.763,0.022,0.051,0.045,0.186,0.106,0.741,0.499,0.501,1.0,0.0,0.52,0.48,22-23
1629599,0.724,0.276,0.523,0.081,0.192,0.203,0.285,0.116,0.442,0.6,0.4,1.0,0.0,0.679,0.321,22-23
203083,0.989,0.011,0.832,0.0,0.0,0.12,0.168,0.193,0.832,0.614,0.386,0.0,0.0,0.614,0.386,22-23
2738,0.4,0.6,0.706,0.0,0.176,0.118,0.118,0.118,0.706,0.667,0.333,1.0,0.0,0.714,0.286,22-23
1629614,0.592,0.408,0.542,0.113,0.389,0.176,0.069,0.171,0.429,0.406,0.594,0.913,0.087,0.57,0.43,22-23
203952,0.575,0.425,0.509,0.114,0.422,0.115,0.069,0.18,0.395,0.621,0.379,0.955,0.045,0.74,0.26,22-23
1629014,0.462,0.538,0.391,0.1,0.487,0.109,0.122,0.146,0.291,0.29,0.71,0.684,0.316,0.469,0.531,22-23
203076,0.923,0.077,0.721,0.11,0.039,0.07,0.24,0.129,0.611,0.625,0.375,1.0,0.0,0.638,0.362,22-23
1630162,0.625,0.375,0.508,0.087,0.328,0.144,0.164,0.14,0.42,0.348,0.652,0.516,0.484,0.399,0.601,22-23
1630264,0.78,0.22,0.687,0.021,0.062,0.154,0.251,0.251,0.667,0.672,0.328,1.0,0.0,0.69,0.31,22-23
1630237,0.366,0.634,0.361,0.014,0.528,0.104,0.111,0.067,0.347,0.68,0.32,0.986,0.014,0.831,0.169,22-23
1630559,0.559,0.441,0.415,0.058,0.31,0.173,0.275,0.143,0.358,0.405,0.595,0.86,0.14,0.556,0.444,22-23
203085,0.411,0.589,0.376,0.008,0.506,0.149,0.118,0.184,0.369,0.354,0.646,0.907,0.093,0.615,0.385,22-23
1630245,0.668,0.332,0.646,0.061,0.258,0.266,0.096,0.21,0.585,0.55,0.45,1.0,0.0,0.644,0.356,22-23
1628389,0.989,0.011,0.786,0.068,0.002,0.1,0.212,0.162,0.718,0.601,0.399,1.0,0.0,0.601,0.399,22-23
1627732,0.991,0.009,0.914,0.027,0.0,0.124,0.086,0.124,0.887,0.617,0.383,0.0,0.0,0.617,0.383,22-23
1631097,0.674,0.326,0.481,0.052,0.23,0.213,0.289,0.158,0.429,0.601,0.399,0.74,0.26,0.634,0.366,22-23
202687,1.0,0.0,0.905,0.0,0.0,0.087,0.095,0.103,0.905,0.824,0.176,0.0,0.0,0.824,0.176,22-23
201933,0.492,0.508,0.471,0.0,0.406,0.047,0.123,0.071,0.471,0.775,0.225,1.0,0.0,0.857,0.143,22-23
1631104,0.758,0.242,0.533,0.098,0.326,0.158,0.141,0.185,0.435,0.306,0.694,0.95,0.05,0.493,0.507,22-23
1626246,0.983,0.017,0.804,0.02,0.0,0.0,0.196,0.059,0.784,0.561,0.439,0.0,0.0,0.561,0.439,22-23
1626171,0.68,0.32,0.614,0.148,0.289,0.062,0.097,0.1,0.466,0.597,0.403,1.0,0.0,0.693,0.307,22-23
203992,0.411,0.589,0.336,0.108,0.579,0.122,0.085,0.087,0.228,0.457,0.543,0.815,0.185,0.648,0.352,22-23
202711,0.6,0.4,0.448,0.127,0.342,0.112,0.21,0.134,0.321,0.537,0.463,0.828,0.172,0.635,0.365,22-23
1629626,0.764,0.236,0.729,0.085,0.142,0.167,0.129,0.177,0.644,0.537,0.463,0.767,0.233,0.563,0.437,22-23
1630538,0.448,0.552,0.337,0.058,0.533,0.134,0.13,0.138,0.279,0.279,0.721,0.607,0.393,0.447,0.553,22-23
203078,0.751,0.249,0.628,0.172,0.207,0.064,0.165,0.103,0.455,0.401,0.599,0.713,0.288,0.457,0.543,22-23
1630527,0.762,0.238,0.545,0.126,0.252,0.168,0.203,0.091,0.42,0.538,0.462,0.583,0.417,0.549,0.451,22-23
1629634,0.983,0.017,0.816,0.036,0.005,0.127,0.179,0.129,0.78,0.768,0.232,1.0,0.0,0.769,0.231,22-23
1627742,0.804,0.196,0.612,0.236,0.173,0.097,0.215,0.15,0.376,0.385,0.615,0.813,0.188,0.453,0.547,22-23
1630296,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22-23
201572,0.595,0.405,0.55,0.066,0.329,0.031,0.121,0.071,0.484,0.745,0.255,0.971,0.029,0.809,0.191,22-23
1628971,0.657,0.343,0.579,0.03,0.296,0.231,0.125,0.174,0.548,0.551,0.449,0.923,0.077,0.645,0.355,22-23
1628981,0.964,0.036,0.771,0.013,0.0,0.052,0.229,0.085,0.758,0.695,0.305,0.0,0.0,0.695,0.305,22-23
1631121,0.604,0.396,0.439,0.016,0.317,0.138,0.244,0.126,0.423,0.648,0.352,0.923,0.077,0.738,0.262,22-23
1627854,0.446,0.554,0.36,0.157,0.472,0.067,0.168,0.213,0.202,0.813,0.188,0.857,0.143,0.833,0.167,22-23
1631205,0.074,0.926,0.125,0.0,0.75,0.0,0.125,0.0,0.125,0.0,1.0,1.0,0.0,0.8,0.2,22-23
1627741,0.348,0.652,0.278,0.061,0.643,0.224,0.079,0.168,0.217,0.561,0.439,0.889,0.111,0.76,0.24,22-23
203468,0.596,0.404,0.48,0.148,0.404,0.126,0.116,0.107,0.332,0.303,0.697,0.758,0.242,0.467,0.533,22-23
1630595,0.728,0.272,0.636,0.226,0.213,0.059,0.151,0.126,0.41,0.158,0.842,0.588,0.412,0.237,0.763,22-23
1631216,0.253,0.747,0.207,0.031,0.715,0.057,0.078,0.171,0.176,0.65,0.35,1.0,0.0,0.894,0.106,22-23
