PLAYER_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PIE,SEASON
203932,112.5,110.4,2.1,0.165,1.66,19.6,0.055,0.15,0.102,11.8,0.522,0.547,0.095,20-21
1628988,110.1,110.3,-0.2,0.139,1.86,18.5,0.012,0.06,0.036,9.9,0.467,0.503,0.057,20-21
1630174,108.6,109.1,-0.5,0.047,1.0,9.7,0.041,0.146,0.093,9.7,0.551,0.573,0.06,20-21
1627846,106.7,101.7,5.0,0.078,1.0,11.2,0.02,0.151,0.088,11.2,0.569,0.605,0.092,20-21
1629690,83.2,90.3,-7.1,0.179,1.0,17.2,0.017,0.077,0.045,17.2,0.395,0.386,0.025,20-21
201143,102.2,109.1,-6.9,0.206,3.24,19.2,0.034,0.195,0.114,5.9,0.528,0.538,0.131,20-21
202329,102.8,109.0,-6.2,0.101,1.11,18.8,0.05,0.2,0.125,17.0,0.424,0.469,0.075,20-21
202692,109.6,104.6,5.0,0.135,2.18,15.2,0.016,0.156,0.087,6.9,0.522,0.564,0.115,20-21
1630197,98.1,114.9,-16.7,0.133,0.98,15.5,0.025,0.155,0.09,15.9,0.412,0.43,0.058,20-21
1629346,95.2,112.8,-17.6,0.078,0.8,10.3,0.065,0.111,0.087,12.8,0.481,0.472,0.043,20-21
1627936,107.2,101.7,5.5,0.19,2.11,27.9,0.025,0.114,0.069,13.2,0.526,0.547,0.084,20-21
203458,106.9,111.0,-4.0,0.069,0.89,11.3,0.077,0.174,0.126,12.6,0.629,0.643,0.097,20-21
1628035,102.0,101.3,0.7,0.036,1.2,5.4,0.076,0.113,0.095,4.5,0.602,0.604,0.1,20-21
1628993,107.5,112.1,-4.5,0.11,1.56,14.4,0.127,0.32,0.22,9.3,0.596,0.638,0.174,20-21
1628578,114.9,82.1,32.8,0.042,0.25,7.1,0.077,0.15,0.121,28.6,0.625,0.697,0.111,20-21
1629599,99.9,101.1,-1.2,0.09,1.47,14.0,0.023,0.081,0.052,9.6,0.549,0.585,0.07,20-21
2760,85.9,123.5,-37.6,0.15,3.0,12.5,0.146,0.342,0.233,4.2,0.25,0.326,0.09,20-21
203083,107.5,111.4,-3.9,0.124,0.76,10.7,0.132,0.336,0.229,14.1,0.493,0.519,0.139,20-21
2738,105.6,108.1,-2.5,0.153,2.12,30.0,0.03,0.134,0.083,14.1,0.504,0.519,0.072,20-21
203460,100.0,118.4,-18.4,0.098,2.0,19.0,0.103,0.136,0.118,9.5,0.179,0.202,0.023,20-21
203952,108.9,109.1,-0.2,0.11,1.33,11.5,0.034,0.106,0.071,8.7,0.543,0.568,0.099,20-21
1629014,115.2,114.4,0.8,0.117,2.07,15.9,0.012,0.109,0.059,7.7,0.569,0.589,0.079,20-21
203076,112.5,107.4,5.2,0.154,1.49,12.4,0.054,0.198,0.125,8.3,0.512,0.556,0.153,20-21
1630162,110.6,115.6,-5.0,0.142,1.32,12.4,0.023,0.121,0.07,9.4,0.488,0.523,0.094,20-21
1630264,104.1,105.6,-1.6,0.073,1.38,12.8,0.074,0.151,0.114,9.3,0.558,0.597,0.089,20-21
1630237,105.1,114.3,-9.2,0.08,1.21,13.5,0.055,0.109,0.079,11.2,0.487,0.523,0.05,20-21
201229,109.8,93.2,16.6,0.025,0.67,8.3,0.028,0.071,0.048,12.5,0.353,0.433,0.022,20-21
1628394,57.1,161.5,-104.4,0.333,0.2,14.3,0.143,0.0,0.083,71.4,0.0,0.0,-0.26,20-21
1629717,103.9,115.6,-11.7,0.09,1.36,12.0,0.017,0.112,0.061,8.8,0.563,0.565,0.068,20-21
203382,106.6,111.0,-4.4,0.07,1.02,11.4,0.082,0.192,0.135,11.1,0.485,0.503,0.07,20-21
1630204,60.0,81.8,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-0.25,20-21
203085,110.3,110.3,0.0,0.136,2.25,21.5,0.009,0.088,0.048,9.6,0.537,0.551,0.067,20-21
202340,105.3,115.5,-10.2,0.108,1.64,18.3,0.013,0.078,0.046,11.1,0.471,0.487,0.039,20-21
1626253,94.0,96.3,-2.2,0.098,0.0,22.2,0.0,0.082,0.042,0.0,0.409,0.497,0.06,20-21
1628389,110.2,109.6,0.6,0.267,2.05,23.6,0.07,0.204,0.139,11.5,0.571,0.626,0.161,20-21
203463,105.0,109.2,-4.2,0.064,0.93,8.4,0.015,0.091,0.051,9.1,0.503,0.523,0.053,20-21
1627732,113.9,106.0,8.0,0.308,2.32,31.2,0.051,0.166,0.111,13.5,0.56,0.584,0.128,20-21
202687,102.8,111.7,-8.9,0.087,1.14,18.5,0.094,0.15,0.121,16.2,0.587,0.574,0.068,20-21
201933,113.1,111.0,2.1,0.171,2.26,21.2,0.029,0.159,0.094,9.4,0.509,0.546,0.092,20-21
1626246,107.0,101.1,5.9,0.06,0.83,6.2,0.159,0.291,0.223,7.5,0.512,0.562,0.162,20-21
1626171,113.4,108.3,5.1,0.075,1.27,9.4,0.085,0.229,0.158,7.4,0.585,0.598,0.133,20-21
203992,114.9,111.0,3.9,0.169,2.72,18.7,0.016,0.104,0.061,6.9,0.602,0.616,0.11,20-21
202711,116.8,107.3,9.5,0.091,1.06,10.4,0.018,0.099,0.06,9.8,0.536,0.588,0.094,20-21
1629626,94.4,119.3,-24.9,0.067,0.54,8.4,0.0,0.154,0.074,15.7,0.509,0.534,0.057,20-21
202954,101.4,107.1,-5.7,0.251,2.45,29.8,0.016,0.08,0.047,12.2,0.411,0.489,0.075,20-21
203078,114.4,114.8,-0.4,0.202,1.42,13.2,0.033,0.094,0.064,9.3,0.532,0.593,0.145,20-21
1629634,109.5,109.3,0.2,0.094,2.88,14.3,0.064,0.16,0.111,5.0,0.537,0.56,0.11,20-21
1629164,104.7,109.1,-4.4,0.246,2.64,25.4,0.012,0.097,0.053,9.6,0.448,0.471,0.072,20-21
1627742,115.1,114.2,1.0,0.218,1.92,17.6,0.016,0.126,0.071,9.2,0.531,0.584,0.128,20-21
1628968,93.8,84.4,9.4,0.0,0.0,0.0,0.0,0.158,0.071,0.0,0.25,0.338,0.045,20-21
1630271,103.6,108.1,-4.5,0.115,1.36,16.6,0.019,0.107,0.062,12.2,0.435,0.487,0.052,20-21
201572,117.0,110.2,6.8,0.033,0.78,6.1,0.054,0.115,0.086,7.9,0.577,0.611,0.085,20-21
1628971,115.9,112.4,3.5,0.099,1.93,16.4,0.081,0.154,0.12,8.5,0.576,0.604,0.098,20-21
203998,96.3,94.0,2.3,0.048,0.25,4.3,0.064,0.268,0.159,17.4,0.471,0.475,0.113,20-21
1628981,98.8,104.7,-6.0,0.069,0.48,11.8,0.066,0.256,0.16,24.7,0.409,0.475,0.069,20-21
1627854,113.4,110.8,2.7,0.045,1.02,7.1,0.008,0.069,0.039,6.9,0.618,0.631,0.076,20-21
1627741,114.5,116.3,-1.8,0.141,1.98,18.2,0.012,0.126,0.069,9.2,0.548,0.567,0.084,20-21
1629604,102.3,107.6,-5.3,0.076,2.0,11.4,0.049,0.089,0.069,5.7,0.432,0.468,0.047,20-21
203468,119.0,112.8,6.2,0.22,3.43,18.2,0.018,0.099,0.056,5.3,0.554,0.577,0.123,20-21
1628997,104.7,109.5,-4.9,0.123,2.03,17.5,0.036,0.125,0.081,8.6,0.436,0.465,0.067,20-21
1629629,110.9,114.9,-4.0,0.066,1.03,9.4,0.028,0.109,0.068,9.2,0.428,0.488,0.053,20-21
1629244,81.8,110.1,-28.3,0.095,0.0,10.0,0.037,0.079,0.054,0.0,0.417,0.417,0.042,20-21
1629661,112.2,106.5,5.7,0.083,2.15,13.6,0.023,0.118,0.07,6.3,0.541,0.563,0.081,20-21
1628419,111.2,116.4,-5.2,0.086,1.67,11.9,0.05,0.188,0.114,7.1,0.636,0.619,0.095,20-21
1626166,116.4,108.6,7.8,0.281,3.62,31.1,0.016,0.119,0.069,8.6,0.576,0.602,0.117,20-21
1627747,111.9,112.1,-0.2,0.255,2.4,19.8,0.022,0.111,0.068,8.2,0.493,0.531,0.116,20-21
2546,115.1,115.8,-0.6,0.097,1.7,10.3,0.017,0.107,0.06,6.0,0.506,0.547,0.088,20-21
1629035,105.1,109.2,-4.1,0.075,2.0,10.2,0.01,0.084,0.046,5.1,0.505,0.527,0.064,20-21
1630199,97.5,88.1,9.4,0.017,1.0,2.0,0.067,0.11,0.087,2.0,0.337,0.383,0.027,20-21
1630216,92.8,114.2,-21.4,0.222,2.4,22.6,0.0,0.087,0.044,9.4,0.545,0.575,0.079,20-21
1626224,103.3,114.2,-11.0,0.173,2.18,19.8,0.024,0.113,0.067,9.1,0.458,0.488,0.073,20-21
1628990,106.8,112.0,-5.2,0.061,0.85,11.3,0.016,0.195,0.106,13.2,0.417,0.469,0.061,20-21
1629718,100.3,113.0,-12.7,0.08,1.5,14.5,0.017,0.091,0.051,9.7,0.36,0.422,0.021,20-21
1626184,97.7,112.7,-15.0,0.143,1.61,19.6,0.008,0.084,0.045,12.2,0.481,0.515,0.054,20-21
1629002,108.7,116.4,-7.8,0.08,0.97,10.9,0.064,0.175,0.118,11.3,0.545,0.571,0.083,20-21
1628449,114.4,110.7,3.8,0.068,1.37,8.4,0.078,0.192,0.135,6.1,0.595,0.634,0.132,20-21
1629185,105.9,102.9,3.0,0.382,4.06,36.7,0.012,0.088,0.049,9.0,0.426,0.461,0.093,20-21
101108,115.3,108.8,6.5,0.405,3.99,35.9,0.012,0.131,0.073,9.0,0.557,0.599,0.15,20-21
1629735,100.0,100.5,-0.5,0.102,0.6,15.4,0.082,0.217,0.153,25.6,0.656,0.708,0.064,20-21
1626174,108.8,112.6,-3.8,0.089,0.89,8.1,0.055,0.228,0.142,9.2,0.574,0.591,0.139,20-21
1629643,102.6,109.8,-7.2,0.132,2.66,21.1,0.033,0.117,0.074,7.9,0.492,0.511,0.084,20-21
203991,114.8,108.2,6.6,0.039,0.67,5.3,0.155,0.301,0.23,8.0,0.594,0.601,0.158,20-21
1629632,108.6,111.3,-2.7,0.218,2.1,22.7,0.013,0.116,0.065,10.8,0.506,0.54,0.088,20-21
1628998,109.1,108.1,1.0,0.138,2.15,25.9,0.059,0.126,0.092,12.0,0.484,0.5,0.073,20-21
203469,112.3,110.3,2.0,0.125,1.69,16.8,0.115,0.21,0.161,10.0,0.565,0.599,0.114,20-21
1630175,103.5,116.3,-12.8,0.241,1.81,21.2,0.027,0.142,0.081,11.7,0.449,0.496,0.091,20-21
