PLAYER_ID,SEASON
203932,19-20
1628988,19-20
1627846,19-20
1629690,19-20
1629678,19-20
201143,19-20
202329,19-20
202692,19-20
1629346,19-20
1627936,19-20
203458,19-20
1628035,19-20
1628993,19-20
203459,19-20
1629019,19-20
1628518,19-20
1629599,19-20
203083,19-20
2738,19-20
203460,19-20
203952,19-20
1629014,19-20
1627790,19-20
203076,19-20
201229,19-20
1628499,19-20
1628394,19-20
203382,19-20
203085,19-20
202340,19-20
1629168,19-20
1628389,19-20
203463,19-20
1627732,19-20
202687,19-20
201933,19-20
1626246,19-20
1626171,19-20
203992,19-20
202711,19-20
1629626,19-20
202954,19-20
203078,19-20
1629634,19-20
1629164,19-20
1627742,19-20
202688,19-20
1628968,19-20
201572,19-20
1628971,19-20
203998,19-20
1628981,19-20
1627854,19-20
1627741,19-20
203468,19-20
101139,19-20
1628997,19-20
1628403,19-20
1629629,19-20
1629661,19-20
1626166,19-20
1627747,19-20
2546,19-20
1629035,19-20
1626224,19-20
1628990,19-20
202718,19-20
1629718,19-20
1626184,19-20
1627767,19-20
1629002,19-20
1628449,19-20
1629185,19-20
1629598,19-20
101108,19-20
1629735,19-20
1626174,19-20
203991,19-20
1629632,19-20
1628998,19-20
203469,19-20
1629012,19-20
201147,19-20
202709,19-20
201584,19-20
1626245,19-20
1626156,19-20
201571,19-20
1628391,19-20
1629610,19-20
1627745,19-20
203081,19-20
1627814,19-20
1628422,19-20
1629655,19-20
1628464,19-20
201568,19-20
201980,19-20
203957,19-20
1627863,19-20
203967,19-20
1629647,19-20
1629636,19-20
1629133,19-20
1628021,19-20
202722,19-20
1628368,19-20
1629631,19-20
1629001,19-20
201599,19-20
1627761,19-20
201942,19-20
201960,19-20
1629731,19-20
1629028,19-20
1627749,19-20
1626153,19-20
203471,19-20
1628372,19-20
1627756,19-20
1629126,19-20
202324,19-20
1627884,19-20
201565,19-20
1628476,19-20
1628401,19-20
1626164,19-20
1628985,19-20
1629719,19-20
1628984,19-20
1629608,19-20
203473,19-20
1628415,19-20
203079,19-20
1627734,19-20
1628378,19-20
1629743,19-20
1628978,19-20
1627827,19-20
203926,19-20
1627733,19-20
203110,19-20
1629234,19-20
1629130,19-20
1628605,19-20
1628407,19-20
2730,19-20
203939,19-20
1629058,19-20
202734,19-20
202334,19-20
1628410,19-20
203901,19-20
1629059,19-20
1626144,19-20
202683,19-20
202339,19-20
201569,19-20
1628450,19-20
1629672,19-20
101141,19-20
203095,19-20
202323,19-20
1628402,19-20
1626163,19-20
1628412,19-20
1628373,19-20
1627832,19-20
1627788,19-20
1629216,19-20
202066,19-20
1629726,19-20
1629109,19-20
203914,19-20
1627780,19-20
1629018,19-20
201588,19-20
1627777,19-20
203507,19-20
203922,19-20
1629048,19-20
201609,19-20
202330,19-20
203476,19-20
1629684,19-20
1628960,19-20
1628977,19-20
203084,19-20
1628385,19-20
202355,19-20
1627740,19-20
101133,19-20
1629649,19-20
202697,19-20
1629067,19-20
1628392,19-20
1629676,19-20
202738,19-20
202397,19-20
1627826,19-20
200826,19-20
1629122,19-20
200755,19-20
2747,19-20
1629630,19-20
203960,19-20
203210,19-20
201580,19-20
203953,19-20
1628980,19-20
203109,19-20
1626143,19-20
1627774,19-20
1627751,19-20
1628973,19-20
1629665,19-20
1629667,19-20
2037,19-20
1627750,19-20
203516,19-20
201935,19-20
201949,19-20
201162,19-20
1629607,19-20
1628991,19-20
1629020,19-20
1629714,19-20
1628386,19-20
1629633,19-20
1627784,19-20
1629750,19-20
1629637,19-20
1627759,19-20
1629658,19-20
1629669,19-20
1628369,19-20
201145,19-20
201952,19-20
203924,19-20
1629725,19-20
203087,19-20
202951,19-20
1626170,19-20
1629010,19-20
1628975,19-20
202710,19-20
201149,19-20
1629147,19-20
203925,19-20
204060,19-20
203954,19-20
1628381,19-20
203089,19-20
1629723,19-20
1628405,19-20
1629140,19-20
1628413,19-20
202685,19-20
1628371,19-20
1628395,19-20
1629648,19-20
203903,19-20
1629162,19-20
203895,19-20
1629673,19-20
1627982,19-20
1628404,19-20
1628367,19-20
203705,19-20
1629006,19-20
1629729,19-20
1626196,19-20
201950,19-20
1629308,19-20
1627823,19-20
203944,19-20
1626147,19-20
203200,19-20
1628382,19-20
1629713,19-20
1628383,19-20
1629620,19-20
1629625,19-20
1626159,19-20
203994,19-20
1629752,19-20
1629644,19-20
1628443,19-20
1626157,19-20
202695,19-20
1628966,19-20
1629103,19-20
1629640,19-20
203482,19-20
1626162,19-20
202689,19-20
1629134,19-20
1629026,19-20
203145,19-20
203484,19-20
1628987,19-20
1628989,19-20
1628995,19-20
201567,19-20
1629645,19-20
1626172,19-20
203920,19-20
203114,19-20
1629017,19-20
1628961,19-20
1627739,19-20
204001,19-20
1629065,19-20
1629734,19-20
203937,19-20
1629657,19-20
2594,19-20
1628398,19-20
200768,19-20
203124,19-20
202681,19-20
200746,19-20
202498,19-20
1629013,19-20
204038,19-20
1626204,19-20
1628374,19-20
2544,19-20
1629022,19-20
1628366,19-20
101150,19-20
1629663,19-20
201601,19-20
1629652,19-20
1629029,19-20
1629677,19-20
1628379,19-20
1628436,19-20
1627763,19-20
1626259,19-20
1627736,19-20
1628370,19-20
1629005,19-20
201188,19-20
201158,19-20
202694,19-20
203935,19-20
1629621,19-20
1626209,19-20
1628365,19-20
202693,19-20
1629741,19-20
1629716,19-20
1627737,19-20
1628963,19-20
101107,19-20
203486,19-20
1629680,19-20
1629760,19-20
1629744,19-20
203521,19-20
203090,19-20
1629622,19-20
1628467,19-20
1628982,19-20
203086,19-20
1629662,19-20
203487,19-20
1626187,19-20
203077,19-20
1629008,19-20
1628969,19-20
201144,19-20
203488,19-20
203118,19-20
1628970,19-20
1629011,19-20
1629671,19-20
1628964,19-20
1628420,19-20
1626149,19-20
1629021,19-20
1629650,19-20
1628539,19-20
1626167,19-20
1629642,19-20
1628513,19-20
1629675,19-20
202357,19-20
203457,19-20
1629651,19-20
1629638,19-20
201587,19-20
1629740,19-20
1628430,19-20
203999,19-20
202696,19-20
203943,19-20
1626181,19-20
203658,19-20
1628384,19-20
1629016,19-20
1629052,19-20
203490,19-20
200782,19-20
1629023,19-20
1628408,19-20
1627783,19-20
1626192,19-20
201976,19-20
1627775,19-20
202335,19-20
201988,19-20
202331,19-20
200794,19-20
1628778,19-20
1626188,19-20
1629683,19-20
1629628,19-20
200765,19-20
203526,19-20
1629730,19-20
203493,19-20
202704,19-20
1626158,19-20
201937,19-20
203496,19-20
1629057,19-20
201577,19-20
1629066,19-20
203918,19-20
203585,19-20
1629641,19-20
1626178,19-20
1626220,19-20
200752,19-20
203497,19-20
1629060,19-20
201566,19-20
201583,19-20
1627853,19-20
1629151,19-20
1629635,19-20
1628400,19-20
201586,19-20
203552,19-20
203894,19-20
1628983,19-20
1629003,19-20
1629044,19-20
1627885,19-20
1628414,19-20
1627746,19-20
203524,19-20
203915,19-20
1626169,19-20
1629742,19-20
201939,19-20
1628425,19-20
203500,19-20
1629004,19-20
1628388,19-20
204456,19-20
203933,19-20
1629605,19-20
201959,19-20
1629659,19-20
1629745,19-20
1627752,19-20
1629611,19-20
1629056,19-20
1628390,19-20
203082,19-20
1626179,19-20
200757,19-20
201152,19-20
203648,19-20
1629033,19-20
1628418,19-20
1627748,19-20
204025,19-20
203501,19-20
1627789,19-20
202699,19-20
203107,19-20
1628396,19-20
203503,19-20
1628470,19-20
1629027,19-20
1629682,19-20
1626203,19-20
2772,19-20
203504,19-20
1626168,19-20
202684,19-20
1628972,19-20
203584,19-20
1629660,19-20
1629076,19-20
1629639,19-20
204020,19-20
203092,19-20
1627820,19-20
2199,19-20
1626145,19-20
2617,19-20
1629724,19-20
203506,19-20
1713,19-20
1629738,19-20
1628427,19-20
201961,19-20
