PLAYER_ID,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,SEASON
1630639,0.6,0.3,0.3,4.64,4.88,4.3,22-23
1631260,0.8,0.4,0.3,4.35,4.73,3.96,22-23
1631100,1.6,0.9,0.7,4.56,4.96,4.17,22-23
203932,2.1,1.1,1.0,3.99,4.22,3.77,22-23
1628988,1.0,0.5,0.5,4.27,4.35,4.18,22-23
1630174,1.9,1.0,0.9,4.36,4.66,4.08,22-23
1630598,1.5,0.8,0.7,4.55,4.94,4.18,22-23
1629678,0.9,0.5,0.4,4.28,4.53,4.03,22-23
201143,2.1,1.1,1.0,3.93,4.2,3.67,22-23
202692,1.6,0.8,0.8,4.04,4.26,3.83,22-23
1630197,1.6,0.9,0.7,4.32,4.96,3.72,22-23
1627936,1.8,1.0,0.9,4.37,4.71,4.05,22-23
203458,0.5,0.3,0.2,4.27,4.58,3.91,22-23
1628993,0.6,0.3,0.3,4.52,5.03,4.03,22-23
1631214,0.4,0.2,0.2,4.27,3.78,4.91,22-23
1630578,2.0,1.1,0.9,3.85,3.92,3.77,22-23
1629599,0.9,0.5,0.4,4.02,4.09,3.92,22-23
203083,0.9,0.5,0.5,4.03,4.2,3.88,22-23
2738,1.0,0.6,0.4,4.15,4.66,3.65,22-23
1629614,2.1,1.1,1.0,4.31,4.63,4.0,22-23
203952,2.3,1.2,1.1,4.07,4.38,3.77,22-23
1629014,2.6,1.4,1.1,4.13,4.52,3.72,22-23
203076,2.3,1.2,1.1,3.76,4.03,3.49,22-23
1630162,2.6,1.4,1.2,3.96,4.28,3.65,22-23
1630264,0.8,0.4,0.4,4.29,4.6,3.97,22-23
1630237,1.5,0.8,0.7,4.35,4.92,3.79,22-23
1630559,2.1,1.1,1.0,4.11,4.44,3.77,22-23
203085,1.4,0.7,0.7,4.03,4.17,3.9,22-23
1630245,2.0,1.0,1.0,4.38,4.64,4.14,22-23
1628389,2.5,1.3,1.1,3.97,4.25,3.69,22-23
1627732,1.8,1.0,0.9,3.93,4.32,3.58,22-23
1631097,2.2,1.1,1.0,4.21,4.52,3.9,22-23
202687,1.1,0.6,0.5,4.1,4.29,3.93,22-23
201933,0.9,0.5,0.4,3.79,3.94,3.6,22-23
1631104,1.5,0.8,0.7,4.55,4.98,4.11,22-23
1626246,0.4,0.2,0.2,3.69,3.89,3.52,22-23
1626171,2.0,1.1,0.9,4.29,4.6,3.97,22-23
203992,2.1,1.2,0.9,4.2,4.7,3.72,22-23
202711,2.3,1.3,1.1,4.1,4.47,3.74,22-23
1629626,1.6,0.8,0.8,4.15,4.32,3.98,22-23
1630538,1.4,0.8,0.6,4.15,4.49,3.79,22-23
203078,2.4,1.4,1.1,4.1,4.47,3.7,22-23
1630527,0.9,0.5,0.4,4.23,4.49,3.96,22-23
1629634,1.5,0.8,0.7,4.37,4.68,4.07,22-23
1627742,2.4,1.3,1.1,3.86,4.3,3.42,22-23
1630296,0.2,0.1,0.1,4.19,4.91,3.77,22-23
201572,2.1,1.1,1.0,3.86,4.13,3.6,22-23
1628971,2.1,1.1,0.9,4.04,4.37,3.71,22-23
1628981,0.8,0.4,0.3,4.05,4.4,3.69,22-23
1631121,1.3,0.7,0.6,4.23,4.54,3.94,22-23
1627854,0.8,0.4,0.4,4.31,4.75,3.87,22-23
1631205,0.7,0.4,0.3,4.23,4.26,4.19,22-23
1627741,2.5,1.3,1.1,4.47,5.0,3.97,22-23
203468,2.7,1.5,1.2,4.25,4.82,3.69,22-23
1630595,2.5,1.4,1.1,4.18,4.67,3.67,22-23
1631216,1.3,0.7,0.6,4.38,4.73,4.03,22-23
1628997,2.4,1.3,1.1,4.58,4.92,4.22,22-23
1629629,1.9,1.0,0.9,4.24,4.4,4.08,22-23
1630560,1.2,0.7,0.6,4.18,4.58,3.79,22-23
1629661,2.1,1.2,1.0,4.18,4.55,3.81,22-23
1626166,1.5,0.8,0.7,4.14,4.64,3.63,22-23
1627747,2.2,1.2,1.0,4.08,4.32,3.83,22-23
1630637,0.7,0.3,0.3,3.97,4.3,3.68,22-23
1626224,1.5,0.8,0.7,4.1,4.25,3.94,22-23
1628435,1.6,0.8,0.8,4.28,4.44,4.13,22-23
1629646,1.1,0.6,0.5,4.18,4.51,3.86,22-23
1631320,0.3,0.2,0.2,4.23,4.64,3.88,22-23
1629002,0.8,0.4,0.4,4.22,4.53,3.95,22-23
1628449,1.5,0.8,0.7,4.26,4.46,4.05,22-23
1630537,1.6,0.8,0.7,4.54,4.91,4.19,22-23
