PLAYER_ID,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,SEASON
1627773,7.4,5.7,0.2,1.85,0.34,0.294,0.5,1.0,1.1,16-17
201166,27.9,9.8,2.6,5.59,5.94,0.172,0.1,0.0,0.2,16-17
203932,38.7,27.3,1.6,2.4,1.6,0.329,1.1,1.1,3.3,16-17
1626151,5.4,4.0,0.3,3.25,2.33,0.037,0.2,0.0,0.0,16-17
203940,16.0,8.5,0.5,1.76,0.46,0.219,0.8,0.6,1.2,16-17
201143,67.0,45.7,2.1,1.92,0.83,0.209,2.9,7.5,4.1,16-17
2744,24.7,16.4,0.9,2.08,0.51,0.331,2.7,6.1,3.0,16-17
202329,41.1,19.7,1.3,1.97,1.02,0.212,1.4,0.4,2.4,16-17
101187,10.2,7.1,0.4,2.39,1.24,0.28,0.1,0.1,0.1,16-17
1626210,22.3,12.7,0.5,1.32,0.41,0.33,2.3,1.5,5.3,16-17
202692,23.0,14.2,1.3,3.43,2.98,0.294,0.5,0.0,0.8,16-17
203518,18.6,13.5,0.5,1.67,0.79,0.322,0.3,0.0,0.3,16-17
203458,28.8,15.9,0.7,1.41,0.35,0.279,2.9,2.8,5.9,16-17
1627816,53.7,32.0,1.2,1.32,0.47,0.199,1.0,0.0,3.3,16-17
201582,24.5,12.0,0.5,1.34,0.27,0.217,1.8,0.6,3.2,16-17
203459,31.2,23.3,0.8,1.57,0.66,0.343,0.6,0.0,0.6,16-17
202087,7.3,5.5,0.2,2.05,1.25,0.116,0.2,0.0,0.8,16-17
101161,30.4,19.9,0.8,1.5,0.53,0.214,1.4,0.9,4.3,16-17
2760,13.6,7.7,0.4,1.81,0.69,0.094,1.2,0.5,1.7,16-17
203083,38.3,26.2,1.2,1.93,0.73,0.356,2.9,5.0,11.0,16-17
2738,41.2,24.1,1.9,2.79,1.83,0.183,1.1,0.7,2.1,16-17
203460,33.1,20.4,0.8,1.46,0.48,0.199,1.0,0.1,3.2,16-17
101106,36.0,20.1,1.0,1.69,0.47,0.081,3.7,1.3,4.1,16-17
1626150,44.8,17.2,4.0,5.4,5.18,0.132,0.3,0.1,0.4,16-17
203094,13.5,7.6,0.4,1.65,0.42,0.195,0.5,1.1,1.2,16-17
203952,51.3,40.5,2.9,3.35,2.19,0.459,1.5,4.1,3.2,16-17
203461,19.5,10.6,0.4,1.35,0.43,0.25,0.4,0.5,2.2,16-17
1626148,17.5,12.1,0.7,2.23,1.41,0.223,0.4,0.0,0.6,16-17
203076,73.9,45.8,2.3,1.88,0.83,0.379,6.0,6.5,6.8,16-17
201627,12.8,11.3,0.4,1.77,0.79,0.431,0.1,0.2,0.2,16-17
201229,33.9,21.5,0.9,1.58,0.32,0.209,2.4,0.8,1.8,16-17
203462,26.5,12.7,1.8,4.05,3.55,0.277,0.2,0.1,0.5,16-17
202620,6.4,4.1,0.2,2.12,0.41,0.078,0.6,1.3,0.6,16-17
203382,14.3,10.6,0.4,1.54,0.39,0.341,1.9,1.0,4.3,16-17
201167,34.1,25.5,1.3,2.34,1.48,0.247,0.8,1.9,0.9,16-17
203085,49.9,26.1,3.5,4.24,3.88,0.241,0.3,0.1,0.7,16-17
202340,49.7,34.7,2.0,2.37,1.94,0.327,1.3,0.0,2.4,16-17
1626253,11.5,5.0,0.4,1.93,1.07,0.239,0.0,0.0,0.0,16-17
1627791,4.0,2.7,0.1,1.56,1.0,0.0,0.0,1.0,0.0,16-17
203463,26.7,18.6,0.9,2.09,1.26,0.304,1.0,0.0,1.2,16-17
2757,36.5,11.2,3.5,5.69,6.0,0.16,0.4,0.0,0.3,16-17
202687,37.7,18.8,1.0,1.62,0.3,0.158,3.4,1.1,5.6,16-17
201933,79.9,50.2,3.3,2.45,1.41,0.27,5.9,7.2,5.1,16-17
1626246,11.1,8.0,0.3,1.79,0.52,0.491,0.9,2.8,3.9,16-17
201628,7.7,4.7,0.6,4.46,3.86,0.323,0.0,0.0,0.0,16-17
1626171,31.3,17.0,0.8,1.48,0.49,0.219,0.7,1.0,2.3,16-17
202711,35.5,27.5,1.5,2.53,1.77,0.39,1.0,0.4,1.2,16-17
2564,34.5,24.5,1.2,2.16,0.84,0.134,1.6,3.8,1.4,16-17
203078,53.9,37.8,2.7,2.96,2.48,0.428,1.5,0.4,1.6,16-17
201148,21.0,12.6,0.6,1.7,0.55,0.322,3.2,0.6,4.4,16-17
101138,17.4,10.8,0.6,1.9,0.66,0.322,1.5,1.7,2.7,16-17
1627742,44.9,24.5,2.6,3.52,2.72,0.209,0.8,1.2,1.6,16-17
201943,54.7,18.8,4.3,4.69,4.82,0.13,0.3,0.0,0.5,16-17
202688,45.5,20.3,3.1,4.08,3.95,0.245,0.4,0.0,0.6,16-17
201575,19.4,15.0,0.6,1.75,0.66,0.216,0.3,0.0,0.6,16-17
203148,22.0,7.8,2.1,5.64,5.72,0.157,0.1,0.0,0.3,16-17
1627362,23.1,8.5,1.9,4.95,4.64,0.134,0.5,0.0,0.9,16-17
1627744,7.7,4.3,0.2,1.87,0.96,0.174,0.0,1.0,1.0,16-17
201572,51.0,40.1,1.7,2.01,0.9,0.402,3.7,9.8,5.2,16-17
203998,6.8,4.5,0.2,1.91,0.93,0.259,0.0,0.0,0.6,16-17
1627854,12.4,7.0,0.8,3.67,3.06,0.212,0.1,0.0,0.0,16-17
1627741,33.2,23.2,1.5,2.78,2.19,0.318,0.6,0.1,0.8,16-17
201228,26.4,14.4,1.5,3.44,3.02,0.172,0.4,0.0,0.5,16-17
203912,5.7,4.8,0.2,2.22,1.33,0.168,0.2,0.0,0.1,16-17
203468,63.5,32.9,4.7,4.49,4.26,0.362,0.9,0.2,1.0,16-17
101139,26.9,18.1,0.7,1.59,0.71,0.394,0.5,0.1,0.7,16-17
1626166,30.1,9.9,2.7,5.42,5.02,0.171,0.2,0.0,0.4,16-17
1627747,30.8,20.2,1.5,2.85,2.35,0.269,0.4,0.1,0.7,16-17
2546,59.9,43.7,3.1,3.06,1.84,0.374,3.3,6.3,2.1,16-17
202718,29.2,21.8,1.3,2.64,1.64,0.211,0.7,0.7,0.8,16-17
101112,32.5,16.7,0.8,1.39,0.26,0.281,1.0,0.9,1.6,16-17
1626184,26.9,10.2,1.8,3.99,3.65,0.196,0.2,0.0,0.4,16-17
1627767,17.4,7.8,0.4,1.52,0.34,0.295,1.2,1.2,2.3,16-17
1627778,13.0,6.2,0.3,1.48,0.6,0.215,0.4,0.4,2.2,16-17
2365,13.1,6.4,0.4,1.61,0.35,0.178,0.7,0.1,1.5,16-17
1626191,9.3,5.0,0.2,1.41,0.44,0.242,0.5,0.1,1.2,16-17
101108,86.1,32.7,7.6,5.32,4.92,0.21,1.1,1.6,0.7,16-17
1626174,9.7,5.5,0.2,1.52,0.47,0.278,0.5,0.2,1.5,16-17
203991,43.6,22.4,1.0,1.43,0.34,0.288,4.0,0.5,10.0,16-17
203469,29.3,22.5,0.8,1.56,0.66,0.352,5.3,0.7,6.1,16-17
202332,11.6,5.6,0.3,1.41,0.29,0.145,1.4,0.3,2.1,16-17
201147,17.2,11.7,0.6,2.01,1.24,0.263,0.4,0.0,0.8,16-17
202709,52.9,21.1,4.4,5.03,5.31,0.175,0.4,0.1,1.0,16-17
201584,42.4,32.9,1.8,2.48,1.56,0.256,0.8,0.1,0.9,16-17
1626245,21.2,12.4,0.5,1.54,0.35,0.226,1.5,0.4,4.0,16-17
1626156,69.5,28.8,5.1,4.42,3.54,0.225,0.7,1.0,1.2,16-17
201571,43.0,16.5,3.7,5.19,5.62,0.183,0.3,0.1,0.2,16-17
2563,27.0,16.0,2.1,4.59,3.74,0.333,1.0,1.0,1.0,16-17
1627745,11.0,6.6,0.3,1.61,0.38,0.173,1.2,0.3,2.2,16-17
203081,85.9,29.9,8.1,5.65,5.31,0.314,0.9,0.0,1.2,16-17
204014,11.2,7.4,0.3,1.56,0.64,0.162,0.1,0.2,0.1,16-17
1627849,5.3,2.8,0.1,1.61,0.31,0.238,0.6,0.3,0.8,16-17
201568,49.0,34.5,2.2,2.7,1.45,0.371,0.6,2.5,2.1,16-17
201980,39.3,24.6,1.3,2.04,1.07,0.187,0.4,0.0,0.6,16-17
201967,27.5,14.5,0.6,1.33,0.3,0.24,0.8,0.1,1.5,16-17
203957,32.6,15.1,2.1,3.92,3.65,0.191,0.3,0.0,0.8,16-17
1627863,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16-17
203967,59.0,39.4,1.9,1.93,1.0,0.217,2.8,2.4,3.0,16-17
201589,25.0,15.3,0.6,1.48,0.45,0.255,0.8,0.6,1.1,16-17
201954,75.8,32.6,5.9,4.68,4.38,0.175,0.8,0.0,1.1,16-17
1626199,13.7,9.4,0.7,3.19,2.52,0.237,0.3,0.0,0.2,16-17
101135,34.5,21.2,0.9,1.59,0.58,0.213,2.9,2.2,4.2,16-17
1628021,17.9,12.0,0.8,2.54,1.75,0.335,0.7,0.3,1.8,16-17
2561,24.8,17.1,0.7,1.67,0.37,0.188,2.4,3.2,2.4,16-17
202722,19.0,11.5,0.5,1.45,0.61,0.242,0.4,0.2,0.6,16-17
201599,51.0,24.4,1.1,1.34,0.22,0.249,2.2,2.1,9.6,16-17
202732,16.7,8.5,1.0,3.74,3.14,0.147,0.3,0.1,0.7,16-17
1627761,13.6,9.0,0.6,2.69,1.94,0.196,0.4,0.1,1.2,16-17
201942,64.4,41.6,5.2,4.82,4.05,0.427,1.2,2.0,1.0,16-17
202326,78.3,56.2,3.2,2.49,1.14,0.344,6.1,9.9,4.9,16-17
201960,30.4,19.3,0.9,1.82,0.94,0.288,0.3,0.1,1.5,16-17
1627749,19.8,7.1,1.7,5.01,4.67,0.173,0.2,0.0,0.4,16-17
1626153,34.1,17.3,2.6,4.63,4.4,0.163,0.2,0.0,0.8,16-17
1627743,5.2,3.2,0.4,4.5,4.04,0.385,0.0,0.0,0.2,16-17
203471,81.8,30.5,7.2,5.27,4.81,0.219,0.5,0.1,0.8,16-17
1627756,20.2,14.3,0.8,2.44,1.7,0.253,0.1,0.0,0.3,16-17
101114,65.7,25.1,5.8,5.27,4.76,0.164,0.5,0.5,0.4,16-17
202324,42.2,26.7,1.1,1.53,0.38,0.225,3.7,3.0,5.8,16-17
1627884,16.0,11.0,0.4,1.5,0.77,0.329,0.5,0.0,1.9,16-17
201565,78.5,30.9,6.0,4.6,3.9,0.23,0.9,0.6,1.7,16-17
202682,25.0,12.3,0.8,1.86,0.89,0.243,0.6,0.5,1.5,16-17
1626164,57.9,40.5,3.3,3.41,2.63,0.375,1.8,2.2,1.3,16-17
2734,29.1,18.4,1.6,3.35,2.67,0.233,0.5,0.1,0.4,16-17
203473,23.7,12.2,0.6,1.44,0.3,0.216,2.2,0.3,4.5,16-17
1627738,7.5,4.0,0.2,1.61,0.26,0.216,0.8,0.4,1.4,16-17
1627754,6.1,3.3,0.2,1.68,0.58,0.233,0.6,1.9,1.1,16-17
203079,56.9,31.1,4.4,4.62,4.03,0.279,0.6,0.1,0.5,16-17
1717,46.6,30.5,1.1,1.48,0.32,0.304,1.9,3.4,1.3,16-17
1627734,33.4,17.8,0.9,1.55,0.56,0.177,1.2,1.7,1.6,16-17
202700,28.2,16.6,0.7,1.4,0.49,0.157,1.5,1.0,2.8,16-17
1627827,24.2,14.4,0.7,1.75,0.64,0.18,0.3,0.1,1.1,16-17
203926,24.7,20.4,0.6,1.42,0.55,0.363,0.5,0.4,0.8,16-17
1627733,20.8,12.1,0.5,1.41,0.41,0.158,0.3,0.2,0.7,16-17
203110,76.5,38.8,2.9,2.25,1.27,0.134,2.5,3.7,3.7,16-17
2730,53.1,29.2,1.4,1.53,0.38,0.255,2.8,3.6,11.6,16-17
203939,25.9,14.1,0.7,1.57,0.41,0.257,1.8,0.2,3.5,16-17
2548,54.7,35.8,3.3,3.6,2.9,0.334,1.2,3.1,2.0,16-17
202734,32.3,24.4,1.5,2.82,2.25,0.296,0.8,0.3,1.0,16-17
202334,23.6,11.3,0.6,1.55,0.45,0.184,2.6,0.3,4.7,16-17
204002,17.0,8.5,0.4,1.54,0.26,0.235,1.0,2.0,4.5,16-17
203901,71.0,22.0,6.1,5.17,4.95,0.18,0.7,0.2,1.7,16-17
202407,17.5,12.0,0.7,2.52,1.74,0.086,0.0,0.0,2.0,16-17
1626144,58.6,22.3,4.5,4.62,4.21,0.188,0.6,0.1,1.0,16-17
202683,33.2,21.7,1.1,2.07,0.68,0.433,2.6,7.7,6.5,16-17
202339,87.6,31.1,7.1,4.83,4.32,0.243,0.8,0.5,1.3,16-17
201569,39.0,28.1,1.6,2.45,1.61,0.416,0.5,0.1,0.7,16-17
101141,50.8,32.5,1.2,1.46,0.56,0.257,2.5,1.2,3.5,16-17
203095,46.7,36.0,2.2,2.87,2.07,0.367,1.0,0.1,1.5,16-17
202323,44.0,24.2,2.8,3.89,3.14,0.205,0.6,1.5,0.8,16-17
1626163,50.6,30.5,1.3,1.52,0.51,0.23,2.2,2.5,2.5,16-17
1627832,15.9,6.5,1.4,5.1,5.33,0.186,0.0,0.0,0.1,16-17
202066,41.0,26.4,1.9,2.72,1.96,0.19,0.5,0.1,1.0,16-17
203914,38.6,30.4,1.5,2.36,1.77,0.386,0.8,0.0,2.1,16-17
202390,17.5,8.5,1.0,3.57,2.74,0.114,0.0,0.0,0.0,16-17
1627780,32.7,11.3,2.8,5.09,4.61,0.102,0.0,0.0,0.7,16-17
201588,74.1,29.2,6.5,5.3,4.92,0.228,0.4,0.3,1.2,16-17
1627777,7.7,4.4,0.2,1.77,0.72,0.112,0.2,0.3,0.2,16-17
1627834,24.5,14.1,0.8,1.98,0.53,0.23,4.4,2.7,4.4,16-17
101123,15.1,10.4,0.6,2.31,1.29,0.368,0.2,0.1,0.6,16-17
201945,30.4,24.9,1.2,2.38,1.65,0.303,0.8,0.5,1.1,16-17
203507,82.1,40.5,5.3,3.9,2.84,0.279,3.8,2.8,5.1,16-17
203922,22.5,15.2,0.7,1.84,0.87,0.268,0.6,0.0,1.4,16-17
201609,82.6,31.8,7.5,5.44,5.45,0.246,1.3,0.3,1.7,16-17
202330,62.5,47.0,3.5,3.35,2.39,0.351,2.2,1.0,3.0,16-17
203476,48.8,25.4,1.2,1.46,0.34,0.204,4.5,1.4,6.7,16-17
202328,32.0,24.2,1.2,2.18,0.61,0.367,6.5,5.4,7.1,16-17
202349,33.7,13.0,2.3,4.13,3.53,0.069,0.0,0.0,0.0,16-17
203084,52.3,35.4,2.2,2.49,1.32,0.366,1.7,5.7,2.2,16-17
