PLAYER_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PIE,SEASON
203932,117.3,111.1,6.2,0.109,1.41,15.0,0.057,0.129,0.095,10.6,0.573,0.602,0.096,21-22
1630565,71.1,127.0,-56.0,0.0,0.0,0.0,0.0,0.048,0.024,28.6,0.2,0.2,-0.079,21-22
1628988,106.8,108.2,-1.4,0.223,2.28,26.1,0.023,0.092,0.058,11.4,0.504,0.544,0.088,21-22
1630174,107.3,104.3,3.0,0.057,0.71,9.0,0.025,0.117,0.073,12.7,0.481,0.507,0.048,21-22
1630598,104.5,112.6,-8.1,0.083,1.26,13.8,0.04,0.098,0.069,10.9,0.525,0.556,0.062,21-22
1627846,95.1,96.0,-0.9,0.065,0.64,12.1,0.026,0.145,0.087,19.0,0.4,0.431,0.036,21-22
1630278,33.3,66.7,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-22
1629678,100.3,113.8,-13.5,0.084,1.19,13.8,0.033,0.146,0.088,11.6,0.519,0.538,0.055,21-22
1629958,200.0,66.7,133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,21-22
201143,112.8,103.4,9.3,0.159,3.57,25.6,0.054,0.201,0.13,7.2,0.546,0.574,0.123,21-22
202692,110.3,108.1,2.3,0.158,2.63,20.5,0.019,0.148,0.082,7.8,0.499,0.559,0.099,21-22
1630758,98.6,120.7,-22.1,0.043,0.5,7.7,0.028,0.16,0.099,15.4,0.35,0.35,0.022,21-22
1630197,103.6,106.1,-2.5,0.161,1.39,18.6,0.054,0.189,0.121,13.4,0.47,0.485,0.095,21-22
1627936,110.5,105.5,5.1,0.194,2.89,32.4,0.029,0.101,0.064,11.2,0.48,0.528,0.077,21-22
203458,106.0,111.4,-5.5,0.104,1.05,15.4,0.076,0.168,0.121,14.7,0.551,0.577,0.074,21-22
1628035,108.6,121.5,-12.9,0.034,0.71,6.5,0.059,0.115,0.084,9.1,0.467,0.457,0.02,21-22
1628993,105.1,115.7,-10.6,0.08,0.75,13.8,0.156,0.202,0.178,18.5,0.436,0.463,0.069,21-22
1630578,106.4,116.6,-10.2,0.193,1.28,19.4,0.089,0.174,0.13,15.2,0.502,0.552,0.099,21-22
